tweet_id,created_at,user_location,tweet_text,label,pct_certainty
1348781498602807305,Mon Jan 11 23:59:03 +0000 2021,,"Vidas importam!  Sim, vidas importam. Mas também receber uma vacina no desespero de Partidos e STF que nem são órgãos de saúde coloca em dúvida o que está por trás da CORONAVAC.",0,25
1348021577326194688,Sat Jan 09 21:39:23 +0000 2021,,"@emirsader A Coronavac não é de SP e do Butantã com o laboratório da Sinovac. Ele está usando guerra política, mas o que ele quer e jogar a responsabilidade para os governadores",0,50
1347328612383547393,Thu Jan 07 23:45:48 +0000 2021,"Eunápolis, BA, Brasil","@costa_rui @costa_rui Aproveita que a eficácia da CoronaVac foi comprovada e compra ela, para de esperar a Sputnik. Quero logo poder ser vacinada!",0,50
1347688930238459910,Fri Jan 08 23:37:34 +0000 2021,"Dubai, UAE",@MatheusDardenne @jbubal @PauloMFGARCIA @butantanoficial Uma ajudinha. Se é que vai dar atenção a algo que não vem da tia do zap - mas aí já foge da minha alçada.   https://t.co/ppzyyAGFZg,0,100
1347691557294657537,Fri Jan 08 23:48:00 +0000 2021,"Leeds, England",@gentedemal Será porque ele vai tomar a vacina do corona mas vai dizer que não? Será?,0,75
1349500208351223810,Wed Jan 13 23:34:56 +0000 2021,"Братск, Россия","@otempo Enquanto isso, até a república do Palau (que até cinco minutos atrás eu sequer sabia existir) já está vacinando contra a Covid-19. É, tá foda...",-1,25
1347367330477576192,Fri Jan 08 02:19:39 +0000 2021,Canadá,"@RezendeB38 @edukalt @siga_seguirei @taoquei1 Com que vacina? Sorte do Bozo que a coronavac mostrou bons resultados, pq a produção da Pfizer, Moderna e AstraZeneca já está toda comprada por outras nações.",1,25
1349503979638706177,Wed Jan 13 23:49:55 +0000 2021,,"@regrota DEUS, ME TRAGA UMA CORONAVAC https://t.co/6yX1GfmKRO",0,75
1349475124781735938,Wed Jan 13 21:55:16 +0000 2021,RibPreto-SP,"@LucasCosta1505 @chefetgomu @Desesquerdizada @vinihgoncalves Quem não quiz comprar a da Pfizer foi seu amado líder, meu caro. Temos a Oxford e a Sinovac e nada mais. O motivo de não se comprar uma melhor, é a burrice do mito! Se temos só  essas duas, que se use imediatamente. O resto é polêmica de chato. Se tivesse melhor, mas não tem!",-1,50
1346969428618059778,Wed Jan 06 23:58:31 +0000 2021,"Marte ou Jupiter, n sei dizer","@IBarbosa01 @kimpkat Quanto mais demorar pra adquirir a vacina mais cara ela vai ficar, não temos tempo pra esperar o preço diminuir enquanto pessoas morrem",-1,25
1346600865835184128,Tue Jan 05 23:33:59 +0000 2021,pg,a cura do corona,0,25
1349136724061016068,Tue Jan 12 23:30:35 +0000 2021,"Brasília, Brasil","@avriltime A mutação do corona n sofre tanta mutação como o vírus da gripe, passou no jornal isso...",1,100
1346923128165965832,Wed Jan 06 20:54:33 +0000 2021,nO aZuL dO mAr,@CatiaAraujoN @Mmacedo_tweets A Pfizer disse isso publicamente.,0,75
1347271109130002434,Thu Jan 07 19:57:18 +0000 2021,Salvador,"@allisonamorim @costa_rui Ele já fez acordo pra comprar a vacina Sputnik,cara.",0,75
1346603847859449863,Tue Jan 05 23:45:50 +0000 2021,10.03 | 20.07,@mikadgg cuidado q isso pode ser corona fiquei assim quando tive,0,75
1349504074929082368,Wed Jan 13 23:50:18 +0000 2021,"Caxias, Brasil","@brunogagliasso Não liberaram a coronavac simplesmente por que ainda não estão em posse da vacina que vem Índia, por conta de embate político com Dória. Enquanto isso, milhares de vidas se perdem. Bolsonaro é um patriota que coloca interesses pessoais acima dos interesses da nação. Que tempos!!!",0,25
1347633387549425664,Fri Jan 08 19:56:52 +0000 2021,"Vitória, Brasil","SAÚDE | A Anvisa recebeu nesta sexta-feira (8) pedido de autorização temporária de uso emergencial, em caráter experimental da vacina de Oxford. A solicitação foi enviada pela Fiocruz, que conduz os estudos da vacina desenvolvida pela empresa AstraZeneca. https://t.co/pPjn9ulaAA",-1,100
1349137693154942976,Tue Jan 12 23:34:26 +0000 2021,sim,@provasextintos Covid-19 é oq? Uma língua?,1,75
1346602134373068800,Tue Jan 05 23:39:02 +0000 2021,Rio de Janeiro,@GloboNews  A Pfizer declarou que a distância entre a 1a e 2a dose tem de ser no máximo 42 dias. Não entendi essas 12 semanas,-1,50
1346966783018881024,Wed Jan 06 23:48:01 +0000 2021,,"@ailtonlopespsol Quase 200 mil pessoas morrendo pela COVID-19 em nosso país e o presidente do PSOL fazendo um jogo de vaidade de projetos progressistas para a nação.  "" Pequenos 20 anos de história e o mesmo pensamento de uma dita esquerda velha e mofada""",0,50
1346678892900343808,Wed Jan 06 04:44:02 +0000 2021,,@oatila Você sabe alguma coisa sobre aquele remédio que a AstraZeneca estava testando que deixa as pessoas imune a doença por um tempo mesmo se já pegou o vírus?,-1,50
1349489164694282240,Wed Jan 13 22:51:03 +0000 2021,"Pernambuco, Brasil","@leonardolanna Eu gostaria de lhe perguntar já que está se falando muito nos números da eficácia da vacina do Butantã, já saiu os números da AstraZeneca da Fiocruz? Vcs  já tiveram acesso a eles? O povo brasileiro também vai ter o mesmo acesso aos dados como teve na coronavac?",0,25
1347694073537298433,Fri Jan 08 23:58:00 +0000 2021,Brasil,@joicehasselmann Bolsonaro já tomou a vacina! Por isso colocou a caderneta em sigilo! https://t.co/GelQTiQzDP,0,25
1348766993403555841,Mon Jan 11 23:01:24 +0000 2021,Bauru - SP - Brasil,@yagoaleixo Está com Covid-19,0,75
1346599282196045825,Tue Jan 05 23:27:42 +0000 2021,"Goiânia, Brasil",@DaienySchuttz @itopamito Tome sua vacina e vá ser feliz.  Continnuo com meu vermífugo.  #pás  https://t.co/1yrApXFbmb,0,100
1349487276552822790,Wed Jan 13 22:43:33 +0000 2021,,@CarlaZambelli38 @jdoriajr DitaDória é um bandido! Quando os Deputados Federais eleitos por São Paulo vão pedir que o Ministério Público investigue o contrato com a SINOVAC? Cadê a Transparência? Ele mente toda semana sobre a segurança e a eficácia da vacina! #DoriaMentiroso,0,25
1348049393606414339,Sat Jan 09 23:29:55 +0000 2021,,"@binerighetti OMS ainda não reconheceu a vacina chinesa Coronavac-Sinovac para ser distribuída em todos os países!. Já da Fiocruz Manguinhos-RJ, Oxford AstraZenica tudo ok?!?. BOLSODÓRIA não é o dono do Butantan, Butantan é do Brasil 🇧🇷! Vacinas são compradas com dinheiro público!!!",1,75
1348052178674581506,Sat Jan 09 23:40:59 +0000 2021,,@great2801 Otakus não merecem vacina de corona mesmo não,1,50
1348401983586246656,Sun Jan 10 22:50:59 +0000 2021,Brasil,"@sisuper1000 @luiz3011 E os que ainda votam nele, já fizeram um exercício de consciência sobre o número de mortes pela COVID-19 no Brasil? Quantas vidas poderiam ter sido salvas se o presidente desse o exemplo seguindo as medidas sanitárias?",-1,25
1349118821098000385,Tue Jan 12 22:19:27 +0000 2021,"Rio de Janeiro, Brasil",@RomuloSalgado4 @ChromusMaster @folha A África  do Sul fechou  suas fronteiras  por causa  do covid19  q esta matando  em massa.. Vi essa  reportagem  hoje na TV portuguesa.. Vc q tem q se informar.. No  países  da África  o covid19  esta matando  em massa,-1,25
1348417142216077313,Sun Jan 10 23:51:13 +0000 2021,Isolado.,@kure_se E agora todos viramos Corona. rs,1,100
1347248418679377920,Thu Jan 07 18:27:08 +0000 2021,"Cametá, Brasil","@VEJA O cara suspendeu a compra de seringas, seu ministério (saúde) não respondeu a Pfizer/BioNTech quando procuram o Brasil pra oferecer a vacina.  Me digam a neutralidade desse sujeito em relação a vacina no país.  Imagina quando ele for contra!!!",-1,100
1349423246547025926,Wed Jan 13 18:29:07 +0000 2021,"Texas, USA",@senadorhumberto Eficácia das vacinas Covid : Pfizer/BioNTech - 95% Moderna- 94.5% Sputnik V - 91.4% AstraZeneca/Oxford - 70.4% Coronavac ( Sinovac ) 50.38%.  Então o Doria quer derrubar o governo Bolsonaro empurrando a pior vacina aos brasileiros? Por @Paulogeneroso,1,50
1348056354985037826,Sat Jan 09 23:57:35 +0000 2021,,@VEJA Se é que terão acesso a alguma vacina !!!,0,100
1348763309881786369,Mon Jan 11 22:46:46 +0000 2021,"Lahat, Indonesia",@HukumDan Sinovac ---- NO Pfizer ------- YES,0,100
1348056074352553986,Sat Jan 09 23:56:28 +0000 2021,,@maaaaaduds Amiga sim!!! A dessa pessoa é que ela não confiava em coisas de graça vindas do governo e que a vacina ia deixar todo mundo mais doente,1,75
1347584679290011649,Fri Jan 08 16:43:19 +0000 2021,São Paulo,@Michel88631131 @oatila Sonia foi uma dos 538 trabalhadores do IPO do Porto que receberam a vacina Pfizer-BioNTech — a mesma vacina administrada na médica mexicana.,-1,75
1348767468311949319,Mon Jan 11 23:03:17 +0000 2021,"GS ZZ9 Plural Z α, Earth","MUITO OBRIGADO às pessoas voluntárias (https://t.co/sGwmP9afbb) que trabalham diariamente na coleta dos dados! &lt;3 Em especial a @jessfranca @flamenani @dneumann28 @bmenani @turicas Para outras novidades, acompanhe nosso canal no @Telegram: https://t.co/g2P24Lc2vm",0,100
1348248281634246661,Sun Jan 10 12:40:14 +0000 2021,"Brancaleone, Calabria","@tbaghdadi Ou ele fechou um acordo bem fechado com a Rússia pra fornecimento da Sputnik V. A religião, desde que o mundo é mundo, se vale do medo pra dirigir bovinamente seus seguidores (voluntários e compulsórios).",0,100
1348781519536590848,Mon Jan 11 23:59:08 +0000 2021,Brasil,"@guntherfsb_ Se tomar vacina, vira um jacagado. 🐊🐮",1,100
1348756541625794561,Mon Jan 11 22:19:52 +0000 2021,"São José dos Campos, Brasil","@RodrigoMaia Acho não! Por outro lado, ""A General Motors informou que vai retomar em 2021 o investimento de R$ 10 bilhões nas fábricas em São Paulo, que estava previsto antes da pandemia de coronavírus. O aporte havia sido anunciado em 2019..."". https://t.co/Xsk9z7FKEs",-1,75
1348052956562804740,Sat Jan 09 23:44:05 +0000 2021,,@BwayMeme @mary_lessa corona não chegue perto por favor,0,75
1349493511750619146,Wed Jan 13 23:08:20 +0000 2021,,"@governosp @jdoriajr Coronavac 50,4% Pfizer 95% de eficácia geral Moderna 94,1% Sputnik V 91,4% Oxford 70,4% até 90,0% com 1ª dose menor Doria escolheu a vacina MENOS eficiente mais cara e queria DERRUBAR o Presidente Bolsonaro por conta disso #DoriaMentiroso #RenunciaDoria #EscandaloDaCoronavac https://t.co/tIbc8RPEgm",1,75
1346581451484110848,Tue Jan 05 22:16:50 +0000 2021,Brasil,@EmersonCorreaRJ Evangélicos que dizem que quem pegou Covid19 era ligado a Satanás?,1,50
1346944910398607361,Wed Jan 06 22:21:06 +0000 2021,Lá,@HitBoy @instagram @LucianoHuck Temos que provenciar uma foto do Huck com o coronavirus,1,25
1346797158197059584,Wed Jan 06 12:33:59 +0000 2021,"Rio de Janeiro, Brasil",@dadourado Se o Governo Federal está sendo inapto na Pandemia e uma determinada organização está tentando resolver essa questão qual é o problema disso? Moderna e Pfizer ofereceram a vacina e o governo ignorou. Hoje estão desesperados por conta de SP tomar iniciativa da vacinação.,-1,50
1347316946887434242,Thu Jan 07 22:59:26 +0000 2021,,@CNNBrasil A vacina da AstraZeneca vale por duas da Sinovac e custa um terço do preço.,1,50
1348027820065304576,Sat Jan 09 22:04:12 +0000 2021,Belo Horizonte,@galegonomics @zerotoledo EUA tem ~15mi de doses da Pfizer pra vencer porque não estão conseguindo vacinar a população. Talvez você consiga ajudar o mundo na logística dessa cadeia de frios de -70.,1,25
1348046360457711616,Sat Jan 09 23:17:52 +0000 2021,,"@lnrdgomes Aaahhh, eu tb Corona por favor acabe",0,50
1346969194122899458,Wed Jan 06 23:57:36 +0000 2021,,"@andrefran Bolso,vc é incompetente e tá levando centena d milhares a morte;vc é o presidente e está cortando na saúde, criando medidas falsas p negar compra d vacina, seringas e agulhas;vai trabalhar seu vagabundo!😡.Cadê a vacina p COVID-19 e serigas q pagamos todos os dias por impostos?😡",0,100
1348033364905885696,Sat Jan 09 22:26:14 +0000 2021,,@lovdayz coronavirus va embora AGORA,0,25
1348026553041616901,Sat Jan 09 21:59:10 +0000 2021,,"@DCM_online Essa ressaca mortal de covid19 veio antes das festas de fim de ano, eleições!!!",0,50
1348779074362224644,Mon Jan 11 23:49:25 +0000 2021,,"@marcusPITTERnew @NandoGouveia38 Eles tem escravos suficientes pra procurar madeira e minerios...se algum morrer de frio,entra na fornalha. Na terra do CORONA tem disso né?",0,50
1347686451882958848,Fri Jan 08 23:27:43 +0000 2021,,"@arecstin Olá! Fui selecionado para aplicar a vacina contra a Covid-19 nos próximos dias. Para que possamos reservar a seringa que será utilizada para a sua vacinação, peço que me envie uma foto de suas nádegas. PS: A vacina não será aplicada no braço. Não escute as fake news",1,50
1346606790218305536,Tue Jan 05 23:57:32 +0000 2021,"Belém, Brasil","@ca_parlatore Só tenho uma vida,prezo por ela,enquanto não vier a vacina,tomarei a ivermectina,q é recomendada por infectologistas importantes de todo o mundo.Não deixe  sua vontade de contrariar o presidente direcionar sua vida.Torço pra q dê tudo certo pra todos nós,independente do caminho.",1,75
1348132619653931009,Sun Jan 10 05:00:38 +0000 2021,"San Andrés Cholula, Puebla",@soy_sputnik Mis pésames...,0,100
1347688619297927174,Fri Jan 08 23:36:20 +0000 2021,,@Baleia_Rossi @RodrigoMaia Uma medida altamente efetiva no enfrentamento ao coronavírus seria o IMPEACHMENT do miliciano que ta sentado na cadeira do presidente,-1,25
1348773046715375618,Mon Jan 11 23:25:27 +0000 2021,,@rafaelbboa Calma que tem gente que pode superar😂 https://t.co/YBWwDI46ow,0,100
1347652648032477185,Fri Jan 08 21:13:24 +0000 2021,"Belo Horizonte, Brasil",@alexandrekalil Isso é verdade? @alexandrekalil sua acessoria irá esclarecer essas informações? @prefeiturabh #COVID19 #beloHorizonte https://t.co/x9WYfiJohg,0,100
1347326255939678208,Thu Jan 07 23:36:26 +0000 2021,,"@Carlitos_garoto @iglesbiteriana Mais rápido o possível, eu tenho 16 anos e asma crônica tive corona e nem pro teste fui encaminhada. É um assunto que deve ser pautado...",0,50
1348033927592751110,Sat Jan 09 22:28:28 +0000 2021,Brasil,@Nando202014 @anvisa_oficial Anvisa já barrou andamento da CoronaVac e a de Oxford segue a todo vapor. Eles nem disfarçam!! kkkkk,-1,25
1347671878094237697,Fri Jan 08 22:29:48 +0000 2021,Brasil,"@revistaoeste @10_5_6_5 Com o aval do @jairbolsonaro, general Pazuello compra cem milhões de doses da vachina da Sinovac do PCCh para aplicar nos brasileiros. O Brasil é um de dois ou três paises que compra vacina do PCCh, autor do ataque biológico, criador da pandemia.   https://t.co/F7TupqSmwH",1,75
1346383254413258754,Tue Jan 05 09:09:17 +0000 2021,,"@TiagoBelotti Pagaria 1000 reais pela da Pfizer, Moderna ou AstraZeneca.",0,75
1348409657417756672,Sun Jan 10 23:21:29 +0000 2021,,@6uerreiro @magicisinspo E o corona acabar,0,75
1348768328559583233,Mon Jan 11 23:06:43 +0000 2021,Brasil,"@UOL Brasil chegando ao novo pico. Quem trabalha sofre com as irresponsabilidades de pessoas insensatas que, acabam se transformando em portadoras da Covid-19, levando seus parentes à morte.",-1,25
1348418817261760518,Sun Jan 10 23:57:53 +0000 2021,,"@DZlia3 O Rito d Ciência Está Sendo Iguinorado,Tanto pelo Instituto Butantã como pela SinoVac,Pfizer, outras  Farmacêuticas,Governantes Mundiais,OMS,na Fabricação d Vacina d CONVID19,Ao Ignorar o Rito d Ciência Governantes Inescrupulosos Ganânciosos,não Estão Preocupados em Salvar Vidas.",1,75
1346845563095044098,Wed Jan 06 15:46:20 +0000 2021,Portugal,"As vacinas da Moderna e da BioNTech-Pfizer fazem parte da nossa vasta carteira de vacinas, constituída por 6 vacinas.",0,25
1347632789982687236,Fri Jan 08 19:54:29 +0000 2021,,@UlissesMaia @FNPrefeitos Por favor pede a vacina da moderna. A mais eficaz essa coronavac de 78% e a mesma coisa que colocar um doente em uma sala cheia de pessoas sadias.,-1,25
1347890962945728512,Sat Jan 09 13:00:22 +0000 2021,"Macapá, Brasil",@sputnik_brasil Adeus Trump e seus seguidores radicais,0,100
1347687822988341248,Fri Jan 08 23:33:10 +0000 2021,Brasil,"@nilson7bjr O Nilson, beleza. Covid-19 até onde eu sei veio foi da China mesmo, Hurran. 🤔 Ou estamos enganados?  Você já viu algum vídeo atual dessa cidade, como está lá? Por que nem a China está usando a Coronavac? Ela já foi aprovada pela Anvisa?",1,25
1346597788830855169,Tue Jan 05 23:21:46 +0000 2021,,"@rafa_2205 @CNNBrasil principal insumo para a produção da vacina da empresa Astrazeneca, produzida no Brasil em parceria com a Universidade de Oxford e a Fundação Oswaldo Cruz (Fioruz), é fabricado na China. A informação foi publicada pela colunista Mônica Bergamo, do jornal Folha de S. Paulo",-1,75
1348760405649354752,Mon Jan 11 22:35:14 +0000 2021,belo horizonte,@SigaGazetaBR Vachina que custa mais que o dobro que a vacina de Oxford que com apenas 1 dose já atinge mais de 90% de eficácia.,1,75
1349113787077586946,Tue Jan 12 21:59:26 +0000 2021,X,"@BrazilFight @cludio_top02 oxford (Astra Zeneca) O acordo de US $ 2-3 por dose da Oxford – AstraZeneca com o COVAX Facility oferece uma boa promessa de acesso equitativo para LMICs, em comparação com o alto custo das duas vacinas de mRNA que RELATARAM MAIS DE 90% de eficácia. January 09, 2021 The Lancet",-1,25
1346604469597966336,Tue Jan 05 23:48:18 +0000 2021,"Cardiff, Wales","@fonseca_mundim @EmersonDiPietro @em_com Quem disse? Onde estão os estudos dizendo que o tratamento precoce com esses medicamentos não funciona.  Agora, tome a vacina e fique de molho até a 2a dose.  https://t.co/lwWbfGkdUh",1,25
1346964425958416384,Wed Jan 06 23:38:39 +0000 2021,"Belo Horizonte, Brasil","@feh_linhares_ Por isso q eh piada, vão fingir q o corona n ta qs a msm coisa d 2 meses atrás e colocar geral numa sala d aula kkkkkkk",0,25
1348055711620722691,Sat Jan 09 23:55:01 +0000 2021,,@Sampaiotrp @UOL Claro que a ANVISA vai atrasar o processo do Butantan. É a corrida da primeira picada. Estão atrasando o processo até que chegam as vacinas da Oxford.  Tanto que já estão falando que a vacina da Astra pode ser liberada antes. Pq será? 🤔,1,25
1349140751737909250,Tue Jan 12 23:46:35 +0000 2021,,@novaxuxa eu to com medo de ter pego corona por ter tirado a mascara no caminho de volta e to com medo de pegar pneumonia por a mascara ter ficado toda suada e eu ainda com ela eh isto,0,75
1349407254995415042,Wed Jan 13 17:25:35 +0000 2021,Rio,@UOL Caramba o russo nomeia tudo como Sputnik?,0,75
1346589739676295169,Tue Jan 05 22:49:47 +0000 2021,,@pigfarts_ nao é a toa que o coronavirus tá aí,0,75
1349058872183582722,Tue Jan 12 18:21:14 +0000 2021,,"@karileal Pfizer e Bio N Tech = 95% de eficácia Moderna = 94% de eficácia Sputnik = 91% de eficácia Coronavac = 50,38% de eficácia  E ainda por cima, é a vacina mais cara do mundo.",-1,75
1348402525679058944,Sun Jan 10 22:53:08 +0000 2021,,@valoreconomico Em comparação proporcional à população...hoje o Reino Unido teria o equivalente a 1700 e a Itália 1250 mortes por Covid-19...daí os brasileiros estão cuidando muito melhor com a pandemia do que países da Europa.,1,25
1347326919222697986,Thu Jan 07 23:39:04 +0000 2021,,"@MauricioInsane @JCalebe6 @CNNBrasil Usará. Mas do laboratório SINOPHARM. A China NÃO vacinará sua população de 1.5 bilhão com a vacina do laboratório SINOVAC, não usarão nem para vacinar parte de sua enorme população! Essa que chegou aqui no Brasil e que falam que é DO Butantan. Será que querem que viremos refugo?",1,50
1347971535819198465,Sat Jan 09 18:20:32 +0000 2021,"São Paulo-SP, BR","@Cambricoli @ekallas Fabiana, algo me chamou atenção. Como pode haver divergência entre as definições de casos da SinoVac e do Butantan se essa definição está descrita e publicada no protocolo clínico (NCT04456595)?",0,25
1347479231043956737,Fri Jan 08 09:44:18 +0000 2021,Alemanha,"@jdoriajr Hj a Chefe da UE falou quais as vacinas que Será distribuida na Europa Biontech-Pfizer, Moderna, ASTRAZENECA e Johnson Johnson. E será distribuida ni Verão europeu em Massa. E o Sr. Querendo adiantar uma vacina nem mencionada na Europa estranho. https://t.co/Xq0pi1YfOs",-1,25
1349476960653766666,Wed Jan 13 22:02:34 +0000 2021,Petrópolis,@SergioBalbino A Sputnik vai te levar para o espaço,1,100
1347332184512860161,Thu Jan 07 23:59:59 +0000 2021,"Brasília, Brasil","@jornalnacional Pazuello diz que comprou do Butantã 100 milhões de doses. Ouvi agorinha que ele mandou o contrato hj e não foi Ass. por ninguém, porque o Doria tem que autorizar. Pazzuello tá de brincadeira. Agora a vacina do Butantã é do mistério da saúde? Ah, avá!",-1,25
1348762210982625280,Mon Jan 11 22:42:24 +0000 2021,,"@DomDasThreads Kkkkkkkkk, mas poderia ser pior: Já imaginou se a Odebrecht produzisse vacina?  Não estaríamos falando de Sinovac, Pfizer, Oxford, Moderna...os deputados e senadores estariam unidos pela vacina!  E os togados já teriam OBRIGADO a população toda a se vacinar!",0,75
1346562986547228673,Tue Jan 05 21:03:28 +0000 2021,,@magnamoreira_ É que as vacinas estão sendo fabricadas por empresas que fazem isso só por amor ao próximo gente. Imagina se uma Pfizer tá visando obter lucro...,1,50
1348774590932262912,Mon Jan 11 23:31:36 +0000 2021,Estados Unidos,@republica_ctba Com esse % de eficácia? É de rir ou chorar? Só falta o #STFVergonhaNacional acatar! Mas daí eles deveriam ser os primeiros a se vacinarem com a Coronavac,0,75
1349505426740695042,Wed Jan 13 23:55:40 +0000 2021,Brazil,"@lesarmol E olha esse artigo do British Medical Journal, questionando a eficácia das vacinas da Pfizer e Moderna. Me parece uma discussão similar ao que tivemos pra Coronavac. A Anvisa precisa liberar a vacina já.https://t.co/95yWNZaGx6",-1,75
1348379280540102658,Sun Jan 10 21:20:46 +0000 2021,"João Pessoa, Brasil",@claudinha_jp Vacina da China Não Tomo só se for de Oxford ou Estados Unidos!!!!🇧🇷🇧🇷🇧🇷🇧🇷,0,75
1347887590238785538,Sat Jan 09 12:46:58 +0000 2021,,@AstraZeneca @fiocruz @UniofOxford Parabéns! https://t.co/6RrVxlF9Ib,0,100
1347616513419845632,Fri Jan 08 18:49:48 +0000 2021,,"@parolin_ricardo @apr5356 @PauloLotufo Genteeee, a Sinovac/Butantã vai liberar os dados ou nao?",0,50
1347324613416677380,Thu Jan 07 23:29:54 +0000 2021,Aracaju,"@padilhando ajuda a tag, por favor #adiaenem #adiaenemja  Ministério da Saúde registra recorde de casos e segundo maior número de óbitos em 24h https://t.co/smxR4gqY7j",-1,100
1347327747908120576,Thu Jan 07 23:42:21 +0000 2021,"Curitiba, Brasil","@lhmandetta 78% é muito pouco, entre  as vacinas Oxford, Pfizer, Moderna é a que tem menor eficiência.",1,75
1347246495628722177,Thu Jan 07 18:19:29 +0000 2021,"Biguaçu, SC","Noruega (https://t.co/ALscjPDjc1), Omã (https://t.co/CposQXEQoF), Polônia (https://t.co/lgQRY8qDeP), Portugal (https://t.co/MC20o7pTwX), Reino Unido (https://t.co/HqMfWIAeTb), Romênia (https://t.co/r8ry2li73S) e República Tcheca (https://t.co/2GvnoHMwCq).",0,100
1348772801788997632,Mon Jan 11 23:24:29 +0000 2021,,@MiguelNicolelis @Pollima36 Pelo q me consta esse percentual é sobre o total de leitos e não somente de Covid-19.,0,75
1347656226260328452,Fri Jan 08 21:27:37 +0000 2021,"Porto Alegre, Brasil","@CharlieEBorges @gzhdigital @rosaneoliveira Aos vermes não, porque isso a Ivermectina mata. Pra COVID19 que não serve pra nada.",-1,100
1347331959983398913,Thu Jan 07 23:59:06 +0000 2021,,@SolanoManoel Acho q quem pode pagar tem sim o direito de ir tomar sua vacina. Mas o governo não pode fazer isso é deixar a grande massa novamente na fila. Isso é inadmissível!!!,0,75
1348354468585336833,Sun Jan 10 19:42:11 +0000 2021,"São Paulo, Brasil","@super_nutry @bolsomito_2 @EdsonVolpini @governosp @butantanoficial Reclama dos 78%, mas faz coito interrompido, que tem 78% de eficacia 🤷🏼‍♀️ #CoronaVac #SinoVac",-1,100
1348318197603311624,Sun Jan 10 17:18:03 +0000 2021,"Resende, Brasil","@SraPatalogica Então ñ tomarão vacina nenhuma, pq de inglês a vacina da AstraZeneca só tem o laboratório, pq o insumo dela é chinês. Isso foi dito por uma pesquisadora na Globo News, ñ é conversa fiada de zap",-1,75
1346936418174709761,Wed Jan 06 21:47:21 +0000 2021,"Puteaux, France","@MarceloFreixo Oh babacão, ainda não tem vacina no Brasil e há tempo para quebrar o preço. A Pfizer não tem vacina para todos os países e só o RU é os USA já compraram quase todo o estoque. Nem na França chega a vacina, então para de falar mer da",-1,25
1347205881386180608,Thu Jan 07 15:38:06 +0000 2021,,"@MRKanti_isentos @vitoriol @Estadao Nenhum, porém, você sabia que a China participa da PFIZER, Biontech, Astrazeneca e outros laboratórios que produziram outras vacinas???????  Tu tá incomodado com a poha da vitoria da população que finalmente vê uma luz no fim do túnel.",1,25
