tweet_id,created_at,user_location,tweet_text,label,pct_certainty,doubt
1348055929405775872,Sat Jan 09 23:55:53 +0000 2021,"São Paulo, Brasil","@ManfroiRenato Esquece o que falei. Me atualizei aqui das últimas notícias, o governo de são Paulo fez uma cagada na divulgação e nem sei mais se essa vacina tem alguma eficácia",1,50,0
1346812481545658370,Wed Jan 06 13:34:52 +0000 2021,,"Por que ele trabalha tanto contra a vacina?  Chuto que seja pra SP não iniciar a vacinação antes do governo federal estar pronto (e acho que não estará), que por sua vez tá enrolado por causa do negócio da AstraZeneca + lobby fortíssimo pela Cloroquina",0,75,0
1348032730110566402,Sat Jan 09 22:23:42 +0000 2021,"Rio de Janeiro, Brazil","@mjmacul_lima Ranking de países vacinando contra o coronavírus:  🇺🇲 5,9 milhões de pessoas 🇨🇳 4,5 mi 🇮🇱  1,7 mi 🇬🇧 1,3 mi 🇦🇪 887 mil 🇷🇺 800 mil 🇩🇪 417 mil 🇮🇹 413 mil 🇨🇦 230 mil 🇪🇸 200 mil 🇵🇱 160 mil 🇧🇷 0 pessoas 🤡",1,50,1
1348405981793955848,Sun Jan 10 23:06:52 +0000 2021,"Contagem, Brasil",@moacirsalvatore Pix: augusto.geraldo97@gmail.com  Estou pagando as contas dos meus pais há mais de 2 anos. Pq minha mãe não tem condições de trabalhar por conta de uma cirurgia no joelho e meu pai tá afastado do emprego (o inss negou o afastamento dele) por conta do corona e do câncer.,0,100,0
1348337030946762752,Sun Jan 10 18:32:53 +0000 2021,,"@marcearmenta Como la de pfizer, moderna, astrazeneca y esas?",0,100,0
1346817209436409856,Wed Jan 06 13:53:40 +0000 2021,,"@jufrlima As vacinas estão paradas porque o laboratório  chinês sinovac não apresenta dados para ANVISA poder aprovar.Aliás nem na China ele apresentou, China já aprovou do concorrente",1,25,0
1349505503366418432,Wed Jan 13 23:55:59 +0000 2021,,"@OPedroSerra Eu tb penso assim, a vida toda tomei vacina e nunca quis saber da eficácia, da origem e nem se causa algum efeito colateral. Então porque irei querer saber agora. Quando estiver aprovada pela ANVISA irei tomar qualquer uma sem perguntar nadinha de nada.",0,75,0
1347320830737453056,Thu Jan 07 23:14:52 +0000 2021,"Setúbal, Portugal",@SpdRio @sputnik_brasil Eles estão por toda parte. Eu não confio.,0,75,0
1348774422220591107,Mon Jan 11 23:30:55 +0000 2021,"Goiânia, Brasil","@WagnerD54448232 Pesquisadores estimam que a taxa de mortalidade foi de apenas 0,026%. Já para a covid-19, essa taxa ainda não é certa, mas estudos convergem para algo entre 0,5% e 1% - na melhor das hipóteses, portanto, o novo coronavírus é 20 vezes mais letal que a gripe suína.",1,50,0
1347694281994211329,Fri Jan 08 23:58:50 +0000 2021,,@BolsonaroSP @realDonaldTrump Médico que defendia cloroquina e criticava OMS morre de COVID-19 - Nacional - Estado de Minas - https://t.co/bYIaGYKZ3q 👆,0,50,0
1348375227475128321,Sun Jan 10 21:04:40 +0000 2021,,@O_Pensador64 @ojrdev @CNNBrasil Não sou eu quem está arrumando desculpas pro Brasil não ter a vacina da Pfizer quando o mundo inteiro fez das tripas coração pra ter.,0,75,0
1347915628364095489,Sat Jan 09 14:38:23 +0000 2021,Deep Space Nine,"@83_ribeiro @Mmacedo_tweets Natural que sejam poucas as pessoas vacinadas porque não chegaram lotes suficientes e apenas a da Pfizer está a ser administrada, mas mais lotes vão estar disponíveis para a semana desta vacina (estão para ser libertados pelo Infarmed). A da Moderna é a próxima a aparecer.",1,50,0
1348397654863192066,Sun Jan 10 22:33:47 +0000 2021,Brasil,"""Vi numa reportagem que esse coronavírus já estava no mundo desde 2010.""  ""Vi na Internet que quem vacinou já tá pegando corona de novo.""  ""Olha isso aqui (no Zap), você que é antenado vai saber, é verdade? Podia ser demais!""   Resultado: nitidamente mentira.🤦‍♂️",1,25,0
1346941030990540803,Wed Jan 06 22:05:41 +0000 2021,,"@PatriotaAraque @lfelipebarros @BorimJuliano @CNNBrasil E se acontecer um efeito adverso grave e irreversível em uma pessoa? deve-se processar o estado ou o laboratório? A Pfizer quer tirar o dela da reta. Todas estas analises não visam dificultar, visam somente a segurança.",1,75,0
1347315018094804993,Thu Jan 07 22:51:46 +0000 2021,Brasil,"@issamu @thwolf01 @imontfl @mab_sp125 O contrato do instituto Paulista deveria ter tido o seu sigilo derrubado, até por ser um instituto público e pensarmos na sociedade e não talvez no lucro, mas ai seria outra história.   Já as farmacêuticas, essas estão bem, junto com os seus acionistas.   https://t.co/jIOlg8MqFr",0,25,0
1347331286264918017,Thu Jan 07 23:56:25 +0000 2021,"Saint Paul, Brésil","@gcb019 @UOLNoticias Querem parabenizar alguém pela vacina?  Parabenizem os cientistas do Laboratório Sinovac e do Instituto Butantan, eles sim merecem tal reconhecimento. https://t.co/2z1I0rnhVT",0,75,0
1348055477574369282,Sat Jan 09 23:54:06 +0000 2021,,"@eduardo_ocastro @lilian_tahan Tenho 4 comorbidades e assim que eu puder, quero ser vacinado. Mas, não acho que a vacina será a ""salvação da pátria"". Continuarei, mesmo vacinado, lavando as mãos, usando máscara quando eu tiver de sair de casa (só saio em último caso)...🤨😷😷😷",0,100,0
1348035133295759360,Sat Jan 09 22:33:15 +0000 2021,"Salvador, Brasil","@BandJornalismo A de Oxford foi aprovada por duas Agências Reguladoras, a CORONAVAC por nenhuma, infelizmente fizeram foi marketing.",1,50,0
1349505272709083144,Wed Jan 13 23:55:04 +0000 2021,inferno,"@RDTLadyGaga isso se aplica ao Brasil também : show da lady Gaga no BR : não há vacina : não há, também",0,75,0
1347676962878324737,Fri Jan 08 22:50:01 +0000 2021,"Niterói, Brasil",@_degli_ @Fabidegli E-girls e otakus contra o coronavírus,0,100,0
1349440349886939136,Wed Jan 13 19:37:05 +0000 2021,"Campinas, SP, Brazil","@MarcosP97546473 @UOL Pode mandar GIFs sem problemas, mas isso não muda o fato de que a comparação não faz sentido. Se você quiser comparar a vacina da Pfizer com a CoronaVac, o mais correto seria usar os 78% de eficácia em casos leves (algo mais próximo do que a Pfizer e a Moderna mediram).",-1,50,0
1349506359113502720,Wed Jan 13 23:59:23 +0000 2021,,"@Arilma_Reis10 @Estadao @jairbolsonaro A 1 mês vc quer dizer, estamos em janeiro de 2021. Além de ter 6 casos de graves de reações alérgicas, a vida das pessoas não é palanque político moça. https://t.co/ZEcz4RnEMq",0,75,0
1348772751293751301,Mon Jan 11 23:24:17 +0000 2021,,"@o_antagonista Vai se reeleger, senao fosse o corona estaríamos em outro patamar",0,100,0
1348327137535795202,Sun Jan 10 17:53:34 +0000 2021,,"@eduardxhenriqux @bchartsnet SPUTNIK: “em positions, podemos ver uma adolescente virgem fantasiando aventuras sexuais patéticas.” https://t.co/5RbpJIpMhA",1,25,0
1346587857155194887,Tue Jan 05 22:42:18 +0000 2021,Porto Feliz,@jorgeemateus Preocupado com o Coronavirus se espalhando novamente. E saber que as pessoas fazem imensas aglomerações,0,100,0
1347996342254264322,Sat Jan 09 19:59:07 +0000 2021,,@cleberdamassa @VEJA Chá de picão preto também cura Covid19..... vc sabia? Minha vizinha tomou e curou-se,1,75,0
1347308491350962178,Thu Jan 07 22:25:50 +0000 2021,"Niterói, Brasil","@RodrigoMaia A AstraZeneca custa U$ 3,75 por cidadão a Coronavac precisa de 2 doses ao custo de U$ 21,00. Porque no interesse em defender a que custa mais caro, seu Maia ?",1,50,0
1348041509086617601,Sat Jan 09 22:58:35 +0000 2021,São Paulo,"@Suziane___ @mellziland @anvisa_oficial @butantanoficial @butantanoficial ainda não se pronunciou? A sociedade precisa de esclarecimentos, pois não dá pra confiar @anvisa_oficial que poderá ser rotulada como Genocida. O laboratório da Índia foi vistoriado como Sinovac? #VacinaEImpeachmentJa",0,50,0
1348042544844840960,Sat Jan 09 23:02:42 +0000 2021,,@1NewsBrasil Coronavirus é a doença .,-1,75,0
1347330988284792832,Thu Jan 07 23:55:14 +0000 2021,São Paulo,@anyglist @Diegomarwix @dufyzz @umbrellanine @catataudoic @fr_sh_pr_nc_ss @mtrem_33 @naju_leal @cassielynxblack @k4rollll @httplaisa_ @tpwksenju @jenniehottestx @CPenelle @Nymphe07 @spineltyy @lim_isadora @_sunset_stars @aribeloved1989 @_ygoddess @sunflowerhiseye @impIutao @camxzcub4n @wronghigh @ThanDelRey @oksanallove @LStoryDragon @ilominext @BETAMITY @msdcine_ @clairxulven @NgerGr @Loanzzin @capivara_deusa @beIIzinha @butantanoficial aí @butantanoficial bora testar a coronavac nos jovens https://t.co/hgn2kjMdhs,0,75,0
1348046787932803073,Sat Jan 09 23:19:34 +0000 2021,,@BlogdoNoblat Espero que o corona faça serviço completo e irretocável.,0,100,0
1346793863625797633,Wed Jan 06 12:20:53 +0000 2021,,@RodZeidan Qual o status da coronavac da sinovac em território chinês?,0,75,0
1348011559763763200,Sat Jan 09 20:59:35 +0000 2021,Brasil,"Primeiro-ministro de Israel recebeu a 2ª dose da vacina da Pfizer e BioNTech. Benjamin Netanyahu foi o primeiro israelense a receber a primeira dose, no dia 19 de dezembro. https://t.co/2dUA3dp9ag #GloboNews",-1,100,0
1347311159075102720,Thu Jan 07 22:36:26 +0000 2021,"Porto Alegre, Brasil","@PTnaCamara Brasil tem 354 milhões de doses de vacinas contra #COVID19 para 2021: ▶️2 milhões da AstraZeneca (importadas) ▶️100,4 milhões da Fiocruz/AstraZeneca (1º semestre)  ▶️110 milhões da Fiocruz/AstraZeneca (2º semestre)  ▶️42,5 milhões Covax Facility ▶️100 milhões do Butantan/Sinovac",-1,100,0
1348414331126484999,Sun Jan 10 23:40:03 +0000 2021,,"@alvarodias_ O Bozo quer vacinar com a Oxford, antes do Doria. Depois  dele tirar a foto, praça provar q “ganhou mais uma vez” do Doria, ele abandonará novamente a vacinação. Any questions?",0,25,0
1349505816072749057,Wed Jan 13 23:57:13 +0000 2021,"Angola, Huíla, Lubango",Dados informados pelo Secretário de Estado para a Saúde Pública - Franco Mufinda #COVID19 #COVID19ANGOLA #CoronavirusAngola #Angola #FiqueEmCasa #FiqueEmCasaAngola https://t.co/Nlo6Mh6z6a,0,50,0
1348043300398395392,Sat Jan 09 23:05:42 +0000 2021,Brazil,@pfizer eu posso comprar 6 doses de vacina sem depender do governo brasileiro?,0,100,0
1348055886741311490,Sat Jan 09 23:55:43 +0000 2021,"Araras, Brasil","Cheguei e falei: meu anjo, tem algum palhaço aqui? Alguma piada? Tá rindo por que?  A bonitona se fez de doida.  Eu: quero ver rir quando estiver com corona.",0,100,0
1347331287577722886,Thu Jan 07 23:56:25 +0000 2021,"São Paulo, Brasil","@william80231676 @lucyramos https://t.co/2muIS6GkRt uma correção, Anvisa não o próprio Butantan, o que chega a ser pior!!!por não tem dados suficientes 😂😂😂",1,75,0
1347999338727956481,Sat Jan 09 20:11:01 +0000 2021,Casa do Caralho,@Twitter @TwitterSeguro @TwitterBrasil que tal dar uma olhada nesses perfis? #COVID19 #TrumpBanned #BolsonaroPauFino #BolsonaroGenocida https://t.co/7eSbjumx39,0,75,0
1349130174256869376,Tue Jan 12 23:04:33 +0000 2021,,"@saritacoelho (...) e o Tratamento Precoce contra Covid19, estão fazendo malabarismos para tentar explicar o inexplicável e o indefensável!!!",0,75,0
1347361850703413252,Fri Jan 08 01:57:52 +0000 2021,Rio de Janeiro - Brasil,@0608amoc @clvrsn @claudioedantas Tem parceria com a Biontech. https://t.co/gzrXaO8AiH,1,50,1
1346672609145073664,Wed Jan 06 04:19:04 +0000 2021,"Juiz de Fora, Brasil",@BrunoHMioto @The_Face_of_Rio A Hungria tbm esta utilizando a Sputnik,-1,75,0
1347666169029918720,Fri Jan 08 22:07:07 +0000 2021,,@BOLS4KUR4 E essa aqui ...  https://t.co/6TZBHSVEj7,0,75,0
1348028353530519559,Sat Jan 09 22:06:19 +0000 2021,,"@joelduarte @cirogomes @robsonvendedor Falei alguma mentira? Ciro n foi o melhor aluno da história da Federal do Ceará? Ciro n foi prefeito e governador com 75% de aprovação? Ciro n estudou em Harvard? Ciro n é convidado para dar palestras em Harvard, MIT e Oxford?",0,50,0
1348028093114556417,Sat Jan 09 22:05:17 +0000 2021,"Florianópolis, Brasil","@g1 Vão segurar para a de Oxford chegar antes, querem ver?",0,75,0
1348770132412272648,Mon Jan 11 23:13:53 +0000 2021,Brasil,@claudneicardoso @RodrigoMaia Não existe tratamento precoce para covid-19,-1,75,0
1348030879877230599,Sat Jan 09 22:16:21 +0000 2021,"São Paulo, Brasil",@saritacoelho Todo mundo aqui sabe que a @Biakicis tem a receita pra melhorar o ar:  https://t.co/JmQ5QAncpL,0,75,0
1348781391643889668,Mon Jan 11 23:58:37 +0000 2021,Jundiaí,"@republica_ctba Ciência pra que??? O @STF_oficial está aí para mandar sem fundamento científico ou legal! Aplica a injeção logo, não precisa confirmar os aspectos técnicos e seguros da vacina, basta o STF mandar vacinar e acabou! O STF pode ignorar a lei, ele fará uma interpretação e pronto. https://t.co/LPLkPjavNg",0,50,0
1347328597560860673,Thu Jan 07 23:45:44 +0000 2021,BR,"@ramosvalerio @eusouale_ @jussara_crispim @jdoriajr Viver tem reação adversa . Que venha a Coronavac , e estou aqui pensando que vale a pena votar  no @jdoriajr 2022 🤔",0,100,0
1348406379946631170,Sun Jan 10 23:08:27 +0000 2021,"Caraguatatuba, Brasil","@JanecleideQ @PREZENDE01 @jdoriajr Mesmo assim serão 100milhoes de doses da Coronavac contra 2milhões da Oxford, dizer que isso foi feito de propósito é um erro, não teria lógica atrasar para depois usar uma grande quantidade desta, o que realmente falta é tornar as exigências a publico que acaba todo o problema",0,75,0
1349141888897589250,Tue Jan 12 23:51:06 +0000 2021,,"@filhas_amo @lima5361 @materazzi01 @CarlaZambelli38 E mais, a Pfizer não vai ser prioridade por questões óbvias por exigência de contrato, valores e dificuldades de logística num país com as peculiaridades do brasil.",1,25,1
1347423468409729024,Fri Jan 08 06:02:43 +0000 2021,São Paulo África Ilhéus Mundo!,"@jairbolsonaro Vacina da farmacêutica @moderna_tx estar pronta, pelo menos 100 milhões de doses no Brasil! Salvando vidas, que podem colocar economia pra frente!",0,75,0
1348778020673351681,Mon Jan 11 23:45:13 +0000 2021,rj,@sstrongerthanme omg vc também é do rio que ótimo vamos de role pós coronavac,0,100,0
1346586742250467329,Tue Jan 05 22:37:52 +0000 2021,"Sao Paulo, Brazil","@saritacoelho A vacina coronavac tb não tem eficácia suficiente, tanto que precisa vacinar todos pra surtir efeito com imunidade de rebanho.",1,100,0
1348776414468853764,Mon Jan 11 23:38:50 +0000 2021,,"@AlessandroLoio2 Dr. Alessandro , a credibilidade desta OMS tá igualzinho aquela coisa que gato enterra ... !!https://t.co/vYriJr6EoR",0,100,0
1347680695137800194,Fri Jan 08 23:04:51 +0000 2021,"São Paulo, Brasil",@juaotenorio Pois eu digo que serão sim! A Coronavac tem resultado em quem Usa Drogas! Testes Mostram isso...,1,75,0
1349128983846264832,Tue Jan 12 22:59:50 +0000 2021,Brasil,@MauricioRicardo @YouTube Ai que medo!!!,0,100,0
1348316926511112194,Sun Jan 10 17:13:00 +0000 2021,Belo Horizonte,"@Brasil62696059 @JSPendot @Rogerbask @Henriquezilmo @vivi2877 @anvisa_oficial @jairbolsonaro @UOL Encontrei esse artigo mais recente, é após a conclusão da fase 3. E o mais importante, é que eles estavam prontos p produzir em grande escala e baixo custo. ""Análise à 3ª fase da vacina Oxford/AstraZeneca confirma eficácia entre 70,4 e 90%"" https://t.co/UHRADuTRn7",-1,100,0
1347330762421522432,Thu Jan 07 23:54:20 +0000 2021,PR | PY,"@exalthallys obrigada por me lembrar q vou fazer 22 e ainda não tomei a antitetânica dos 20, provavelmente tomarei as duas juntas 🤩 pf coronavac seja só uma picadinha 🥺",0,100,0
1348687003735515137,Mon Jan 11 17:43:33 +0000 2021,Brasil,"Na sexta (8), o Instituto Butantan e a Fiocruz entraram com pedidos para usos emergenciais das vacinas CoronaVac e AstraZeneca. O prazo para que a Anvisa dê um posicionamento termina no dia 18, mas pode ser que as respostas saiam antes https://t.co/deE90nPNLQ #Estudioi #GloboNews",-1,100,0
1347332161234481152,Thu Jan 07 23:59:54 +0000 2021,"Palotina, Brasil",@RobertaNegro3 @mab_sp125 @samydana @ttmionzinho Vc escolheu esperar pela vacina menos eficiente só por que o rei da boiada mandou kkkkkkk,0,50,1
1347912423643213825,Sat Jan 09 14:25:39 +0000 2021,,@o_antagonista Quando há Anvisa  estudar essa coronvac direitinho isso é mais um produto falsificado da China vou torma há de Oxford AstraZeneca.,1,75,0
1346607213473898500,Tue Jan 05 23:59:13 +0000 2021,wired,"@quantumbogosort todo mundo fala de corona, mas ninguém liga pra pandemia dos podcasts 😭",0,100,0
1348047557528850434,Sat Jan 09 23:22:37 +0000 2021,,"@pcsilvaTV Ppwrsbr  Parabéns ,voce está muito correto tem que divulgar atacar e levar ao público s verdade o presidente Bolsonaro não fez nada para combater o coronavirus e voce tem coragem e seriedade assisto vc sempre parabéns, voce e ótimo",0,100,0
1347255188441210887,Thu Jan 07 18:54:02 +0000 2021,,"@davidmirandario @anvisa_oficial Oooooooooooo Pfizer atingiu 95% e a Vacina da Moderna atingiu 94,5% de eficácia  Der exemplo tomar a coronavac você!' De toma você entende.  Se é que você me entende 😘",0,25,1
1347300020140302337,Thu Jan 07 21:52:11 +0000 2021,"Porto Alegre, Brasil","@JohnCovv @kimpkat Brasil tem 354 milhões de doses de vacinas contra #COVID19 para 2021: ▶️2 milhões da AstraZeneca (importadas) ▶️100,4 milhões da Fiocruz/AstraZeneca (1º semestre)  ▶️110 milhões da Fiocruz/AstraZeneca (2º semestre)  ▶️42,5 milhões Covax Facility ▶️100 milhões do Butantan/Sinovac",-1,100,0
1348418519248101376,Sun Jan 10 23:56:42 +0000 2021,"São Paulo, Brasil",@dogarrett @butantanoficial Eu não caio nesse oba oba. Está muito claro q essa vacina não é confiável. Prefiro usar máscara e ficar em casa.,1,75,0
1348048444850630657,Sat Jan 09 23:26:09 +0000 2021,Planet Blue,@cirogomes Tu é um bosta #COVID19 #COVID__19 #COVIDー19 #coronavirus,0,100,0
1346966968461619204,Wed Jan 06 23:48:45 +0000 2021,,"@vozdacomunidade Bozo,vc é incompetente e tá levando centena d milhares a morte;vc é o presidente e está cortando na saúde, criando medidas falsas p negar compra d vacina, seringas e agulhas; vai trabalhar seu vagabundo!😡.Cadê a vacina p COVID-19 e serigas q pagamos todos os dias por impostos?😡",1,75,0
1348056724901650432,Sat Jan 09 23:59:03 +0000 2021,,"@BolsonaroSP Um mundo onde um presidente esconde seus gastos, cartão de vacina e declara que o país está quebrado e não pode fazer nada, o que acha?",0,100,0
1347322229772709889,Thu Jan 07 23:20:26 +0000 2021,SP,"@victormasc @greenparadyse @gsilvaflavio @CNNBrasil aqui, idiota https://t.co/6z8FI1t9wb",0,100,0
1349495959223476225,Wed Jan 13 23:18:03 +0000 2021,,"@Silvanafborges @Fabiomarccelo35 @MBittencourtMD @samydana Considerando que parte de uma técnica convencional, não deveria ser mais cara que a Sputinik ou Oxford, por exemplo. Agora em relação às de RNAm, concordo.",0,75,0
1347691236082245640,Fri Jan 08 23:46:44 +0000 2021,,"@jandira_feghali Vai que alguém descobre que ele tomou a vacina contra a febre aftosa, de brucelose, e não tomou contra a covid-19. Só o gado vai saber.🤣🤣🤣",0,100,0
1347693921208590336,Fri Jan 08 23:57:24 +0000 2021,,@CalledMovies Obrigado! Vacina pra todos! Vamos derrubar o obscurantismo.,0,100,0
1349476443105980417,Wed Jan 13 22:00:30 +0000 2021,Floripa -SC-Brasil,@GlaucoS41843642 Me refiro a da AstraZeneca/ Fiocruz.,0,100,0
1346557593016217603,Tue Jan 05 20:42:02 +0000 2021,"São Paulo, Capital, Brasil",@MariasilvaD1 @dehluuis @Douglas12626875 Sim mas e o tempo para verificar reações? Não se esqueca que as outras vacinas para poliu gripe varíola etc levaram no mínimo 5 anos para serem estudadas e aprovadas sem reações. Já teve caso de medica na Inglaterra que teve convulsão assim q tomou a vacina da Oxford. Está na UTI,1,75,0
1347684338377351168,Fri Jan 08 23:19:19 +0000 2021,,@SimoneRosado @MarcoASardella @lucruzmoscon @taoquei1 Tem certeza? Nenhum efeito colateral grave?https://t.co/JSZfTU7uOZ,0,50,0
1346603647686365187,Tue Jan 05 23:45:02 +0000 2021,Barcelona,"@marciapira @claudiomurilo3 @SenadorKajuru Não falo da vacina do covid19, falo de tantas outras quando se viaja para Ásia, países tropicais no sudeste asiático etc. Vacinas como a da malária por exemplo.",0,100,0
1349116731881615362,Tue Jan 12 22:11:08 +0000 2021,São Paulo- Brasil,@IratusPorcum A imprensa tbm não ajuda. A comparação Pfizer 95% x Sinovac 50% usam critérios completamente diferentes. Além do que é muito melhor uma vacina 50% com eficácia logística e rapidez do que uma com dificuldade de distribuição. No caso do coronavírus tempo é melhor q % eficácia,-1,75,0
1346579960962625539,Tue Jan 05 22:10:55 +0000 2021,"Norwich, England","@oatila Nem precisa proibir; é duro competir com os governos, que tem poder de monopsônio. Países que disseram não poder proibir: Índia https://t.co/mekjMRWzMv Canadá https://t.co/KxBYWUD7b7 Austrália https://t.co/0KoZBSe8DF UK https://t.co/KZo1PiMMfH",0,50,0
1348245499367841792,Sun Jan 10 12:29:10 +0000 2021,"Macapá, Brasil","@Guima_ss @sputnik_brasil Ei @TwitterSeguro, chegue aqui pq encontrei Fake News por aqui",0,100,0
1348418638525706243,Sun Jan 10 23:57:10 +0000 2021,"Goiânia, Brasil","@imgzad Desde que declararam que o covid-19 chegou ao Brasil. Não que minha vida sexual fosse uma festa, mas ela existia kkkk",0,100,0
1348039429747838982,Sat Jan 09 22:50:20 +0000 2021,centro-oeste,"@RodrigoMaia Pq o PR @jairbolsonaro não processa vc, @RodrigoMaia ? Não foi o PR quem permitiu #Carnaval2020 msm com decreto do @govbr através do @minsaude de #EmergenciaSanitaria. Cobre do @STF_oficial q deu autonomia aos Estados e Municípios e a cada um deles &lt;https://t.co/POmDu0sDFH",0,75,0
1349061552448671748,Tue Jan 12 18:31:53 +0000 2021,,"@suttergustavo Não vi o p-value, é de quanto?  E sei lá, me revolto com o hype desnecessário, parece que o foco da vacina é bem mais na campanha do Dória que realmente em proteger a população, e me revolto mais ainda em como o governo federal não nos garantiu doses da Moderna ou Pfizer",0,75,0
1349109294671810565,Tue Jan 12 21:41:35 +0000 2021,"Flat Earth, Milky Way","@BeteKha @OsmarTerra Não era confidencialidade. Era a propriedade intelectual dos dados, que é da Sinovac.  O contrato veda o governo de SP a divulgar os dados antes da Sinovac, exceto para a Anvisa.  Mas os dados foram para a Anvisa, e serão publicados pela Sinovac.",1,75,1
1347317930388811776,Thu Jan 07 23:03:21 +0000 2021,"Rio de Janeiro, Brasil",@proffabiorapp https://t.co/w4GIG9vRI1  Esse cara é um genocída!  Tem que ser julgado pelos seus crimes contra a população brasileira!,0,100,0
1348766673969573889,Mon Jan 11 23:00:08 +0000 2021,Cariri do Tocantins - TO,@kthsoir Que bom que você não faz parte dessa maioria que eu mencionei; mas a verdade deve ser dita: muitos não estão preocupados com Coronavírus.,0,100,0
1349489870985719808,Wed Jan 13 22:53:52 +0000 2021,USA,"@jdoriajr % IMUN. COVID Pfeizer 95% Moderna 94,5% Sputinik  91,4% Oxford 70% Covain 63% Corote menta 62% Gemada ovo caipira 61% Mel agrião 62% Pinga alho 55% Wiskey paraguaio  55% Conhaque limao 55% Churras grego suco 55% Hotdog calçadão Osasco 54% Cerveja Crystal gelo 53% *Coronavac 50,3%",1,100,0
