tweet_id,created_at,user_location,tweet_text,label_A,label_B,pct_certainty_A,pct_certainty_B,tweet_text_preproc,tweet_text_stemming,tweet_text_lemmatization
1349475124781735938,Wed Jan 13 21:55:16 +0000 2021,RibPreto-SP,"@LucasCosta1505 @chefetgomu @Desesquerdizada @vinihgoncalves Quem não quiz comprar a da Pfizer foi seu amado líder, meu caro. Temos a Oxford e a Sinovac e nada mais. O motivo de não se comprar uma melhor, é a burrice do mito! Se temos só  essas duas, que se use imediatamente. O resto é polêmica de chato. Se tivesse melhor, mas não tem!",-1,-1.0,50,50.0,"['quiz', 'comprar', 'vacina', 'amado', 'lider', 'caro', 'vacina', 'vacina', 'nada', 'motivo', 'comprar', 'melhor', 'burrice', 'mito', 'duas', 'use', 'imediatamente', 'resto', 'polemica', 'chato', 'melhor']","['quiz', 'compr', 'vacin', 'am', 'lid', 'car', 'vacin', 'vacin', 'nad', 'motiv', 'compr', 'melhor', 'burr', 'mit', 'dua', 'use', 'imediat', 'rest', 'polem', 'chat', 'melhor']","['quiz', 'comprar', 'vacina', 'amar', 'lider', 'caro', 'vacina', 'vacina', 'nada', 'motivo', 'comprar', 'melhor', 'burro', 'mito', 'dois', 'usar', 'imediato', 'resto', 'polemica', 'chato', 'melhor']"
1346969428618059778,Wed Jan 06 23:58:31 +0000 2021,"Marte ou Jupiter, n sei dizer","@IBarbosa01 @kimpkat Quanto mais demorar pra adquirir a vacina mais cara ela vai ficar, não temos tempo pra esperar o preço diminuir enquanto pessoas morrem",-1,-1.0,25,25.0,"['quanto', 'demorar', 'adquirir', 'vacina', 'cara', 'vai', 'ficar', 'tempo', 'esperar', 'preco', 'diminuir', 'enquanto', 'pessoas', 'morrem']","['quant', 'demor', 'adquir', 'vacin', 'car', 'vai', 'fic', 'temp', 'esper', 'prec', 'diminu', 'enquant', 'pesso', 'morr']","['quanto', 'demorar', 'adquirir', 'vacina', 'cara', 'ir', 'ficar', 'tempo', 'esperar', 'preco', 'diminuir', 'enquanto', 'pessoa', 'morrer']"
1346600865835184128,Tue Jan 05 23:33:59 +0000 2021,pg,a cura do corona,0,0.0,25,100.0,"['cura', 'covid']","['cur', 'covid']","['cura', 'covid']"
1349136724061016068,Tue Jan 12 23:30:35 +0000 2021,"Brasília, Brasil","@avriltime A mutação do corona n sofre tanta mutação como o vírus da gripe, passou no jornal isso...",1,1.0,100,100.0,"['mutacao', 'covid', 'sofre', 'tanta', 'mutacao', 'covid', 'gripe', 'passou', 'jornal']","['mutaca', 'covid', 'sofr', 'tant', 'mutaca', 'covid', 'grip', 'pass', 'jorn']","['mutacao', 'covid', 'sofrer', 'tanto', 'mutacao', 'covid', 'gripe', 'passar', 'jornal']"
1346923128165965832,Wed Jan 06 20:54:33 +0000 2021,nO aZuL dO mAr,@CatiaAraujoN @Mmacedo_tweets A Pfizer disse isso publicamente.,0,0.0,75,100.0,"['vacina', 'disse', 'publicamente']","['vacin', 'diss', 'public']","['vacina', 'dizer', 'publicamente']"
1347271109130002434,Thu Jan 07 19:57:18 +0000 2021,Salvador,"@allisonamorim @costa_rui Ele já fez acordo pra comprar a vacina Sputnik,cara.",0,0.0,75,50.0,"['fez', 'acordo', 'comprar', 'vacina', 'vacina', 'cara']","['fez', 'acord', 'compr', 'vacin', 'vacin', 'car']","['fazer', 'acordo', 'comprar', 'vacina', 'vacina', 'cara']"
1346603847859449863,Tue Jan 05 23:45:50 +0000 2021,10.03 | 20.07,@mikadgg cuidado q isso pode ser corona fiquei assim quando tive,0,0.0,75,100.0,"['cuidado', 'pode', 'covid', 'fiquei', 'assim']","['cuid', 'pod', 'covid', 'fiq', 'assim']","['cuidado', 'poder', 'covid', 'ficar', 'assim']"
1349504074929082368,Wed Jan 13 23:50:18 +0000 2021,"Caxias, Brasil","@brunogagliasso Não liberaram a coronavac simplesmente por que ainda não estão em posse da vacina que vem Índia, por conta de embate político com Dória. Enquanto isso, milhares de vidas se perdem. Bolsonaro é um patriota que coloca interesses pessoais acima dos interesses da nação. Que tempos!!!",0,0.0,25,25.0,"['liberaram', 'vacina', 'simplesmente', 'ainda', 'posse', 'vacina', 'vem', 'india', 'conta', 'embate', 'politico', 'doria', 'enquanto', 'milhares', 'vidas', 'perdem', 'bolsonaro', 'patriota', 'coloca', 'interesses', 'pessoais', 'acima', 'interesses', 'nacao', 'tempos']","['liber', 'vacin', 'simples', 'aind', 'poss', 'vacin', 'vem', 'ind', 'cont', 'embat', 'poli', 'dor', 'enquant', 'milh', 'vid', 'perd', 'bolsonar', 'patriot', 'coloc', 'inter', 'pessoal', 'acim', 'inter', 'naca', 'temp']","['liberar', 'vacina', 'simples', 'ainda', 'posse', 'vacina', 'vir', 'india', 'conta', 'embate', 'politico', 'doria', 'enquanto', 'milhares', 'vida', 'perder', 'bolsonaro', 'patriota', 'colocar', 'interesse', 'pessoal', 'acima', 'interesse', 'nacao', 'tempo']"
1347633387549425664,Fri Jan 08 19:56:52 +0000 2021,"Vitória, Brasil","SAÚDE | A Anvisa recebeu nesta sexta-feira (8) pedido de autorização temporária de uso emergencial, em caráter experimental da vacina de Oxford. A solicitação foi enviada pela Fiocruz, que conduz os estudos da vacina desenvolvida pela empresa AstraZeneca. https://t.co/pPjn9ulaAA",-1,-1.0,100,75.0,"['saude', 'anvisa', 'recebeu', 'nesta', 'sexta', 'feira', 'pedido', 'autorizacao', 'temporaria', 'uso', 'emergencial', 'carater', 'experimental', 'vacina', 'vacina', 'solicitacao', 'enviada', 'vacina', 'conduz', 'estudos', 'vacina', 'desenvolvida', 'empresa', 'vacina']","['saud', 'anvis', 'receb', 'nest', 'sext', 'feir', 'ped', 'autorizaca', 'tempor', 'uso', 'emerg', 'carat', 'experiment', 'vacin', 'vacin', 'solicitaca', 'envi', 'vacin', 'conduz', 'estud', 'vacin', 'desenvolv', 'empr', 'vacin']","['saude', 'anvisa', 'receber', 'em este', 'sexta', 'feira', 'pedido', 'autorizacao', 'temporaria', 'uso', 'emergencial', 'carater', 'experimental', 'vacina', 'vacina', 'solicitacao', 'enviar', 'vacina', 'conduzir', 'estudo', 'vacina', 'desenvolver', 'empresa', 'vacina']"
1346602134373068800,Tue Jan 05 23:39:02 +0000 2021,Rio de Janeiro,@GloboNews  A Pfizer declarou que a distância entre a 1a e 2a dose tem de ser no máximo 42 dias. Não entendi essas 12 semanas,-1,-1.0,50,75.0,"['vacina', 'declarou', 'distancia', 'dose', 'maximo', 'dias', 'entendi', 'semanas']","['vacin', 'declar', 'distanc', 'dos', 'max', 'dia', 'entend', 'seman']","['vacina', 'declarar', 'distanciar', 'dose', 'maximo', 'dia', 'entender', 'semana']"
1346966783018881024,Wed Jan 06 23:48:01 +0000 2021,,"@ailtonlopespsol Quase 200 mil pessoas morrendo pela COVID-19 em nosso país e o presidente do PSOL fazendo um jogo de vaidade de projetos progressistas para a nação.  "" Pequenos 20 anos de história e o mesmo pensamento de uma dita esquerda velha e mofada""",0,0.0,50,75.0,"['quase', 'mil', 'pessoas', 'morrendo', 'covid', 'pais', 'presidente', 'psol', 'fazendo', 'jogo', 'vaidade', 'projetos', 'progressistas', 'nacao', 'pequenos', 'anos', 'historia', 'pensamento', 'dita', 'esquerda', 'velha', 'mofada']","['quas', 'mil', 'pesso', 'morr', 'covid', 'pal', 'presid', 'psol', 'faz', 'jog', 'vaidad', 'projet', 'progress', 'naca', 'pequen', 'ano', 'hist', 'pens', 'dit', 'esquerd', 'velh', 'mof']","['quase', 'mil', 'pessoa', 'morrer', 'covid', 'pai', 'presidente', 'psol', 'fazer', 'jogo', 'vaidade', 'projeto', 'progressista', 'nacao', 'pequeno', 'ano', 'historiar', 'pensar', 'dita', 'esquerda', 'velha', 'mofar']"
1349489164694282240,Wed Jan 13 22:51:03 +0000 2021,"Pernambuco, Brasil","@leonardolanna Eu gostaria de lhe perguntar já que está se falando muito nos números da eficácia da vacina do Butantã, já saiu os números da AstraZeneca da Fiocruz? Vcs  já tiveram acesso a eles? O povo brasileiro também vai ter o mesmo acesso aos dados como teve na coronavac?",0,0.0,25,100.0,"['gostaria', 'perguntar', 'falando', 'numeros', 'eficacia', 'vacina', 'butanta', 'saiu', 'numeros', 'vacina', 'vacina', 'acesso', 'povo', 'brasileiro', 'vai', 'acesso', 'dados', 'vacina']","['gost', 'pergunt', 'fal', 'numer', 'eficac', 'vacin', 'butant', 'saiu', 'numer', 'vacin', 'vacin', 'acess', 'pov', 'brasil', 'vai', 'acess', 'dad', 'vacin']","['gostar', 'perguntar', 'falar', 'numeros', 'eficacia', 'vacina', 'butanta', 'sair', 'numeros', 'vacina', 'vacina', 'acesso', 'povo', 'brasileiro', 'ir', 'acesso', 'dado', 'vacina']"
1348766993403555841,Mon Jan 11 23:01:24 +0000 2021,Bauru - SP - Brasil,@yagoaleixo Está com Covid-19,0,0.0,75,100.0,['covid'],['covid'],['covid']
1348049393606414339,Sat Jan 09 23:29:55 +0000 2021,,"@binerighetti OMS ainda não reconheceu a vacina chinesa Coronavac-Sinovac para ser distribuída em todos os países!. Já da Fiocruz Manguinhos-RJ, Oxford AstraZenica tudo ok?!?. BOLSODÓRIA não é o dono do Butantan, Butantan é do Brasil 🇧🇷! Vacinas são compradas com dinheiro público!!!",1,1.0,75,75.0,"['oms', 'ainda', 'reconheceu', 'vacina', 'chinesa', 'vacina', 'vacina', 'distribuida', 'todos', 'paises', 'vacina', 'manguinhos', 'rio de janeiro', 'vacina', 'astrazenica', 'tudo', 'ok', 'bolsodoria', 'dono', 'vacina', 'vacina', 'brasil', 'vacina', 'compradas', 'dinheiro', 'publico']","['om', 'aind', 'reconhec', 'vacin', 'chin', 'vacin', 'vacin', 'distribu', 'tod', 'pais', 'vacin', 'mang', 'rio de jan', 'vacin', 'astrazen', 'tud', 'ok', 'bolsod', 'don', 'vacin', 'vacin', 'brasil', 'vacin', 'compr', 'dinh', 'publ']","['oms', 'ainda', 'reconhecer', 'vacina', 'chinês', 'vacina', 'vacina', 'distribuida', 'todo', 'paises', 'vacina', 'manguinhos', 'rio de janeiro', 'vacina', 'astrazenica', 'tudo', 'ok', 'bolsodoria', 'dono', 'vacina', 'vacina', 'brasil', 'vacina', 'comprar', 'dinheiro', 'publicar']"
1348052178674581506,Sat Jan 09 23:40:59 +0000 2021,,@great2801 Otakus não merecem vacina de corona mesmo não,1,1.0,50,75.0,"['otakus', 'merecem', 'vacina', 'covid']","['otaku', 'merec', 'vacin', 'covid']","['otakus', 'merecer', 'vacina', 'covid']"
1349118821098000385,Tue Jan 12 22:19:27 +0000 2021,"Rio de Janeiro, Brasil",@RomuloSalgado4 @ChromusMaster @folha A África  do Sul fechou  suas fronteiras  por causa  do covid19  q esta matando  em massa.. Vi essa  reportagem  hoje na TV portuguesa.. Vc q tem q se informar.. No  países  da África  o covid19  esta matando  em massa,-1,-1.0,25,75.0,"['africa', 'sul', 'fechou', 'fronteiras', 'causa', 'covid', 'matando', 'massa', 'vi', 'reportagem', 'hoje', 'tv', 'portuguesa', 'informar', 'paises', 'africa', 'covid', 'matando', 'massa']","['afric', 'sul', 'fech', 'fronteir', 'caus', 'covid', 'mat', 'mass', 'vi', 'report', 'hoj', 'tv', 'portugu', 'inform', 'pais', 'afric', 'covid', 'mat', 'mass']","['africa', 'sul', 'fechar', 'fronteiro', 'causa', 'covid', 'matar', 'massa', 'ver', 'reportagem', 'hoje', 'tv', 'português', 'informar', 'paises', 'africa', 'covid', 'matar', 'massa']"
1348417142216077313,Sun Jan 10 23:51:13 +0000 2021,Isolado.,@kure_se E agora todos viramos Corona. rs,1,1.0,100,50.0,"['agora', 'todos', 'viramos', 'covid', 'risada']","['agor', 'tod', 'vir', 'covid', 'ris']","['agora', 'todo', 'virar', 'covid', 'risada']"
1347248418679377920,Thu Jan 07 18:27:08 +0000 2021,"Cametá, Brasil","@VEJA O cara suspendeu a compra de seringas, seu ministério (saúde) não respondeu a Pfizer/BioNTech quando procuram o Brasil pra oferecer a vacina.  Me digam a neutralidade desse sujeito em relação a vacina no país.  Imagina quando ele for contra!!!",-1,-1.0,100,100.0,"['cara', 'suspendeu', 'compra', 'seringas', 'ministerio', 'saude', 'respondeu', 'vacina', 'biontech', 'procuram', 'brasil', 'oferecer', 'vacina', 'digam', 'neutralidade', 'desse', 'sujeito', 'relacao', 'vacina', 'pais', 'imagina', 'contra']","['car', 'suspend', 'compr', 'sering', 'ministeri', 'saud', 'respond', 'vacin', 'biontech', 'procur', 'brasil', 'oferec', 'vacin', 'dig', 'neutral', 'dess', 'sujeit', 'relaca', 'vacin', 'pal', 'imagin', 'contr']","['cara', 'suspender', 'compra', 'seringar', 'ministerio', 'saude', 'responder', 'vacina', 'biontech', 'procurar', 'brasil', 'oferecer', 'vacina', 'dizer', 'neutralidade', 'de esse', 'sujeito', 'relacao', 'vacina', 'pai', 'imaginar', 'contra']"
1349423246547025926,Wed Jan 13 18:29:07 +0000 2021,"Texas, USA",@senadorhumberto Eficácia das vacinas Covid : Pfizer/BioNTech - 95% Moderna- 94.5% Sputnik V - 91.4% AstraZeneca/Oxford - 70.4% Coronavac ( Sinovac ) 50.38%.  Então o Doria quer derrubar o governo Bolsonaro empurrando a pior vacina aos brasileiros? Por @Paulogeneroso,1,1.0,50,75.0,"['eficacia', 'vacina', 'covid', 'vacina', 'biontech', 'vacina', 'vacina', 'vacina', 'vacina', 'vacina', 'vacina', 'entao', 'doria', 'quer', 'derrubar', 'governo', 'bolsonaro', 'empurrando', 'pior', 'vacina', 'brasileiros']","['eficac', 'vacin', 'covid', 'vacin', 'biontech', 'vacin', 'vacin', 'vacin', 'vacin', 'vacin', 'vacin', 'enta', 'dor', 'qu', 'derrub', 'govern', 'bolsonar', 'empurr', 'pi', 'vacin', 'brasil']","['eficacia', 'vacina', 'covid', 'vacina', 'biontech', 'vacina', 'vacina', 'vacina', 'vacina', 'vacina', 'vacina', 'entao', 'doria', 'querer', 'derrubar', 'governo', 'bolsonaro', 'empurrar', 'pior', 'vacina', 'brasileiro']"
1348056354985037826,Sat Jan 09 23:57:35 +0000 2021,,@VEJA Se é que terão acesso a alguma vacina !!!,0,0.0,100,100.0,"['acesso', 'alguma', 'vacina']","['acess', 'algum', 'vacin']","['acesso', 'algum', 'vacina']"
1348056074352553986,Sat Jan 09 23:56:28 +0000 2021,,@maaaaaduds Amiga sim!!! A dessa pessoa é que ela não confiava em coisas de graça vindas do governo e que a vacina ia deixar todo mundo mais doente,1,1.0,75,100.0,"['amiga', 'sim', 'dessa', 'pessoa', 'confiava', 'coisas', 'graca', 'vindas', 'governo', 'vacina', 'ia', 'deixar', 'todo', 'mundo', 'doente']","['amig', 'sim', 'dess', 'pesso', 'conf', 'cois', 'grac', 'vind', 'govern', 'vacin', 'ia', 'deix', 'tod', 'mund', 'doent']","['amigo', 'sim', 'de esse', 'pessoa', 'confiar', 'coisa', 'graca', 'vir', 'governo', 'vacina', 'ir', 'deixar', 'todo', 'mundo', 'doente']"
1348767468311949319,Mon Jan 11 23:03:17 +0000 2021,"GS ZZ9 Plural Z α, Earth","MUITO OBRIGADO às pessoas voluntárias (https://t.co/sGwmP9afbb) que trabalham diariamente na coleta dos dados! &lt;3 Em especial a @jessfranca @flamenani @dneumann28 @bmenani @turicas Para outras novidades, acompanhe nosso canal no @Telegram: https://t.co/g2P24Lc2vm",0,0.0,100,100.0,"['obrigado', 'pessoas', 'voluntarias', 'trabalham', 'diariamente', 'coleta', 'dados', 'especial', 'outras', 'novidades', 'acompanhe', 'canal']","['obrig', 'pesso', 'volunt', 'trabalh', 'di', 'colet', 'dad', 'espec', 'outr', 'novidad', 'acompanh', 'canal']","['obrigar', 'pessoa', 'voluntariar', 'trabalhar', 'diário', 'coleta', 'dado', 'especial', 'outro', 'novidade', 'acompanhar', 'canal']"
1348248281634246661,Sun Jan 10 12:40:14 +0000 2021,"Brancaleone, Calabria","@tbaghdadi Ou ele fechou um acordo bem fechado com a Rússia pra fornecimento da Sputnik V. A religião, desde que o mundo é mundo, se vale do medo pra dirigir bovinamente seus seguidores (voluntários e compulsórios).",0,0.0,100,25.0,"['fechou', 'acordo', 'bem', 'fechado', 'russia', 'fornecimento', 'vacina', 'religiao', 'desde', 'mundo', 'mundo', 'vale', 'medo', 'dirigir', 'bovinamente', 'seguidores', 'voluntarios', 'compulsorios']","['fech', 'acord', 'bem', 'fech', 'russ', 'fornec', 'vacin', 'religia', 'desd', 'mund', 'mund', 'val', 'med', 'dirig', 'bovin', 'segu', 'voluntari', 'compulsori']","['fechar', 'acordo', 'bem', 'fechar', 'russia', 'fornecer', 'vacina', 'religiao', 'desde', 'mundo', 'mundo', 'valer', 'medo', 'dirigir', 'bovinamente', 'seguir', 'voluntarios', 'compulsorios']"
1348781519536590848,Mon Jan 11 23:59:08 +0000 2021,Brasil,"@guntherfsb_ Se tomar vacina, vira um jacagado. 🐊🐮",1,1.0,100,100.0,"['tomar', 'vacina', 'vira', 'jacagado']","['tom', 'vacin', 'vir', 'jacag']","['tomar', 'vacina', 'vira', 'jacagado']"
1348052956562804740,Sat Jan 09 23:44:05 +0000 2021,,@BwayMeme @mary_lessa corona não chegue perto por favor,0,0.0,75,100.0,"['covid', 'chegue', 'perto', 'favor']","['covid', 'cheg', 'pert', 'favor']","['covid', 'chegar', 'perto', 'favor']"
1349493511750619146,Wed Jan 13 23:08:20 +0000 2021,,"@governosp @jdoriajr Coronavac 50,4% Pfizer 95% de eficácia geral Moderna 94,1% Sputnik V 91,4% Oxford 70,4% até 90,0% com 1ª dose menor Doria escolheu a vacina MENOS eficiente mais cara e queria DERRUBAR o Presidente Bolsonaro por conta disso #DoriaMentiroso #RenunciaDoria #EscandaloDaCoronavac https://t.co/tIbc8RPEgm",1,1.0,75,100.0,"['vacina', 'vacina', 'eficacia', 'geral', 'vacina', 'vacina', 'vacina', 'dose', 'menor', 'doria', 'escolheu', 'vacina', 'menos', 'eficiente', 'cara', 'queria', 'derrubar', 'presidente', 'bolsonaro', 'conta', 'disso', 'doria', 'mentiroso', 're', 'nun', 'cia', 'doria', 'scandal', 'oda', 'covid', 'vacina']","['vacin', 'vacin', 'eficac', 'geral', 'vacin', 'vacin', 'vacin', 'dos', 'men', 'dor', 'escolh', 'vacin', 'menos', 'efici', 'car', 'quer', 'derrub', 'presid', 'bolsonar', 'cont', 'diss', 'dor', 'mentir', 're', 'nun', 'cia', 'dor', 'scand', 'oda', 'covid', 'vacin']","['vacina', 'vacina', 'eficacia', 'geral', 'vacina', 'vacina', 'vacina', 'dose', 'menor', 'doria', 'escolher', 'vacina', 'menos', 'eficiente', 'cara', 'querer', 'derrubar', 'presidente', 'bolsonaro', 'conta', 'de isso', 'doria', 'mentiroso', 're', 'nun', 'cia', 'doria', 'scandal', 'oda', 'covid', 'vacina']"
1346581451484110848,Tue Jan 05 22:16:50 +0000 2021,Brasil,@EmersonCorreaRJ Evangélicos que dizem que quem pegou Covid19 era ligado a Satanás?,1,1.0,50,50.0,"['evangelicos', 'dizem', 'pegou', 'covid', 'ligado', 'satanas']","['evangel', 'diz', 'peg', 'covid', 'lig', 'satan']","['evangelicos', 'dizer', 'pegar', 'covid', 'ligar', 'satanas']"
1346797158197059584,Wed Jan 06 12:33:59 +0000 2021,"Rio de Janeiro, Brasil",@dadourado Se o Governo Federal está sendo inapto na Pandemia e uma determinada organização está tentando resolver essa questão qual é o problema disso? Moderna e Pfizer ofereceram a vacina e o governo ignorou. Hoje estão desesperados por conta de SP tomar iniciativa da vacinação.,-1,-1.0,50,50.0,"['governo', 'federal', 'sendo', 'inapto', 'pandemia', 'determinada', 'organizacao', 'tentando', 'resolver', 'questao', 'problema', 'disso', 'vacina', 'vacina', 'ofereceram', 'vacina', 'governo', 'ignorou', 'hoje', 'desesperados', 'conta', 'sao paulo', 'tomar', 'iniciativa', 'vacina']","['govern', 'feder', 'send', 'inapt', 'pandem', 'determin', 'organizaca', 'tent', 'resolv', 'questa', 'problem', 'diss', 'vacin', 'vacin', 'oferec', 'vacin', 'govern', 'ignor', 'hoj', 'desesper', 'cont', 'sao paul', 'tom', 'inici', 'vacin']","['governo', 'federal', 'ser', 'inapto', 'pandemia', 'determinar', 'organizacao', 'tentar', 'resolver', 'questao', 'problema', 'de isso', 'vacina', 'vacina', 'oferecer', 'vacina', 'governo', 'ignorar', 'hoje', 'desesperar', 'conta', 'sao paulo', 'tomar', 'iniciativa', 'vacina']"
1347316946887434242,Thu Jan 07 22:59:26 +0000 2021,,@CNNBrasil A vacina da AstraZeneca vale por duas da Sinovac e custa um terço do preço.,1,1.0,50,100.0,"['vacina', 'vacina', 'vale', 'duas', 'vacina', 'custa', 'terco', 'preco']","['vacin', 'vacin', 'val', 'dua', 'vacin', 'cust', 'terc', 'prec']","['vacina', 'vacina', 'valer', 'dois', 'vacina', 'custa', 'terco', 'preco']"
