tweet_id,created_at,time_shift,user_screen_name,user_id,user_location,location_treated,state_location,region_location,tweet_text,label_A,label_B,pct_certainty_A,pct_certainty_B
1348248281634246661,2021-01-10 12:40:14+00:00,tarde,thiguilherme,140301695,"Brancaleone, Calabria",brancaleone calabria,notbrazilstate,notbrazilregion,"@tbaghdadi Ou ele fechou um acordo bem fechado com a Rússia pra fornecimento da Sputnik V. A religião, desde que o mundo é mundo, se vale do medo pra dirigir bovinamente seus seguidores (voluntários e compulsórios).",0,0.0,100,25.0
1348781519536590848,2021-01-11 23:59:08+00:00,noite,GadoDecider,1262500154436878338,Brasil,brasil,undefinedstate,undefinedregion,"@guntherfsb_ Se tomar vacina, vira um jacagado. 🐊🐮",1,1.0,100,100.0
1348052956562804740,2021-01-09 23:44:05+00:00,noite,allyquerler,222815590,invalidlocation,invalidlocation,invalidstate,invalidregion,@BwayMeme @mary_lessa corona não chegue perto por favor,0,0.0,75,100.0
1349493511750619146,2021-01-13 23:08:20+00:00,noite,mansi_jose,4907354608,invalidlocation,invalidlocation,invalidstate,invalidregion,"@governosp @jdoriajr Coronavac 50,4% Pfizer 95% de eficácia geral Moderna 94,1% Sputnik V 91,4% Oxford 70,4% até 90,0% com 1ª dose menor Doria escolheu a vacina MENOS eficiente mais cara e queria DERRUBAR o Presidente Bolsonaro por conta disso #DoriaMentiroso #RenunciaDoria #EscandaloDaCoronavac https://t.co/tIbc8RPEgm",1,1.0,75,100.0
1346581451484110848,2021-01-05 22:16:50+00:00,noite,marisascruz,87843887,Brasil,brasil,undefinedstate,undefinedregion,@EmersonCorreaRJ Evangélicos que dizem que quem pegou Covid19 era ligado a Satanás?,1,1.0,50,50.0
1346797158197059584,2021-01-06 12:33:59+00:00,tarde,invalid_user,invalid_user,"Rio de Janeiro, Brasil",rio de janeiro brasil,Rio de Janeiro,Sudeste,@dadourado Se o Governo Federal está sendo inapto na Pandemia e uma determinada organização está tentando resolver essa questão qual é o problema disso? Moderna e Pfizer ofereceram a vacina e o governo ignorou. Hoje estão desesperados por conta de SP tomar iniciativa da vacinação.,-1,-1.0,50,50.0
1347316946887434242,2021-01-07 22:59:26+00:00,noite,invalid_user,invalid_user,invalidlocation,invalidlocation,invalidstate,invalidregion,@CNNBrasil A vacina da AstraZeneca vale por duas da Sinovac e custa um terço do preço.,1,1.0,50,100.0
1348027820065304576,2021-01-09 22:04:12+00:00,noite,gustavo_barreto,78306288,Belo Horizonte,belo horizonte,Minas Gerais,Sudeste,@galegonomics @zerotoledo EUA tem ~15mi de doses da Pfizer pra vencer porque não estão conseguindo vacinar a população. Talvez você consiga ajudar o mundo na logística dessa cadeia de frios de -70.,1,1.0,25,75.0
1348046360457711616,2021-01-09 23:17:52+00:00,noite,moonsunderstood,360080304,invalidlocation,invalidlocation,invalidstate,invalidregion,"@lnrdgomes Aaahhh, eu tb Corona por favor acabe",0,0.0,50,100.0
1346969194122899458,2021-01-06 23:57:36+00:00,noite,Marcelo23091815,1332847351271223301,invalidlocation,invalidlocation,invalidstate,invalidregion,"@andrefran Bolso,vc é incompetente e tá levando centena d milhares a morte;vc é o presidente e está cortando na saúde, criando medidas falsas p negar compra d vacina, seringas e agulhas;vai trabalhar seu vagabundo!😡.Cadê a vacina p COVID-19 e serigas q pagamos todos os dias por impostos?😡",0,0.0,100,25.0
1348033364905885696,2021-01-09 22:26:14+00:00,noite,onIygirIz,2767855401,invalidlocation,invalidlocation,invalidstate,invalidregion,@lovdayz coronavirus va embora AGORA,0,0.0,25,100.0
1348026553041616901,2021-01-09 21:59:10+00:00,noite,invalid_user,invalid_user,invalidlocation,invalidlocation,invalidstate,invalidregion,"@DCM_online Essa ressaca mortal de covid19 veio antes das festas de fim de ano, eleições!!!",0,0.0,50,50.0
1348779074362224644,2021-01-11 23:49:25+00:00,noite,Thel06769953,1345670503814598658,invalidlocation,invalidlocation,invalidstate,invalidregion,"@marcusPITTERnew @NandoGouveia38 Eles tem escravos suficientes pra procurar madeira e minerios...se algum morrer de frio,entra na fornalha. Na terra do CORONA tem disso né?",0,0.0,50,25.0
1347686451882958848,2021-01-08 23:27:43+00:00,noite,SidnessSorrow,1131893822819045376,invalidlocation,invalidlocation,invalidstate,invalidregion,"@arecstin Olá! Fui selecionado para aplicar a vacina contra a Covid-19 nos próximos dias. Para que possamos reservar a seringa que será utilizada para a sua vacinação, peço que me envie uma foto de suas nádegas. PS: A vacina não será aplicada no braço. Não escute as fake news",1,1.0,50,50.0
1346606790218305536,2021-01-05 23:57:32+00:00,noite,Michelnecto,1264566756800069632,"Belém, Brasil",belem brasil,Pará,Norte,"@ca_parlatore Só tenho uma vida,prezo por ela,enquanto não vier a vacina,tomarei a ivermectina,q é recomendada por infectologistas importantes de todo o mundo.Não deixe  sua vontade de contrariar o presidente direcionar sua vida.Torço pra q dê tudo certo pra todos nós,independente do caminho.",1,1.0,75,100.0
1348132619653931009,2021-01-10 05:00:38+00:00,manhã,damianaleyva,453160526,"San Andrés Cholula, Puebla",san andres cholula puebla,notbrazilstate,notbrazilregion,@soy_sputnik Mis pésames...,0,0.0,100,100.0
1348773046715375618,2021-01-11 23:25:27+00:00,noite,gustavohlff,1102004108247121921,invalidlocation,invalidlocation,invalidstate,invalidregion,@rafaelbboa Calma que tem gente que pode superar😂 https://t.co/YBWwDI46ow,0,0.0,100,100.0
1347652648032477185,2021-01-08 21:13:24+00:00,noite,i_love_bots,1190046618382479361,"Belo Horizonte, Brasil",belo horizonte brasil,Minas Gerais,Sudeste,@alexandrekalil Isso é verdade? @alexandrekalil sua acessoria irá esclarecer essas informações? @prefeiturabh #COVID19 #beloHorizonte https://t.co/x9WYfiJohg,0,0.0,100,100.0
1347326255939678208,2021-01-07 23:36:26+00:00,noite,invalid_user,invalid_user,invalidlocation,invalidlocation,invalidstate,invalidregion,"@Carlitos_garoto @iglesbiteriana Mais rápido o possível, eu tenho 16 anos e asma crônica tive corona e nem pro teste fui encaminhada. É um assunto que deve ser pautado...",0,0.0,50,100.0
1347671878094237697,2021-01-08 22:29:48+00:00,noite,ebbavi3,1260021672679059457,Brasil,brasil,undefinedstate,undefinedregion,"@revistaoeste @10_5_6_5 Com o aval do @jairbolsonaro, general Pazuello compra cem milhões de doses da vachina da Sinovac do PCCh para aplicar nos brasileiros. O Brasil é um de dois ou três paises que compra vacina do PCCh, autor do ataque biológico, criador da pandemia.   https://t.co/F7TupqSmwH",1,1.0,75,100.0
1346383254413258754,2021-01-05 09:09:17+00:00,manhã,leocgb,321643643,invalidlocation,invalidlocation,invalidstate,invalidregion,"@TiagoBelotti Pagaria 1000 reais pela da Pfizer, Moderna ou AstraZeneca.",0,0.0,75,100.0
1348409657417756672,2021-01-10 23:21:29+00:00,noite,GodasRita,1327986533358579714,invalidlocation,invalidlocation,invalidstate,invalidregion,@6uerreiro @magicisinspo E o corona acabar,0,0.0,75,100.0
1348768328559583233,2021-01-11 23:06:43+00:00,noite,invalid_user,invalid_user,Brasil,brasil,undefinedstate,undefinedregion,"@UOL Brasil chegando ao novo pico. Quem trabalha sofre com as irresponsabilidades de pessoas insensatas que, acabam se transformando em portadoras da Covid-19, levando seus parentes à morte.",-1,-1.0,25,100.0
1348418817261760518,2021-01-10 23:57:53+00:00,noite,invalid_user,invalid_user,invalidlocation,invalidlocation,invalidstate,invalidregion,"@DZlia3 O Rito d Ciência Está Sendo Iguinorado,Tanto pelo Instituto Butantã como pela SinoVac,Pfizer, outras  Farmacêuticas,Governantes Mundiais,OMS,na Fabricação d Vacina d CONVID19,Ao Ignorar o Rito d Ciência Governantes Inescrupulosos Ganânciosos,não Estão Preocupados em Salvar Vidas.",1,1.0,75,100.0
1347890962945728512,2021-01-09 13:00:22+00:00,tarde,AdrielL15216245,1099714416927559680,"Macapá, Brasil",macapa brasil,Amapá,Norte,@sputnik_brasil Adeus Trump e seus seguidores radicais,0,0.0,100,100.0
1346597788830855169,2021-01-05 23:21:46+00:00,noite,klebersilvadon1,1261499250661380108,invalidlocation,invalidlocation,invalidstate,invalidregion,"@rafa_2205 @CNNBrasil principal insumo para a produção da vacina da empresa Astrazeneca, produzida no Brasil em parceria com a Universidade de Oxford e a Fundação Oswaldo Cruz (Fioruz), é fabricado na China. A informação foi publicada pela colunista Mônica Bergamo, do jornal Folha de S. Paulo",-1,-1.0,75,100.0
1348760405649354752,2021-01-11 22:35:14+00:00,noite,ThiagoWFSan2010,729747952672100354,belo horizonte,belo horizonte,Minas Gerais,Sudeste,@SigaGazetaBR Vachina que custa mais que o dobro que a vacina de Oxford que com apenas 1 dose já atinge mais de 90% de eficácia.,1,1.0,75,100.0
1349113787077586946,2021-01-12 21:59:26+00:00,noite,auroepiscopo,81878574,X,x,notbrazilstate,notbrazilregion,"@BrazilFight @cludio_top02 oxford (Astra Zeneca) O acordo de US $ 2-3 por dose da Oxford – AstraZeneca com o COVAX Facility oferece uma boa promessa de acesso equitativo para LMICs, em comparação com o alto custo das duas vacinas de mRNA que RELATARAM MAIS DE 90% de eficácia. January 09, 2021 The Lancet",-1,-1.0,25,75.0
1346604469597966336,2021-01-05 23:48:18+00:00,noite,IsUhtred,1164947397874790400,"Cardiff, Wales",cardiff wales,notbrazilstate,notbrazilregion,"@fonseca_mundim @EmersonDiPietro @em_com Quem disse? Onde estão os estudos dizendo que o tratamento precoce com esses medicamentos não funciona.  Agora, tome a vacina e fique de molho até a 2a dose.  https://t.co/lwWbfGkdUh",1,1.0,25,75.0
1346964425958416384,2021-01-06 23:38:39+00:00,noite,bruno_bbga,3701641575,"Belo Horizonte, Brasil",belo horizonte brasil,Minas Gerais,Sudeste,"@feh_linhares_ Por isso q eh piada, vão fingir q o corona n ta qs a msm coisa d 2 meses atrás e colocar geral numa sala d aula kkkkkkk",0,0.0,25,75.0
1349140751737909250,2021-01-12 23:46:35+00:00,noite,aqepenaseria,1179371496,invalidlocation,invalidlocation,invalidstate,invalidregion,@novaxuxa eu to com medo de ter pego corona por ter tirado a mascara no caminho de volta e to com medo de pegar pneumonia por a mascara ter ficado toda suada e eu ainda com ela eh isto,0,0.0,75,100.0
1349407254995415042,2021-01-13 17:25:35+00:00,tarde,Ricardo202112,1250437067533725697,Rio,rio,Rio de Janeiro,Sudeste,@UOL Caramba o russo nomeia tudo como Sputnik?,0,0.0,75,100.0
1346589739676295169,2021-01-05 22:49:47+00:00,noite,invalid_user,invalid_user,invalidlocation,invalidlocation,invalidstate,invalidregion,@pigfarts_ nao é a toa que o coronavirus tá aí,0,0.0,75,100.0
1348402525679058944,2021-01-10 22:53:08+00:00,noite,beneditolemes,161350035,invalidlocation,invalidlocation,invalidstate,invalidregion,@valoreconomico Em comparação proporcional à população...hoje o Reino Unido teria o equivalente a 1700 e a Itália 1250 mortes por Covid-19...daí os brasileiros estão cuidando muito melhor com a pandemia do que países da Europa.,1,1.0,25,100.0
1347326919222697986,2021-01-07 23:39:04+00:00,noite,QMundoEhEsse,867056203574149120,invalidlocation,invalidlocation,invalidstate,invalidregion,"@MauricioInsane @JCalebe6 @CNNBrasil Usará. Mas do laboratório SINOPHARM. A China NÃO vacinará sua população de 1.5 bilhão com a vacina do laboratório SINOVAC, não usarão nem para vacinar parte de sua enorme população! Essa que chegou aqui no Brasil e que falam que é DO Butantan. Será que querem que viremos refugo?",1,1.0,50,100.0
1347971535819198465,2021-01-09 18:20:32+00:00,noite,AlisonChavesPhD,1262928150276734978,"São Paulo-SP, BR",sao paulo sao paulo brasil,São Paulo,Sudeste,"@Cambricoli @ekallas Fabiana, algo me chamou atenção. Como pode haver divergência entre as definições de casos da SinoVac e do Butantan se essa definição está descrita e publicada no protocolo clínico (NCT04456595)?",0,0.0,25,100.0
1349476960653766666,2021-01-13 22:02:34+00:00,noite,flavioamg,278670819,Petrópolis,petropolis,Rio de Janeiro,Sudeste,@SergioBalbino A Sputnik vai te levar para o espaço,1,1.0,100,100.0
1347332184512860161,2021-01-07 23:59:59+00:00,noite,CarlosSdphc,928286357646168065,"Brasília, Brasil",brasilia brasil,undefinedstate,undefinedregion,"@jornalnacional Pazuello diz que comprou do Butantã 100 milhões de doses. Ouvi agorinha que ele mandou o contrato hj e não foi Ass. por ninguém, porque o Doria tem que autorizar. Pazzuello tá de brincadeira. Agora a vacina do Butantã é do mistério da saúde? Ah, avá!",-1,-1.0,25,50.0
1348762210982625280,2021-01-11 22:42:24+00:00,noite,Rlsqra,938562036690276353,invalidlocation,invalidlocation,invalidstate,invalidregion,"@DomDasThreads Kkkkkkkkk, mas poderia ser pior: Já imaginou se a Odebrecht produzisse vacina?  Não estaríamos falando de Sinovac, Pfizer, Oxford, Moderna...os deputados e senadores estariam unidos pela vacina!  E os togados já teriam OBRIGADO a população toda a se vacinar!",0,0.0,75,75.0
1346562986547228673,2021-01-05 21:03:28+00:00,noite,sonrizalmocoh,2385913388,invalidlocation,invalidlocation,invalidstate,invalidregion,@magnamoreira_ É que as vacinas estão sendo fabricadas por empresas que fazem isso só por amor ao próximo gente. Imagina se uma Pfizer tá visando obter lucro...,1,1.0,50,100.0
1349505426740695042,2021-01-13 23:55:40+00:00,noite,i_blame_bozo,117591840,Brazil,brasil,undefinedstate,undefinedregion,"@lesarmol E olha esse artigo do British Medical Journal, questionando a eficácia das vacinas da Pfizer e Moderna. Me parece uma discussão similar ao que tivemos pra Coronavac. A Anvisa precisa liberar a vacina já.https://t.co/95yWNZaGx6",-1,-1.0,75,75.0
1348379280540102658,2021-01-10 21:20:46+00:00,noite,Mauricio4423435,1254424829681373191,"João Pessoa, Brasil",joao pessoa brasil,Paraíba,Nordeste,@claudinha_jp Vacina da China Não Tomo só se for de Oxford ou Estados Unidos!!!!🇧🇷🇧🇷🇧🇷🇧🇷,0,0.0,75,25.0
1347887590238785538,2021-01-09 12:46:58+00:00,tarde,invalid_user,invalid_user,invalidlocation,invalidlocation,invalidstate,invalidregion,@AstraZeneca @fiocruz @UniofOxford Parabéns! https://t.co/6RrVxlF9Ib,0,0.0,100,100.0
1347616513419845632,2021-01-08 18:49:48+00:00,noite,The_Face_of_Rio,1097184456,invalidlocation,invalidlocation,invalidstate,invalidregion,"@parolin_ricardo @apr5356 @PauloLotufo Genteeee, a Sinovac/Butantã vai liberar os dados ou nao?",0,0.0,50,100.0
1347327747908120576,2021-01-07 23:42:21+00:00,noite,pauloxisto,94326939,"Curitiba, Brasil",curitiba brasil,Paraná,Sul,"@lhmandetta 78% é muito pouco, entre  as vacinas Oxford, Pfizer, Moderna é a que tem menor eficiência.",1,1.0,75,100.0
1347246495628722177,2021-01-07 18:19:29+00:00,noite,edu_rodgs,2651826211,"Biguaçu, SC",biguacu santa catarina,Santa Catarina,Sul,"Noruega (https://t.co/ALscjPDjc1), Omã (https://t.co/CposQXEQoF), Polônia (https://t.co/lgQRY8qDeP), Portugal (https://t.co/MC20o7pTwX), Reino Unido (https://t.co/HqMfWIAeTb), Romênia (https://t.co/r8ry2li73S) e República Tcheca (https://t.co/2GvnoHMwCq).",0,0.0,100,100.0
1348772801788997632,2021-01-11 23:24:29+00:00,noite,margatt,184203146,invalidlocation,invalidlocation,invalidstate,invalidregion,@MiguelNicolelis @Pollima36 Pelo q me consta esse percentual é sobre o total de leitos e não somente de Covid-19.,0,0.0,75,0.0
1347656226260328452,2021-01-08 21:27:37+00:00,noite,hmmviana,2180036445,"Porto Alegre, Brasil",porto alegre brasil,Rio Grande do Sul,Sul,"@CharlieEBorges @gzhdigital @rosaneoliveira Aos vermes não, porque isso a Ivermectina mata. Pra COVID19 que não serve pra nada.",-1,-1.0,100,75.0
1347331959983398913,2021-01-07 23:59:06+00:00,noite,Brasile93364633,1258875907189719047,invalidlocation,invalidlocation,invalidstate,invalidregion,@SolanoManoel Acho q quem pode pagar tem sim o direito de ir tomar sua vacina. Mas o governo não pode fazer isso é deixar a grande massa novamente na fila. Isso é inadmissível!!!,0,0.0,75,100.0
1348318197603311624,2021-01-10 17:18:03+00:00,tarde,camiladiascarn1,882236839293308928,"Resende, Brasil",resende brasil,Rio de Janeiro,Sudeste,"@SraPatalogica Então ñ tomarão vacina nenhuma, pq de inglês a vacina da AstraZeneca só tem o laboratório, pq o insumo dela é chinês. Isso foi dito por uma pesquisadora na Globo News, ñ é conversa fiada de zap",-1,-1.0,75,25.0
1346580875656491011,2021-01-05 22:14:33+00:00,noite,helvertonbaiano,61190812,Goiânia,goiania,Goiás,Centro-Oeste,"@AulusRincon Mas o secretário de Saúde mesmo não tem certeza nenhuma. Fala nos dois milhões de doses da AstraZeneca, que provavelmente devem vir da Índia,mas existe lá uma polêmica entre governo e fabricante se se pode vender para o exterior. Nada está ainda garantido. https://t.co/cnRWL1RfQc",-1,-1.0,50,75.0
1348394791395012614,2021-01-10 22:22:24+00:00,noite,rafapenna,20731702,invalidlocation,invalidlocation,invalidstate,invalidregion,"@marcosbrazrio @marcosbrazrio Parceria com a Pfizer, por favor!!! Campanha ""Sócio Torcedor vacinado, Maraca lotado"". O Sócio Torcedor tem direito a vacina e depois de imunizado, pode comprar ingresso para os jogos. O Flamengo precisa da torcida no Maraca URGENTE.",0,0.0,75,100.0
