tweet_id,created_at,user_location,tweet_text,label_A,label_B,pct_certainty_A,pct_certainty_B
1347694281994211329,Fri Jan 08 23:58:50 +0000 2021,,@BolsonaroSP @realDonaldTrump Médico que defendia cloroquina e criticava OMS morre de COVID-19 - Nacional - Estado de Minas - https://t.co/bYIaGYKZ3q 👆,-1,0.0,50,50.0
1347915628364095489,Sat Jan 09 14:38:23 +0000 2021,Deep Space Nine,"@83_ribeiro @Mmacedo_tweets Natural que sejam poucas as pessoas vacinadas porque não chegaram lotes suficientes e apenas a da Pfizer está a ser administrada, mas mais lotes vão estar disponíveis para a semana desta vacina (estão para ser libertados pelo Infarmed). A da Moderna é a próxima a aparecer.",0,1.0,100,50.0
1346941030990540803,Wed Jan 06 22:05:41 +0000 2021,,"@PatriotaAraque @lfelipebarros @BorimJuliano @CNNBrasil E se acontecer um efeito adverso grave e irreversível em uma pessoa? deve-se processar o estado ou o laboratório? A Pfizer quer tirar o dela da reta. Todas estas analises não visam dificultar, visam somente a segurança.",0,1.0,100,75.0
1347331286264918017,Thu Jan 07 23:56:25 +0000 2021,"Saint Paul, Brésil","@gcb019 @UOLNoticias Querem parabenizar alguém pela vacina?  Parabenizem os cientistas do Laboratório Sinovac e do Instituto Butantan, eles sim merecem tal reconhecimento. https://t.co/2z1I0rnhVT",-1,0.0,50,75.0
1348055477574369282,Sat Jan 09 23:54:06 +0000 2021,,"@eduardo_ocastro @lilian_tahan Tenho 4 comorbidades e assim que eu puder, quero ser vacinado. Mas, não acho que a vacina será a ""salvação da pátria"". Continuarei, mesmo vacinado, lavando as mãos, usando máscara quando eu tiver de sair de casa (só saio em último caso)...🤨😷😷😷",-1,0.0,25,100.0
1348035133295759360,Sat Jan 09 22:33:15 +0000 2021,"Salvador, Brasil","@BandJornalismo A de Oxford foi aprovada por duas Agências Reguladoras, a CORONAVAC por nenhuma, infelizmente fizeram foi marketing.",-1,1.0,50,50.0
1348327137535795202,Sun Jan 10 17:53:34 +0000 2021,,"@eduardxhenriqux @bchartsnet SPUTNIK: “em positions, podemos ver uma adolescente virgem fantasiando aventuras sexuais patéticas.” https://t.co/5RbpJIpMhA",0,1.0,100,25.0
1347308491350962178,Thu Jan 07 22:25:50 +0000 2021,"Niterói, Brasil","@RodrigoMaia A AstraZeneca custa U$ 3,75 por cidadão a Coronavac precisa de 2 doses ao custo de U$ 21,00. Porque no interesse em defender a que custa mais caro, seu Maia ?",-1,1.0,50,50.0
1348042544844840960,Sat Jan 09 23:02:42 +0000 2021,,@1NewsBrasil Coronavirus é a doença .,1,-1.0,50,75.0
1347331287577722886,Thu Jan 07 23:56:25 +0000 2021,"São Paulo, Brasil","@william80231676 @lucyramos https://t.co/2muIS6GkRt uma correção, Anvisa não o próprio Butantan, o que chega a ser pior!!!por não tem dados suficientes 😂😂😂",0,1.0,100,75.0
1349130174256869376,Tue Jan 12 23:04:33 +0000 2021,,"@saritacoelho (...) e o Tratamento Precoce contra Covid19, estão fazendo malabarismos para tentar explicar o inexplicável e o indefensável!!!",1,0.0,50,75.0
1347361850703413252,Fri Jan 08 01:57:52 +0000 2021,Rio de Janeiro - Brasil,@0608amoc @clvrsn @claudioedantas Tem parceria com a Biontech. https://t.co/gzrXaO8AiH,0,1.0,100,50.0
1348781391643889668,Mon Jan 11 23:58:37 +0000 2021,Jundiaí,"@republica_ctba Ciência pra que??? O @STF_oficial está aí para mandar sem fundamento científico ou legal! Aplica a injeção logo, não precisa confirmar os aspectos técnicos e seguros da vacina, basta o STF mandar vacinar e acabou! O STF pode ignorar a lei, ele fará uma interpretação e pronto. https://t.co/LPLkPjavNg",1,0.0,25,50.0
1348406379946631170,Sun Jan 10 23:08:27 +0000 2021,"Caraguatatuba, Brasil","@JanecleideQ @PREZENDE01 @jdoriajr Mesmo assim serão 100milhoes de doses da Coronavac contra 2milhões da Oxford, dizer que isso foi feito de propósito é um erro, não teria lógica atrasar para depois usar uma grande quantidade desta, o que realmente falta é tornar as exigências a publico que acaba todo o problema",-1,0.0,50,75.0
1349141888897589250,Tue Jan 12 23:51:06 +0000 2021,,"@filhas_amo @lima5361 @materazzi01 @CarlaZambelli38 E mais, a Pfizer não vai ser prioridade por questões óbvias por exigência de contrato, valores e dificuldades de logística num país com as peculiaridades do brasil.",-1,1.0,50,25.0
1347423468409729024,Fri Jan 08 06:02:43 +0000 2021,São Paulo África Ilhéus Mundo!,"@jairbolsonaro Vacina da farmacêutica @moderna_tx estar pronta, pelo menos 100 milhões de doses no Brasil! Salvando vidas, que podem colocar economia pra frente!",1,0.0,50,75.0
1347680695137800194,Fri Jan 08 23:04:51 +0000 2021,"São Paulo, Brasil",@juaotenorio Pois eu digo que serão sim! A Coronavac tem resultado em quem Usa Drogas! Testes Mostram isso...,-1,1.0,25,75.0
1347332161234481152,Thu Jan 07 23:59:54 +0000 2021,"Palotina, Brasil",@RobertaNegro3 @mab_sp125 @samydana @ttmionzinho Vc escolheu esperar pela vacina menos eficiente só por que o rei da boiada mandou kkkkkkk,1,0.0,25,50.0
1347255188441210887,Thu Jan 07 18:54:02 +0000 2021,,"@davidmirandario @anvisa_oficial Oooooooooooo Pfizer atingiu 95% e a Vacina da Moderna atingiu 94,5% de eficácia  Der exemplo tomar a coronavac você!' De toma você entende.  Se é que você me entende 😘",-1,0.0,50,25.0
1346966968461619204,Wed Jan 06 23:48:45 +0000 2021,,"@vozdacomunidade Bozo,vc é incompetente e tá levando centena d milhares a morte;vc é o presidente e está cortando na saúde, criando medidas falsas p negar compra d vacina, seringas e agulhas; vai trabalhar seu vagabundo!😡.Cadê a vacina p COVID-19 e serigas q pagamos todos os dias por impostos?😡",0,1.0,25,75.0
1349109294671810565,Tue Jan 12 21:41:35 +0000 2021,"Flat Earth, Milky Way","@BeteKha @OsmarTerra Não era confidencialidade. Era a propriedade intelectual dos dados, que é da Sinovac.  O contrato veda o governo de SP a divulgar os dados antes da Sinovac, exceto para a Anvisa.  Mas os dados foram para a Anvisa, e serão publicados pela Sinovac.",-1,1.0,50,75.0
1347692150859902978,Fri Jan 08 23:50:22 +0000 2021,"Texas, USA",@FabioRJ5 @minsaude @anvisa_oficial @fiocruz @butantanoficial Pq pela lei a Anvisa não autoriza vacinas que não tenha eficácia 100% comprovada. No caso covid19 nenhum laboratório terminou a fase de testes para comprovação da eficácia e NÃO se responsabiliza por efeitos colaterais imediato/futuro.  Neste caso o Pres @jairbolsonaro teve...,0,1.0,25,75.0
1349143737205731329,Tue Jan 12 23:58:27 +0000 2021,,@carteiroreaca @josiasteofilo Já estão distribuindo coronavac do Butantã https://t.co/VJbflue7XO,1,-1.0,25,75.0
1349501998639550471,Wed Jan 13 23:42:03 +0000 2021,"New Hampshire, USA","@MarliaFernand12 Pra mim importa é muito! Não sou comunista, nem burro. Linha de ação: esperar os laboratórios particulares comprarem e disponibilizarem as vacinas da Moderna, Pfizer, Oxford ou Jansen. Pago o preço que for para não tomar a VaChina do Calcinha! Vamos lá, SABIN, EXAME e afins!",0,1.0,100,100.0
1346558797997887489,Tue Jan 05 20:46:49 +0000 2021,,"@CNNBrasil Governo Federal já tem contrato com OXFORD , só aguardando a ANVISA liberar , são 100 milhões de doses e mais o direito de fabricar aqui no Brasil . #CNNLixo  VOCÊS SÃO UNS LIXOS !!!!",-1,1.0,50,75.0
1347691181006852097,Fri Jan 08 23:46:31 +0000 2021,multifandom,@ttdajaque2 Kkkkkkkkkkkkkkkkkkkk acho que é porque tem um corona mais antigo,0,1.0,100,50.0
1349505846787665922,Wed Jan 13 23:57:21 +0000 2021,Guaratinguetá - SP - Brasil,"@thatgirl_oi @carla0102 @fmartinelli84 @1potedemel @oatila O coronavirus não foi criado em laboratório. O PIB deles cresceu pq conseguiram conter a pandemia, e teria crescido mais sem ela, pois teve retração durante o lockdown. https://t.co/isDN3TMADU",-1,0.0,50,100.0
1346607078824173569,Tue Jan 05 23:58:40 +0000 2021,Brazil,"@CNNBrasil Quem investe entendeu o que Bolsonaro disse so a midia que não   Ibovespa fecha em alta com ações de commodities ofuscando preocupações com coronavírus; dólar cai a R$ 5,26 Mercado voltou aos 119 mil pontos após a queda registrada no pregão anterior",0,-1.0,100,50.0
1348739592246190080,Mon Jan 11 21:12:31 +0000 2021,"Rio de Janeiro, Brasil","@carloselcastro_ @VBonecker @butantanoficial Que artigo? Publicado onde? Nenhum cientista sabe qual a eficácia global até agora, estão pedindo isso desde 5a feira. A da Oxford foi publicada na revista Lancet há semanas. A bula tbm já foi divulgada. Da Pfizer  não acompanhei, mas a FDA não aprovaria a vacina sem esses dados.",-1,0.0,25,50.0
1348404697175105542,Sun Jan 10 23:01:46 +0000 2021,#HaiaParaBolsonaro,"@CatanhoJr @anvisa_oficial FATO! QUANDO O Jairbolsonaro FEZ E FAZ PRESCRIÇÃO DA """"INÚTIL HIDROXICLOROQUINA P/COVID-19, A TAL anvisa_oficial DEIXA BOLSONARO SE PASSAR POR MÉDICO.",1,0.0,50,75.0
1346969253019320324,Wed Jan 06 23:57:50 +0000 2021,SAO JOSE DOS CAMPOS - SP,@HaddadDebochado Isso está claro como água...O presidente é aliado do vírus. Não é à toa que sua maior ira é contra os governadores que estão correndo à favor da vacina....,1,0.0,25,100.0
1348747092202762240,Mon Jan 11 21:42:19 +0000 2021,"RJ, Brasil",@Thadeu_Melo @nelsonpaffi abaixo de 60% e 4 vezes mais caras que a de Oxford que tem 72% o que justifica a compra dessa vacina?  https://t.co/Q7BhwlfcX3,-1,0.0,25,75.0
1349495375141474305,Wed Jan 13 23:15:44 +0000 2021,Brasília,@jdoriajr O governador @jdoriajr só pode estar querendo entrar para um algum núcleo de comédia de alguma emissora. Enganou a população e todo o Brasil com informações falsas sobre a CORONAVAC e o culpado é o presidente @jairbolsonaro. Acorda Doria!!!! #COVIDー19 #COVID19 #COVID,1,0.0,75,75.0
1349136141518327815,Tue Jan 12 23:28:16 +0000 2021,,"@frabezerra @kimpaim Então a Coronavac custa 20 dólares (+de 100 reais) e a AstraZeneca 3,75 (perto de 20 reais), lembrando que a segunda, mesmo em fase 3, tem maior eficiência. Brasil torrando dinheiro que não tem em coisas que não funcionam. 💸💸💸💸",-1,0.0,50,75.0
1348369257457922049,Sun Jan 10 20:40:57 +0000 2021,Brazil,@VemPraRua_br @butantanoficial Até o chefe das pesquisas do @butantanoficial assumiu que o Butantan não tem acesso a todos os dados da Sinovac. https://t.co/eldX5IhCbG,-1,1.0,25,75.0
1349485823704485888,Wed Jan 13 22:37:47 +0000 2021,"Kofu-shi,Yamanashi-ken","@LucianoHuck Então tá, nós tomamos a de Oxford e vc e sua família toma a Coronavac ok. O Doria garante a eficácia dela, então vc e sua família não precisam se preocupar. PALHAÇO. Era bem melhor quando vc só fazia seu programinha e deixava a política de fora. 😠",0,1.0,100,75.0
1348043776103747584,Sat Jan 09 23:07:36 +0000 2021,,"E enquanto as 200 mil vidas que infelizmente se foram por conta do Covid 19. O Presidente Bolsonaro do Brasil, não tem nada haver com elas. Essa praga foi Mundial. O Presidente Bolsonaro é um ótimo administrador está conseguindo conduzir essa situação muito bem.",-1,0.0,25,100.0
1347313241840644098,Thu Jan 07 22:44:43 +0000 2021,Brasil,"@glaucotonon @bbcbrasil Nisto vc tem razão!!! 😃 😃 Até mesmo pelo fato que todas estas vacinas possuem eficácia de 100% para os casos graves, que em se tratando de COVID19, é o mais importante e relevante. Abraços 🤗 #VacinaBR",-1,1.0,50,100.0
1346946825211809793,Wed Jan 06 22:28:42 +0000 2021,"Recife, PE, Brazil","@alfontenelle Eu acho que a pergunta não ajuda muito e gera mais confusão. Bom esclarecer que a vacina é a criada pela Oxford no qual o laboratório indiano, considerado o maior do mundo, tem a chancela de produzir.",-1,0.0,50,75.0
1349503724620828673,Wed Jan 13 23:48:55 +0000 2021,,"@HelioTelho Muitos franceses, médicos, enfermeiros, recusam vacina contra Covid-19 no momento, por medo de efeitos colaterais.   (Le Parisien)  Se farmacêuticas exigem privilégios como irresponsabilidade, caução do governo para indenizar vítimas, quem poderia questionar a prudência?",-1,0.0,25,50.0
1347327071605977089,Thu Jan 07 23:39:40 +0000 2021,"Franca, Brasil","@g1 @Oficialluizlima CORONAVAC $10,00 DUAS DOSES. OXFORD $3,00 UMA DOSE.  MINISTRO COMPROU AS DUAS, E O BUTANTÃ NÃO É DO DORIA ELE PRODUZ PARA O BRASIL.",1,0.0,25,25.0
1349141047809613826,Tue Jan 12 23:47:46 +0000 2021,,"@nadanovonofront Ora, ora, ora, quantos doutores nesse post. 🤣 O renomado The American Journal of Medicine, jornal oficial da Alliance for Academic Internal Medicine, traz em sua primeira edição de 2021 um estudo que comprova a eficácia do tratamento precoce na evolução da Covid-19.",1,-1.0,75,100.0
1348728182254542848,Mon Jan 11 20:27:11 +0000 2021,Curitiba,"@vitor_dlucca Ah sim, isso sim, mas isso eu meio que já esperava…  Pior que acho que esse 60% tá bem dentro do esperado… Já tem alguma outra vacina sem ser a de rNA (Pfizer/Moderna) com esse dado público?",-1,0.0,50,100.0
1347320083392172033,Thu Jan 07 23:11:54 +0000 2021,,@BrMassami @SF_Moro Esse que se diz jornalista é bem no nivel do jornaleco que trabalha. Pois saiba que a vacina do Butantan é inclusive mais eficaz que a vacina de oxford/astrazeneca. 78% é um excelente resultado. Pare de falar merda e vai encher o rabo de ozonio junto com a gentalha q vc serve.,-1,1.0,25,75.0
1349110804050796548,Tue Jan 12 21:47:35 +0000 2021,Caruaru,"@SDjael Tem um nível de eficácia para que qualquer vacina seja aprovada, fora publicação em revistas científicas todo um protocolo a seguir que a Sinovac não cumpriu. Eu particularmente não sou contra nenhuma desde que quem se vacinar assine um termo de responsabilidade.",0,1.0,100,75.0
1346945611925479425,Wed Jan 06 22:23:53 +0000 2021,"Goiânia, Brasil",@andre_melo3 @PauloPe79396510 @gadelhacosta121 @glauco_rock @SClaumi @lulu_sccp_ @dineisalazar @roseiitape @marcio_alexan @josypaulinno @SidneiCorinthi2 @Roberto87291644 @cgmariano @gildetecamargo @anaberssani1 @CLOVISBRAVO @PamelaThia @Cristia68910465 @Alexand71690282 @Arlindopiresde3 @SarcasticoLuan @Adecoringao @Cleythynho07 @Si__Brejim @emilysafira7 @malokero_loko @rtamarozi @JuarezRinaldo @_lurdinhasant @NegroGato_SDV @Brasilacimadeto @analugbe @Ailtontimao33 @Claudia49286925 @LLhpcorinthians @JlioJosViana4 @robertopunk85 @jehh_sccp1910 @joaoocca79 @sccp_clau @DboraHosana2 @corinthiana1990 Amigo a vacina que tá chegando e segura e aprovada pela Anvisa da Oxford ninguém e louco de tomar vacina que tá matando gente na Europa em testes morreram médico enfermeira e voluntário qe tomaram a pfazer e coronac se estás vacinas tiver aqui no Brasil vai lá e toma faz o teste,1,0.0,50,75.0
1346601765026852864,Tue Jan 05 23:37:34 +0000 2021,,"f) Ações vinculadas à produção e disponibilização de vacinas contra o coronavírus e imunização da população brasileira.  Ao mesmo tempo, ficaram mantidas as blindagens para 10 (dez) despesas relacionadas à área militar e de segurança pública, dentre as quais:+",0,-1.0,100,50.0
1347318120642453505,Thu Jan 07 23:04:06 +0000 2021,Brasil,"@leiladovolei Bons resultados?? Índices  de eficácia das vacinas :  Pfizer e Biontec (BNT 162) - 95% Moderna - 94,5%  Sputnik - 91,4% Oxford- 90%  Coronavac- 78%  E o povo comemorando?Comemorando a pior de todas? Só pode ser burrice mesmo!",-1,1.0,25,50.0
1347305702625320962,Thu Jan 07 22:14:45 +0000 2021,,"@reinaldoazevedo Tudo certo?? Deveria começar  com a apresentação  do contrato  do Butantã  com a SINOVAC. Depois, o relatório da FASE 3 da tal tão  esperada vacina que NINGUÉM  QUER TOMAR.",0,1.0,100,100.0
1348047573848903681,Sat Jan 09 23:22:41 +0000 2021,Brasil,"@folha A ciência deveria estudar mais quem não pegou o COVID-19.  Eu sou do grupo de risco, contínuo realizando as minhas atividades desde o início e, até agora, não peguei. Tive contato com pessoas o COVID-19, sem saber, e nada. MENTE sã, corpo são?",0,1.0,100,50.0
1347272447544987649,Thu Jan 07 20:02:37 +0000 2021,Cusco,"@serjiomiro @mvitorodrigues É a melhor vacina de todas q está sendo comercializada.A AstraZeneca,em uma segunda geração da sua vacina, poderá utilizar a tecnologia da Sputnik V.Essa vacina utiliza um adenovírus q carrega material genético responsável por produzir anticorpos q atacam diversas partes do vírus",0,-1.0,25,75.0
1347694539641909251,Fri Jan 08 23:59:51 +0000 2021,Brazil,@aguinaldaosilva Se somaram todos vacinas no mundo não dá a cidade do RJ. Na Suíça medicos e enfermeiros se negaram a tomar vacina. Canal de YouTube Caio Alemão . Conta toda a sandisse e ditaduras na Europa. https://t.co/AUdhxVGHeR,0,1.0,100,50.0
1346559460169445380,Tue Jan 05 20:49:27 +0000 2021,Panamá,"@DrAlexisTejedor @jairbolsonaro @pfizer_spain “Se você virar Super-Homem, se nascer barba em alguma mulher aí, ou algum homem começar a falar fino, eles (Pfizer) não têm nada a ver isso. E, o que é pior, mexer no sistema imunológico das pessoas” Está loco de remate.",0,1.0,100,75.0
1348018525642883080,Sat Jan 09 21:27:16 +0000 2021,"Aqui, Brasil",@tadomaitis1 @Marylarys Aztrazeneca e sinovac são privadas!,-1,1.0,50,75.0
1349137847484346369,Tue Jan 12 23:35:03 +0000 2021,,@NiDeOliveira71 Hmm bolo de chocolate com vacina contra coronavírus. :o,0,1.0,100,75.0
1348034269613010945,Sat Jan 09 22:29:49 +0000 2021,,"@leoni_mafra @mariazinea_ @MundimWiliam @FNXConservadora @caio_2c @victorylump Não é verdade que não se conhece o vírus. Já conhecíamos a família dos coronavirus há muito tempo, já conhecemos toda a morfologia e genoma. A OMS é favorável à vacinação em massa sim, afinal, só assim se controla a pandemia e as variantes do vírus. Suas informações estão erradas",0,-1.0,100,75.0
1347394853139869697,Fri Jan 08 04:09:01 +0000 2021,"Rodeio, SC","@hsantos41_lucas @alcaparray @mdalvesbr @DaniloGentili @jdoriajr @GloboNews A Sputnik tem alcance de 91% e eles enviam equipe médica para acompanhar, prefiro! As suas mentiras não me afetam porque são mentiras. Você é um comunista cafona. Simples assim.",-1,0.0,50,75.0
1346532449090740224,Tue Jan 05 19:02:07 +0000 2021,,"@LiziaKlan @edu_cobs @JanainaDoBrasil Mas se te ajuda, o Brasil adquiriu um volume ja acordado de duas vacinas, Coronavac e AstraZeneca/Oxford.  O setor privado pode e deve ir atrás de mais para oferecer a quem quiser pagar por qualquer imunizante disponível no mercado.  Espero ter ajudado.  abs",0,-1.0,100,75.0
1347309544247070723,Thu Jan 07 22:30:01 +0000 2021,"Atlanta, GA",@minsaude @Medeirosjz A vacina produzida pela SINOVAC na Chin@ eu jamais tomarei!  Vocês já leram sobre a Sinovac? https://t.co/SWNH0KbpGe,0,1.0,100,75.0
1346920560580767744,Wed Jan 06 20:44:20 +0000 2021,"Rio de Janeiro, Brasil","@nilobento Entendi.  Vc vai tomar qualquer vacina? Eu não apoio nenhuma parte política, eu quero é a vacina para o Brasil. Mas eu estou com medo dessa Coronavac, pq ela foi preterida lá na China, por isso eu estou com medo dela. Mas se ocorrer tudo certo, eu tomo ela, não tenho medo.",1,0.0,50,100.0
1348760262824894466,Mon Jan 11 22:34:40 +0000 2021,Belo Horizonte - MG,"@IreneApAPB38 @kimpaim Eficácia da CoronaVac já era contestada por pesquisador da Unicamp.Uma projeção feita c/ os dados anunciados no evento indicava q esse resultado, na vdd, poderia ser de apenas 63,75%. Na China, a vacinação está sendo feita com vacinas da Sinopharm e não com a coronavac da Sinovac",1,0.0,50,25.0
1349454225793806337,Wed Jan 13 20:32:13 +0000 2021,,"@DutraOtair Eu disse uso emergencial. Desde a primeira resposta. E expliquei depois que a Sinovac ainda não pediu o registro definitivo. Mas abraça aí a irracionalidade, amigo. Pra mim tá tudo certo. Abraços!",-1,0.0,50,100.0
1347324395203735562,Thu Jan 07 23:29:02 +0000 2021,"Río Negro, Argentina","@oatila ""Uma mutação do SARS COVID-19 que pode ser imune às vacinas atuais encontradas na África do Sul e no Brasil. O sítio mais importante é E484, onde a neutralização por alguns soros é reduzida em&gt;10 vezes por várias mutações,esses mapas podem informar a evolução do SARS-CoV-2.👇👇👇",-1,1.0,50,50.0
1347981223881224193,Sat Jan 09 18:59:02 +0000 2021,,"@v_dosfatos @minsaude @JornalBSM @ENZUH14 a fake news está foda. Vê se você concorda comigo e faça um vídeo. Porque relevância nenhuma eu tenho. Ministério da Saúde falou em coletivas de imprensa  quase todos dias eles e Anvisa entram em contato com pfizer, sinovac, moderna, AstraZeneca....",-1,0.0,25,100.0
1349460604927565832,Wed Jan 13 20:57:34 +0000 2021,,"@jdoriajr 1- vacina da sinovac. Se diz do Butantan só pra ter maior aceitação da população. 2 - Não só ele, mas os brasileiros, a imprensa internacional, ironizam essa tal eficácia que você tanto diz. Brasileiros de São Paulo perdem vidas e empregos pelas suas atitudes. #RenunciaDoria",-1,1.0,25,75.0
1346966909636530178,Wed Jan 06 23:48:31 +0000 2021,,"@msoares Bozo,vc é incompetente e tá levando centena d milhares a morte;vc é o presidente e está cortando na saúde, criando medidas falsas p negar compra d vacina, seringas e agulhas; vai trabalhar seu vagabundo!😡.Cadê a vacina p COVID-19 e serigas q pagamos todos os dias por impostos?😡",0,1.0,25,50.0
1346900941044396047,Wed Jan 06 19:26:23 +0000 2021,"Florianópolis, Brasil","@butantanoficial @Giglio2020 @EltonGo68394311 @MarceloFreixo @Jocenilda1 Excelente notícia, vamos aguardar e verificar se teremos 1 ou 2 doses da  Coronavac para trazer a eficácia necessária e dentro dos parâmetros estipulados pela OMS/Anvisa. Obrigado pelo retorno.",0,-1.0,100,100.0
1347315459717259264,Thu Jan 07 22:53:32 +0000 2021,"São Paulo, Brasil","@Pahoneyl O coronavírus tem mais taxa de infecção maior e tbm a Rússia e a China manterão isso em sigilo, se soubéssemos disso antes as coisas poderiam ser diferentes.",-1,0.0,25,75.0
1347310485402775553,Thu Jan 07 22:33:46 +0000 2021,"Pompéia, São Paulo, SP",@PauloLotufo O problema da Pfizer é que ela já estava toda comprada pelos EUA (pátria da Pfizer) e pela Europa (pátria da Biontech),1,-1.0,25,75.0
1348781601698836482,Mon Jan 11 23:59:27 +0000 2021,,"@ClimberZe @TatuKonteta @reineres @prioloBR @jdoriajr Falou Dória, o zerado que aumentou impostos de alimentos, remédios, CARROS, tirou direitos de velhinhos, cortou verba da saúde, mentiu sobre a eficácia da vacina chinesa (50%)!!! Dória lamenta mesmo? Não..é só um mentiroso oportunista!",0,1.0,100,75.0
1348779366713585665,Mon Jan 11 23:50:34 +0000 2021,"Rio de Janeiro, Brasil",Listamos acima alguns municípios brasileiros de cerca de 200 mil habitantes que deixariam de existir se as mortes pela doença fossem concentradas nesses locais. Acesse https://t.co/ea1NiZ9dRU. #AgênciaLupa #NoEpicentro #covid19,0,-1.0,100,75.0
1349032098938703874,Tue Jan 12 16:34:50 +0000 2021,"Salvador, Bahêa!",@jumancin A Sputnik V e a indiana não tem transparência nenhuma nos resultados. A comunidade científica desconfia muito.,0,-1.0,100,75.0
1347332159787438082,Thu Jan 07 23:59:53 +0000 2021,"Joinville, Brazil","@CNNBrasil Quanta trapalhada seu Doriana, tá difícil apresentar dados confiáveis dessa vacina xingling hein!!!",0,1.0,100,100.0
1346776998140588034,Wed Jan 06 11:13:52 +0000 2021,,@dominichi @AstroSpaceXXX @matheusstorolli @mab_sp125 Então mas eu acho que a AstraZeneca não fez testes suficientes em idosos para entregar esses dados...,0,1.0,100,25.0
1347326393537990656,Thu Jan 07 23:36:58 +0000 2021,@gracekellyfiles,proteje contra o corona e ainda mata so vantagem https://t.co/fvtd3BL7pw,0,1.0,100,75.0
1348758105325187073,Mon Jan 11 22:26:05 +0000 2021,"São Paulo, Brasil","@em_com Pra que @jairbolsonaro, em qual planeta o Sr vive? Quando a sua ficha vai cair? Não precisa ter inteligência para saber isso mas o motivo chama-se covid19, quase 204 mil mortos (Mas todos sabem que é mais né), hospitais lotados etc etc etc...",-1,0.0,50,100.0
