tweet_id,created_at,user_location,tweet_text,label_A,label_B,pct_certainty_A,pct_certainty_B
1348414962109190146,Sun Jan 10 23:42:33 +0000 2021,,@cevansholland sinceramente KKKKK os selenators e os swifties são pior q corona,0,1.0,100,50.0
1348358898135277568,Sun Jan 10 19:59:47 +0000 2021,United States of America,"@tuliobnunes @cleberksb @Prefeitura_POA Aqui é momento. Trump desde q perdeu, parou de trabalhar e dedicou-se a sabotar o próprio time (trocando postos-chave por “leais”). Mesmo assim aplicaram mais de 6mi de doses. A vacina pfizer é pros grandes centros onde tem camara fria, a da Moderna pro resto.",1,-1.0,25,50.0
1348417398706237440,Sun Jan 10 23:52:14 +0000 2021,,"@Marcelo19609143 @g1 o preço de venda da de oxford fica em torno de R$14, se for vendido em farmácias a R$150, já está ok  essa sputnik pelo q vi já anunciou q vai custar menos de R$50 (preço de custo pras farmacêuticas)",0,-1.0,75,50.0
1348779097732902912,Mon Jan 11 23:49:30 +0000 2021,Brasil,"@gilmarmendes Coronavac fraudada, falaram em 78% de eficácia mas descobriram que está abaixo de 60%",-1,1.0,25,100.0
1349144067318411267,Tue Jan 12 23:59:46 +0000 2021,Brazil,@RenataAraujo_RJ Bora participar gente.  #vacina #covid #CoronaVac #tratamentoprecoce #hcq #hidroxicloroquina #gaysdedireita #gayscombolsonaro  #bolsonaro2022 #pauloguedes #economialiberal #economia  #GaysForTrump #gay #pride,0,1.0,100,100.0
1348383490488856577,Sun Jan 10 21:37:30 +0000 2021,"Hortolândia, Brasil","@DamaresAlves Ok! O @jairbolsonaro cometeu o quê???? Assassinou mais de 210 mil mortes causadas pelo Coronavírus! Então pede para o grande ministro entrar com ação contra ele também! #ForaBolsonaro , #RenunciaBolsonaro !",1,0.0,25,75.0
1348021048269131776,Sat Jan 09 21:37:17 +0000 2021,,@RobertoElleryJr Tambem nao esquecerei os milhões de profissionais de saude expostos sem proteçao por que nao lhes foi oferecido a vacina da Pfizer!,-1,1.0,50,25.0
1348406661527044096,Sun Jan 10 23:09:34 +0000 2021,,@imclaramendonca eu acho q esqueceram q ainda existe o corona....,1,0.0,50,100.0
1346589846949801984,Tue Jan 05 22:50:12 +0000 2021,"São Paulo, Brasil",@oatila @oatila comenta sobre o q falaram que a eficácia da Coronavac ser menor no brasil pq os prof de saúde tomaram a vacina e logo foram expostos ao vírus ao passo que na Turquia foi a população comum. Eles nao poderiam excluir esses dados antes de sumarizar?,1,-1.0,25,25.0
1349037665233072138,Tue Jan 12 16:56:57 +0000 2021,Curitiba,@gustavonunesrio Problema é que lá é a Sputnik que ainda não tem resultado “oficial” né =(,-1,1.0,50,75.0
1349439672687222794,Wed Jan 13 19:34:24 +0000 2021,,"@MarceloSaDuarte @Marcosvarela26 @leonardolanna @demori A melhor vacina é pior do que a coronavac? sputinik, pfizer e moderna, são piores que a Coronavac?",1,0.0,25,25.0
1347685366883610624,Fri Jan 08 23:23:24 +0000 2021,"São Paulo, Brasil","@minsaude Uma das revistas cientificas mais importantes do mundo e a  Anvisa  pedindo 10 dias pra aprovar o uso emergencial da coronavac. 1379 brasileiros mortos em 24 horas, em 10 dias vão ser mais de 13 mil mortos. Genocidas. https://t.co/5w81d7sSLb",-1,1.0,25,25.0
1349141332749594624,Tue Jan 12 23:48:54 +0000 2021,"Belo Horizonte, Brasil","@BrazilFight Crítica 50% da Coronavac, mas bate palmas pra 0% da cloroquina e ivermectina.",-1,0.0,50,50.0
1346570754557673473,Tue Jan 05 21:34:20 +0000 2021,São Paulo,"@HomeroNave @MutanteBrasil @jralberich @gperioto1 @reinaldoazevedo É mesmo? Vejamos: tem ""acordo"" com vacina da Oxford, mas as doses são produzidas na Índia (que já proibiu exportações). Não tem acordo com Pfizer, nem Moderna, nem Sinovac, nem Johnson &amp; Johnson. Tem menos de 3% das seringas que são necessárias. https://t.co/XjmbEww1Tv",1,-1.0,25,50.0
1347328510180945927,Thu Jan 07 23:45:23 +0000 2021,i love ny(terói),@matheuspinhob nao vai morrer de corona mas vai morrer de tijolo na cabeça,0,1.0,75,25.0
1347693190590169089,Fri Jan 08 23:54:30 +0000 2021,"Belo Horizonte, Brasil",@thiagomiarelli @_lucasvsantos_ @EconomicoRadar KKKKKKKK..... se fosse eu o corona nem existia😝,0,1.0,75,25.0
1346607260286513154,Tue Jan 05 23:59:24 +0000 2021,Brasil - Brasília,"@tosodepassagem @lnarloch Brasil não comprou a vacina da Pfizer. Ainda. Está enrolando. Por enquanto, só temos Oxford/AstraZeneca (nacional) e Coronavac (São Paulo). A pergunta é mais retórica. Foram atrás de uma obscura vacina indiana que nem em fase 3 está. A discussão é irreal. Por que será?",-1,1.0,25,75.0
1348770826284363778,Mon Jan 11 23:16:38 +0000 2021,,"@CNNBrasil O Instituto Butantan confirmou que o Ministério da Saúde, leia-se governo federal, irá comprar toda a produção da CoronaVac, a “vacina chinesa do Doria, que causa morte, anomalia e invalidez”, segundo declarou publicamente o presidente Jair Bolsonaro.",-1,1.0,75,100.0
1347324952995893249,Thu Jan 07 23:31:15 +0000 2021,,@carlosjordy Falar que é macho e no mesmo dia compra 100.000.000 de doses da coronavírus que ele disse que não iria comprar. Dória botou @jairbolsonaro pra sentar e pra mamar.,0,-1.0,75,25.0
1349052463400308736,Tue Jan 12 17:55:46 +0000 2021,,@Ze_carnica @RelredeS @tah_viapiana Um médico morreu nos  Estados Unidos cerca de duas semanas depois de ter sido vacinado com a vacina da Pfizer/BioNTech. A informação é do tabloide 'The Daily Mail'.,-1,1.0,50,75.0
1346606584462516225,Tue Jan 05 23:56:43 +0000 2021,,@Ahmadsccp1 @jdoriajr Sei la viu mano.... Vamos ver semana q vem se conseguem aprovar a vacina da coronavac....Depois tem as de oxford q esta chegando....Mas os estados esta quebrado por isso q não estão comprando,1,-1.0,25,50.0
1348662495767121922,Mon Jan 11 16:06:10 +0000 2021,,"@Jambock67 A vacina da Oxford só tem eficácia de 62%, seu principal insumo vem da CHINA, e o gado vai correndo tomar😂😂😂🐂🐂🐂🐂  https://t.co/IgbZW8IbIK",1,-1.0,50,25.0
1347317760410456065,Thu Jan 07 23:02:40 +0000 2021,niteroi rj,@RodolfoLangsdor @marcelo_damiao @ritacsborges sinto informar mas Niterói comprou a vacina de Oxford. o máximo de efeito colateral é ter sotaque.,1,-1.0,25,50.0
1349506391694827526,Wed Jan 13 23:59:31 +0000 2021,"Lu, Bia e Ana = 🏡","@BebelaYolo acabou de passar aqui no jornal que como estamos em alta no corona o enem pode piorar e tal, dependendo do seu estado o governo pode impedir o inep de aplicar a prova, detalhe q nenhum estado ta em azul, ent eu acho q vão adiar em todos os estados mesmo kskaksk",-1,0.0,50,75.0
1349139445233102855,Tue Jan 12 23:41:24 +0000 2021,João Câmara - RN - Brasil,"@FtGraziela @Rconstantino Vacina Pfizer, Moderna, Johnson  para os países civilizado. As Oxford-Coronovac-Sputinik V para o terceiro mundo. No Brasil só teremos vacinas  se o Pazuello deixar de ser incompetente",0,1.0,25,50.0
1346652215394484224,Wed Jan 06 02:58:02 +0000 2021,,"@ju_zezinho @sputnik_brasil Não. Devem faltar umas 320.000.000 de doses, pois serão vacinados acima de 18 anos e são duas doses por pessoas.",-1,1.0,50,50.0
1349135762000924673,Tue Jan 12 23:26:46 +0000 2021,"Rio de Janeiro, Brasil","@dudsvitorino Então os 22%, infectados e q sentiram os efeitos do Covid-19 e q ñ irão morrer, podem transmitir o vírus pra quem ñ foi vacinado? 😎🙄",-1,0.0,25,25.0
1348290657782267908,Sun Jan 10 15:28:37 +0000 2021,,@valeria82494024 @dogarrett @josegallucci @mab_sp125 @marivarella @TaschnerNatalia @gersonsalvador @mellziland @parolin_ricardo O problema que os documentos da vacina de Oxford já foram publicados e discutidos em várias partes do mundo. Coisa que eu acho que não ocorreu com a Sinovac,-1,1.0,50,75.0
1348923696526872577,Tue Jan 12 09:24:05 +0000 2021,,"@Sjorgenunes @it_leclerc Não havia até este mês produção suficiente de vacinas, nem encomendámos doses suficientes à Pfizer e à Moderna. O grande sucesso que tinha sido o esforço da CE na compra conjunta de vacinas está aqui... sem a aprovação da AZ, o nosso plano não funciona https://t.co/3SauxDhvhp",1,-1.0,25,50.0
1349140672931123206,Tue Jan 12 23:46:16 +0000 2021,,"@portoalegre24h Por que será que os politico são protegidos? A Covid19 apareceu e mata os véios, mas não mata os véios politicos. Agora esse raio caiu perto de um politico, mas nem chamuscou o cara.",0,1.0,75,75.0
1346605557726277632,Tue Jan 05 23:52:38 +0000 2021,Tubarão,"@Tobias_Fretta Cara, ninguém sabe se tá salvando. Agora se é uma chance, assim como é o álcool e a máscara, pq não? Quem morreu por um efeito colateral provocado por medicamentos utilizados no tratamento precoce? Até chegar a vacina, temos que lutar com o que tem.",-1,1.0,25,50.0
1349504657857646595,Wed Jan 13 23:52:37 +0000 2021,"Pelotas, Brasil","Dos cinco diretores, quatro foram indicados pelo Bolsonaro. Um deles, o tenente-coronel Jorge Luiz Kormann, é fã do Olavo de Carvalho e já fez críticas públicas à Coronavac.  🤡🤡  Deus tenha piedade de nós!",-1,0.0,25,100.0
1347332152405463049,Thu Jan 07 23:59:52 +0000 2021,,"@oatila Eu sou a favor de qualquer vacina, mas trabalho com logística e sei que para transportar e estocar a vacina da Pfizer não é fácil e se pensarmos nas pessoas que estão a frente de MS, as chances de perdermos 2 ou 3 milhões de doses são grandes.",-1,1.0,25,75.0
1346935657193762819,Wed Jan 06 21:44:20 +0000 2021,Kurtistown,"@Stinholopes Se for a pfizer, moderna ou a de oxford sao boas!Aq no Brasil tomamos da febre amarela q tb tem riscos e fizeram um terror, porem diminuiu absurdamente o número de mortos! A da hn1 tb, digo isso pq o brasil smp foi um país de excelência em vacinação, antes do bolsonaro, é claro",-1,1.0,25,75.0
1347328593966338049,Thu Jan 07 23:45:43 +0000 2021,São Paulo,"@CNNBrasil A vacina Coronavac, vamos lembrar, aconteceu APESAR do Dória e do PSDB, e não por causa deles: APESAR dos cortes de verba da FAPESP, APESAR do sucateamento do Butantã e da USP. (+) Fala de @MariliaMoscou",1,0.0,25,50.0
1349502725051056135,Wed Jan 13 23:44:56 +0000 2021,Sampa,@BlogdoNoblat #ImpeachmentDeBolsonaroUrgente #ForaBolsonaroGenocida #ForaBolsonaroESeuBandoDeCriminososeCORRUPTOS #BolsonaroÉUmMerda #BolsonaroSatãVoltaPraOInferno 206.009 mortes hj pelo corona vírus.  A culpa é sua Bolsonaro! #ForaBolsonaro,-1,0.0,25,100.0
1349074395055222790,Tue Jan 12 19:22:55 +0000 2021,"Santa Catarina, Brasil","Nos EUA, estão jogando fora as vacinas da Moderna já que pessoas não estão comparecendo e ela não aguenta mais de 6h em temperatura ambiente... Então se você garante que nenhuma vacina será jogada fora, vá até o Ministério da Saúde e proponha a sua logística para as vacinas +90%",-1,1.0,25,50.0
1348047174651633665,Sat Jan 09 23:21:06 +0000 2021,,"@PastorMalafaia CALA A BOCA MALAFAIA. A pandemia do coronavírus é maléfica à humanidade, mas mais maléfica mesmo é a pandemia de pastor como Malafaia.",0,1.0,75,25.0
1346831458992840704,Wed Jan 06 14:50:17 +0000 2021,,@sputnik_brasil Se isto acontecer vá para Rússia ! Não confie no governo de seu país ! Já foi inocente para confiar em um país latino !,0,1.0,100,100.0
1347454610370396160,Fri Jan 08 08:06:28 +0000 2021,"São Paulo, Brasil","@oatila Preço de cada dose das vacinas que estão sendo (e/ou serão em breve) aplicadas na Europa: Moderna, 14,60 euros; Pfeizer/BioNTech, 12,00 euros; AstraZeneca/Oxford, 1,68 euros.",-1,1.0,25,75.0
1349481394091798532,Wed Jan 13 22:20:11 +0000 2021,"Juiz de Fora, Brasil","@CssioLf @xicograziano @butantanoficial Nem seringa o governo tem, fechou c a Oxford e ponto. Ficou parado.",-1,1.0,25,50.0
1346602496278605824,Tue Jan 05 23:40:28 +0000 2021,"Rio de Janeiro, Brasil",@alvarodias_ Por mim você  pode tomar todas. Aliás  devia tomar a de Oxford e a chinesa pra garantir. Estou doando as minhas doses.,0,1.0,75,50.0
1346759025313120256,Wed Jan 06 10:02:27 +0000 2021,Porto Alegre,"Quem sabe outros países também estariam esperando a vacina da AstraZeneca, de armazenamento mais fácil  e com tradição de confiabilidade que a Sputnik não tem.",0,1.0,75,100.0
1349463217609859072,Wed Jan 13 21:07:57 +0000 2021,,"A cada 02 pessoas vacinadas 01 ficou protegida e a outra não. É isso que importa...Infelizmente... É a realidade. Vacina de eficácia superior aos 70% (Pfizer, Moderna ou Oxford) Já! Um abraço! @BoletimCoppolla  @GeneralMourao  @monperronefc   @jairbolsonaro",-1,1.0,25,75.0
1348051566369132547,Sat Jan 09 23:38:33 +0000 2021,,@redegni Anvisa: Faltam dados para o uso emergencial da CoronaVac,-1,1.0,50,100.0
1347540908921782272,Fri Jan 08 13:49:23 +0000 2021,,"@gigopepo cara, não é simples assim, e nenhum país tá apostando em TODAS. e justamente por essas particularidades que a gente precisa escolher a que melhor se adapta aqui.  a da Moderna por exemplo é impossível no Brasil, não tem estrutura pra manter a vacina refrigerada",-1,1.0,25,75.0
1348035784469860362,Sat Jan 09 22:35:50 +0000 2021,Salvador,"@Estadao Óbvio! Não precisa de cartas, Búzios, runas para saber. Enqnt a de Oxford ñ sair vai sempre faltar alguma coisas 😂😂",1,0.0,50,75.0
1349502568796475392,Wed Jan 13 23:44:19 +0000 2021,,@minsaude @Medicina_CFM os brasileiros queremos saber. Existe tratamento precoce para COVID-19?,1,0.0,50,75.0
1346910566833475584,Wed Jan 06 20:04:38 +0000 2021,,@Sergio_Miro @BobjeffHD Ótima ideia! Assim fico livre da vacina da Sinovac( vacina chinesa) e usamos a de Oxford,0,1.0,50,75.0
1348324970204700673,Sun Jan 10 17:44:58 +0000 2021,,@mellziland Tá mto na cara que não podem soltar os dados antes da aprovação por causa de contrato com a sinovac.,-1,1.0,75,75.0
1347330602194915328,Thu Jan 07 23:53:42 +0000 2021,"Pontal do Sul, Brazil",@claudioedantas A Pfizer quer que o Brasil tenha que  pagar por qualquer processo contra a companhia...  Por favor... Temos outras opções 👍,-1,1.0,25,100.0
1349143012874596356,Tue Jan 12 23:55:34 +0000 2021,"Rio de Janeiro, Brasil","@AbrahamWeint É FALTA D INTELIGÊNCIA OU D DESONESTIDADE ?!🤔  A Eficácia Global, 50,38%,só fala do percentual d vacinados q contraíram a Covid-19.Metade!  A nós interessa o Desfecho Secundário: Foram casos leves ou muito leves,78% d eficácia! Não teve caso d moderado a grave! 100% d eficácia! https://t.co/zDPZ8C2eW7",-1,1.0,25,50.0
1347689988016766978,Fri Jan 08 23:41:46 +0000 2021,Brasil,@MIGUELVGN881 Tem que correr porque a Coronavac vai começar dia 25 kkkkkkk,-1,0.0,75,75.0
1346585105528184834,Tue Jan 05 22:31:22 +0000 2021,"Paraná, Brasil","@augustodeAB Eu achei q hoje o Doria não transmitiu muito segurança . Deve estar cansado , bah . Será q tem mesmo alguma coisa errada com a coronavac..",1,0.0,25,50.0
1347628481014804487,Fri Jan 08 19:37:22 +0000 2021,"Indianapolis, IN","@gpdorneles meu palpite, endpoint primário pífio pq adicionaram viremia como fator (a Pfizer e a modeRNA desenharam para o sucesso e usaram apenas critérios de sintomas) e a vacina não protege de pegar o vírus (esperadíssimo)",-1,1.0,25,75.0
1346934780902961155,Wed Jan 06 21:40:51 +0000 2021,,"@NicabateYah Se a vacina da Pfizer de fato apresentar eficácia e salvar vidas, penso que será muito mais gratificante para essa senhora  e o prêmio Nobel será apenas um enfeite..",0,-1.0,25,50.0
1348385267758084101,Sun Jan 10 21:44:34 +0000 2021,"São Paulo, Brasil","@VogelMaricy Estão comentando que a vacina Pfizer tbm foi feita pela a China, será?",1,0.0,100,50.0
1348251797790584834,Sun Jan 10 12:54:12 +0000 2021,,"@Lau_bbarcellos @EduLau @mab_sp125 Também não me conformo. Uma vacina fantástica, 95% de eficácia, testada no Brasil. Foi esnobada repetidamente pelo governo. Agora para 2021 não há mais disponibilidade.  E a displicência continua. Porque não fecham acordo com a Moderna? Com a Janssen, com a Novavax?😩",-1,0.0,25,50.0
1348769087095250944,Mon Jan 11 23:09:43 +0000 2021,,@MayorBWPayne SI ASTRAZENECA MODERNA Y PFIZER SEGURO,0,-1.0,100,75.0
1347331788893523972,Thu Jan 07 23:58:25 +0000 2021,,@BarnardB20 Um dia só pra cada? O povo vai ser contaminado na fila da vacina.,1,-1.0,25,50.0
1347318355447918593,Thu Jan 07 23:05:02 +0000 2021,,@dan_alt @lhmandetta Pq a Pfizer ainda n existe para nós.. kkkk,1,0.0,50,75.0
1349371797746163713,Wed Jan 13 15:04:41 +0000 2021,,"@mellziland @ceciliamartinn @larissablog @binerighetti @TaschnerNatalia Pq a Vacina da Moderna, Pfizer e Sputinik com eficáciad de mais de 90% são piores ou iguais a Coronavac e não melhores??? Europa, EUA, Argentina e Bolívia com vacinas com mais de 90% de eficácia e Brasil com a menos eficaz... Podem tentar esconder isso, mas não vão conseguir.",-1,1.0,25,25.0
1349140146650820612,Tue Jan 12 23:44:11 +0000 2021,,@dadourado Caíram todos no golpe de marketing da Pfizer e ninguém sabe como sair.,1,0.0,25,50.0
1348742466682445829,Mon Jan 11 21:23:57 +0000 2021,brasília,"@gla_diado Se tivessem comprado as 70 mi doses da pfizer, dava pra vacinar os prioritários. As outras vacinas pros restantes...muita incompetência!",0,-1.0,25,50.0
1348588923589713920,Mon Jan 11 11:13:49 +0000 2021,Brasil,"@LuizNun81660758 @CNNBrasil @profeborto @Ezequiasns @manuelkobel @HumbertoReisJr Não sou especialista, mas pelas pesquisas, o fato da vacina da Pfizer e da Moderna usarem tecnologia mais inovadora, a mRNA, torna a vacina mais eficaz. Por outro lado, pesa custo, dificuldade de armazenamento. Acho q qualquer vacina q evitar hospitalização será bem vinda.",-1,1.0,75,50.0
1348781412846067712,Mon Jan 11 23:58:42 +0000 2021,Rio de Janeiro,@raposoanapaula Gente eu acabei de falar sobre isso... guerra política com a vacina. Burocracia da Anvisa tem objetivo bem nítido,0,1.0,75,50.0
1348041968539078657,Sat Jan 09 23:00:25 +0000 2021,,"@1612Thiago @samydana Mas será. Não tenho dúvidas q o mundo inteiro usará essa vacina. Como tb a da Pfizer, Moderna e até a da Rússia",0,-1.0,75,75.0
1347323095158321153,Thu Jan 07 23:23:52 +0000 2021,"São Paulo, Brazil","@thaisplicandoo @alvarodias_ Thais, vamos fazer assim: os paranaenses tomam vacina da China, os paulistas tomam da Pfizer, Moderna, Oxford, Sputinik , fechado ?????",1,0.0,25,50.0
1347693053570670600,Fri Jan 08 23:53:57 +0000 2021,"Rio de Janeiro, Brasil","@PedroJo06512765 Ñ entendo, se a Índia está em 2° lugar de mortes por covid-19 ,está produzindo vacinas indianas q as clínicas encomendaram 5 milhões de doses, pq ñ vacinaram os indianos?",1,0.0,25,50.0
