tweet_id;created_at;user_location;tweet_text
1347973474954977280;Sat Jan 09 18:28:15 +0000 2021;;@Valderifs @ArturZalewska @Cambricoli @ekallas Você já leu a fase 3 da AstraZeneca aqui no Brasil? É 62% de eficácia para qualquer sintoma, mas 100% para hospitalizações e mortes. Semelhante à vacina do Butantan e também conta com logística excelente. Pfizer não é realidade nossa, no máximo Moderna (-20⁰C).
1347631466184896514;Fri Jan 08 19:49:13 +0000 2021;Fortaleza, Ceará;A AstraZeneca disse em dezembro que sua vacina tem uma eficácia de 70%, mas que poderia alcançar 100% com duas doses. https://t.co/jTrOuL6TdH
1346579217367101443;Tue Jan 05 22:07:58 +0000 2021;Rio de Janeiro;@Alexr_q @theToddys @correio Complicado demais o ódio no mundo  https://t.co/KIRZaRGWMz
1346921763465277443;Wed Jan 06 20:49:07 +0000 2021;;@schrarstzhaupt @analise_covid19 Excelente. Passei um longo 2020 explicando isso e a invariável queda ao final de todos os gráficos a pessoas variadas. Seu artigo ajuda muito. Obrigada.
1347653879320743936;Fri Jan 08 21:18:17 +0000 2021;Salvador, Brasil;@costa_rui Cadê a vacina sputnik Rui Costa? O Sr não iria comprar 50 milhões de doses.... Agora vai esperar o governo federal... aí, é sacanagem!
1348781465786527751;Mon Jan 11 23:58:55 +0000 2021;Manaus, Brasil;@lidperesss Que academia amg, tô doida pra começar mas tô com medo do corona
1348617503757520900;Mon Jan 11 13:07:23 +0000 2021;;@Vilma98662022 @DINAHMRIB1 por logica simples... a eficacia de sua vacina teria que ser muito superior as outras....  pergunta simples  PFIZER E MODERNA tiveram as mesma diferença gritante no dado EFICACIA?
1346599435959197703;Tue Jan 05 23:28:18 +0000 2021;São Paulo, Brasil;@laurojardim @LeonelRadde @lilian_tahan @LucianoHuck  É preço do golpe!!!Golpistas que paguem as contas do Brasil quebrado!!!!!!!!!!!!!!!!!!!!!!!!E as mortes da covid-19!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/hhmWlA2w4p
1348311860093853698;Sun Jan 10 16:52:52 +0000 2021;em algum lugar;@casperchief @bollemdb @anvisa_oficial @butantanoficial Se ainda fosse dirigida por técnicos e não por um militar, não teríamos o que duvidar destas análises, mas está parecendo uma guerra política, e só  vão liberar a vacina sinovac depois que chegar aqui a de Oxford.
1347330573984026626;Thu Jan 07 23:53:35 +0000 2021;;@acmneto_ Outro publicitário do Coronavac? Porque tanto lobby a vacina chinesa e  nenhuma linha para a vacina de Oxford?
1347329753309728769;Thu Jan 07 23:50:20 +0000 2021;São Paulo, Brasil;@projmandacaru @MiguelNicolelis 200 mil mortes por Covid-19: janeiro e fevereiro podem ser os meses piores Virologista afirma que curva de casos do país volta a crescer e cenário pode ser dramático nas próximas semanas #coronavirus #COVID19  https://t.co/kgvibwxgJv
1347875725240639495;Sat Jan 09 11:59:49 +0000 2021;Campinas, Brasil;@DivaMercedes3 @luizacaires3 Mas o milico da saúde, General Zolpidem, especialista em logística e que só faz bons negócios pagou $3.75 por dose. Você tem razão. É um mercado bilionário, o que é mais um motivo para ter clareza. Eu não tomaria a Sputnik justamente devido à falta de transparência.
1346901870518923269;Wed Jan 06 19:30:04 +0000 2021;Brasil;@RodrigoMaia @ReverendWarnock O senhor é indiretamente responsável pelo genocidio que está acontecendo no Brasil por não ter dado inicio ao impeachment do Bolsonaro. Enquanto vcs ficam fazendo politicagem, quase 200,000 pessoas já morreram.
1346953758211653632;Wed Jan 06 22:56:15 +0000 2021;Curitiba, Paraná;@RenatoBacon @Cardoso Se c*rdoso fosse bom não começaria com c de coronavírus.
1348606423660453892;Mon Jan 11 12:23:21 +0000 2021;Beberibe, Brasil;@CamiloSantanaCE Nobre governador por gentileza luta para trazer a vacina Sputnik URGETEMENTE!
1348582198379753473;Mon Jan 11 10:47:06 +0000 2021;Salvador, Brasil;@sputnik_brasil Concordo.
1346861562557042689;Wed Jan 06 16:49:54 +0000 2021;;@jairbolsonaro Já que trouxe o porcentual dos vacinados, mas não colocou o total de pessoas vacinadas (vale lembrar que a vacinação ainda está no inicio), seguem os números completos.  Fontes: IBGE Países/ Universidade de Oxford https://t.co/gGxFMPBmkw
1347332027113213952;Thu Jan 07 23:59:22 +0000 2021;;@Rodolfo_Schutte @DaniloGentili Então, a vacina ainda não foi aprovada pela Anvisa, e aí?
1348053360725909509;Sat Jan 09 23:45:41 +0000 2021;;@samydana Seria interessante vc ver a última live do presidente com ministro da saúde está no pingo nós is  Lá vc vai ver que as vacina da moderna e pfizer elas só poderia entregar vacina apatir de julho e 3 M e 8 milhões de doses  Sendo que o Brasil precisa de 30 milhões mês
1346969362641674240;Wed Jan 06 23:58:16 +0000 2021;;@tirulacra amiga precisamos da vacina 😭😭 vc viu como está a situação ne? as pessoas agem como se não estivéssemos em uma pandemia
1347625399979814916;Fri Jan 08 19:25:07 +0000 2021;Macapá, Brasil;@sputnik_brasil Errado ele não tá
1348742990987145221;Mon Jan 11 21:26:02 +0000 2021;;@VEJA @radaronline acho que a sinovac está gastando mais do que planejava o desespero da bandidagem passou de todos os limites era caso da cassar o registro da rede
1347278774774202386;Thu Jan 07 20:27:45 +0000 2021;;@CNNBrasil Pfizer - 95% Moderna - 94,5% Sputnik - 91,4%  Pra nós Brasileiros:  Coronavac - 78% Astrazeneca/Oxford - 70,4%  Fonte: Própria CNN!  Conclusão: Vão empurrar as piores vacinas pra nós, é uma é desenvolvida com a China, que foi quem desenvolveu o Vírus!  ESTAMOS FUDIDO!
1347329921878794245;Thu Jan 07 23:51:00 +0000 2021;São Paulo;com essa notícia, eu firmo minha certeza que se tentarem forçar uma volta presencial nos curso eu vou trancar, porque mais do que não querer morrer, não quero trazer corona vairus e mata a minha mãe... #pas
1348043326826688512;Sat Jan 09 23:05:49 +0000 2021;Lisboa, Portugal;@andremiguelaa Se isso acontecer é um atentado à saúde pública e um possível potencializar da propagação da covid-19. Os meus pais vão estar em mesas de voto, têm mais de 60 anos os dois. Contacto com infectados?
1347238840763875333;Thu Jan 07 17:49:04 +0000 2021;Brasil;@o_antagonista TABELA DE EFICÁCIA DAS VACINAS Pfizer/BioNTech = 95% de eficácia Moderna = 94,5% de eficácia Sputnik V = 91,4% de eficácia Sinopharm,chinesa = 79% de eficácia Coronavac = 78% de eficácia E AGORA?
1348300351494123521;Sun Jan 10 16:07:08 +0000 2021;Washington, DC;Sobre a Coronavac, ela á produto do laboratório Sinovac. Desconhecemos as causas dos dados ausentes exigidos pela @anvisa_oficial . Mas, dada a relação entre o @butantanoficial e o laboratório — isto é, do @butantanoficial  como “subsidiária” na vacina — é possível que ...  +
1348407787555057665;Sun Jan 10 23:14:03 +0000 2021;;@CludiaTanaka2 Vergonhoso. Enquanto isso milhares e milhares de brasileiros continuam morrendo pela covid-19.
1348038217254252544;Sat Jan 09 22:45:30 +0000 2021;Rio de Janeiro, Brazil;@minsaude Ranking de países vacinando contra o coronavírus:  🇺🇲 5,9 milhões de pessoas 🇨🇳 4,5 mi 🇮🇱  1,7 mi 🇬🇧 1,3 mi 🇦🇪 887 mil 🇷🇺 800 mil 🇩🇪 417 mil 🇮🇹 413 mil 🇨🇦 230 mil 🇪🇸 200 mil 🇵🇱 160 mil 🇧🇷 0 pessoas 🤡57 milhões de pessoas não tomarão a vacina contra o Covid-19
1348353092748767233;Sun Jan 10 19:36:43 +0000 2021;;@DanielaVergasta @_fernandalucas @octavio_guedes Os resultados dos estudos da Vacina de Oxford foram publicados na renomada Revista Científica Lancet. Os da CoronaVac não foram publicados em nenhuma Revista Científica, nem fornecidos a Anvisa ou a outra agência séria. Portanto, a não aprovação da CoronaVac segue sendo técnica
1346606048317231107;Tue Jan 05 23:54:35 +0000 2021;Lisboa, Portugal;@beatrizzbento profundo, né?
1348397707531079683;Sun Jan 10 22:34:00 +0000 2021;;@carlosjordy Muito boa a entrevista! Excelente! E os repórteres, que vexame! Uma afirma que a vicina é produzida no Butantã, o outro fala que a China já está usando a Coronavac. Sofrível!😮 Que mal informados!
1347681796448808969;Fri Jan 08 23:09:13 +0000 2021;Brasil;De braços dados com nossos parceiros, desenhamos ações para atender as urgências enfrentadas pelas comunidades tradicionais com a pandemia. Distribuímos itens de higiene, testes de #Covid19 e, no campo e na cidade, entregamos cestas emergenciais. https://t.co/DTyaSnG9SH
1346603027801772033;Tue Jan 05 23:42:35 +0000 2021;;@CNNBrasil O Brasil está quebrado SIM. Por outro lado, o TOMA LÁ DÁ CÁ está mais forte do que nunca! A Aliança entre PT, CENTRÃO E JAIR BOLSONARO é inquebrável. #PedePraSairBolsonaro  #COVID19
1348325880821673984;Sun Jan 10 17:48:35 +0000 2021;;@38Licia @CNNBrasil Já entregaram Lícia, o problema é que são dois pesos, duas medidas. A Sinovac erra por não ter publicado o estudo em uma revista científica ainda.
1346599722384031746;Tue Jan 05 23:29:27 +0000 2021;Natal, Brasil;@obscovid19br Doutor em Demografia. Professor na @ufrnbr e da pós-grad em Demografia (@ppgdem). Coord do Observatório do Nordeste para Análise Sociodemografica (ONAS-Covid19) e do podcast Rasgaí. https://t.co/15NGbisTDr https://t.co/Wb06019B2Q
1348497778813661186;Mon Jan 11 05:11:39 +0000 2021;;@sputnik_brasil Esse micail gorbashov só fala merda e sempre quis quebrar a Rússia financeiramente como fez com a União Soviética
1347327257732411393;Thu Jan 07 23:40:25 +0000 2021;;@sadjiulia bom eu nao acho que a mulher que lambeu a tampa do aviao quando estouro o corona virus seria capaz de inventar UMA mentira squer..
1347250624572878854;Thu Jan 07 18:35:54 +0000 2021;;@deckerjdoe @lima_isabel_ vem aí! estaremos em breve dançando essa música exaltando a vacina nos rolês @ssfilg @brenogasj1 @giuliaab__ @estelin_Moderna
1347510643558129667;Fri Jan 08 11:49:07 +0000 2021;Porto, Portugal;@EU_Commission propôs hoje aos Estados-Membros 🇪🇺adquirir mais 200 milhões de doses da vacina BioNTech/Pfizer contra a #COVID19 com a opção de adquirir 100 milhões de doses adicionais. +Info em https://t.co/1LzEaNWvam #SafeVaccines #VaccinesWork @CE_PTrep https://t.co/EIldO3gLwP
1348001135601332232;Sat Jan 09 20:18:10 +0000 2021;Belo Horizonte, Brasil;@sputnik_brasil Pensa num sujeito otário
1348739592246190080;Mon Jan 11 21:12:31 +0000 2021;Rio de Janeiro, Brasil;@carloselcastro_ @VBonecker @butantanoficial Que artigo? Publicado onde? Nenhum cientista sabe qual a eficácia global até agora, estão pedindo isso desde 5a feira. A da Oxford foi publicada na revista Lancet há semanas. A bula tbm já foi divulgada. Da Pfizer  não acompanhei, mas a FDA não aprovaria a vacina sem esses dados.
1348402695430922242;Sun Jan 10 22:53:49 +0000 2021;Rio de Janeiro, Brasil;"O primeiro caso da Covid-19 no Brasil foi registrado em 26 de fevereiro de 2020. Quantas pessoas teremos vacinadas 13 meses depois, em março agora, logo ali? Lidamos pior com a pandemia hoje do que há dez anos. Como diria Adriano Imperador: ""Que Deus perdoe essas pessoas ruins""."
1346598111385423873;Tue Jan 05 23:23:02 +0000 2021;Rio de Janeiro, Brasil;@AfpChecamos Eu e minha família tomamos e até agora ninguém pegou #COVID19! É um soldado com escudo na batalha!! #IVERMECTINAProfilaxia  #TratamentoPrecoceSalvaVidas
1347492119938740224;Fri Jan 08 10:35:31 +0000 2021;;@patricckjulian1 @emersonfloress @kimpkat GOVERNO COMPROU 325 MILHOES DE DOSES, ASTRA ZENECA, SPUTNIK E CORONAVAC. DECIDE AI.
1346605667315032065;Tue Jan 05 23:53:04 +0000 2021;;@ixxxtephanie coronavac, sem eficácia garantida
1346466973601861633;Tue Jan 05 14:41:57 +0000 2021;;@g1 e nada da vacina da moderna ou pfizer, tnc esse governo
1346968664654946309;Wed Jan 06 23:55:29 +0000 2021;jaehyun.;@hipnosart o presidente do brasil disse q o corona é uma gripizinha presidentes realmente sempre estão certos?
1346850185561993216;Wed Jan 06 16:04:42 +0000 2021;;"@Rafael_SoaresDI @Desesquerdizada Quem escolhe não sou eu indivíduo e a Anvisa, ""então vou tomar na rede particular pq só confio na da pfizer e o no  SUS e a astrazeneca"" , Anvisa que libera TB"
1348051061005836289;Sat Jan 09 23:36:33 +0000 2021;Dourados, Brasil;@LGuilherme_0 Mas eu já sai do isolamento faz 4 dias né, n tô com corona
1346929604842450947;Wed Jan 06 21:20:17 +0000 2021;Porto Alegre/ RS/ Brasil;""" - Por volta de 44 países estão vacinando, contudo a Pfizer vendeu para muitos desses apenas 10.000 doses. Daí a falácia da mídia como se estivessem vacinando toda a população.""  #MidiaLixo #MidiaComunista"
1347691472108326912;Fri Jan 08 23:47:40 +0000 2021;Natal, Brasil;@ciboqs devo estar pq nem corona quer me pegar
1348756826523922439;Mon Jan 11 22:21:00 +0000 2021;Diadema - SP - Brazil;@CaioAPrado @andreoofi @felipeneto O @STF deixou à cargo de governadores e prefeitos o combate contra o #coronavirus..
1346843647363473409;Wed Jan 06 15:38:43 +0000 2021;São Paulo, Brasil;@kimpkat O brasileiro não tem um pingo de paz, e nem um momento de esperança com esse lixo de presidente. Quando está todo mundo liberando uma vacina, a nossa está aquela incógnita. Quando libera a de Oxford, não temos seringa! Está difícil!
1348398565572435969;Sun Jan 10 22:37:24 +0000 2021;;@taoquei1 Só mesmo os desesperados para aceitar uma vachina dessas. Está mais do que comprovado que a coronavac não tem eficácia nenhuma.
1347683475827154944;Fri Jan 08 23:15:54 +0000 2021;Brasil;@drpannibal @taoquei1 Não posso, já tive coronavírus, e segundo estudos é perigoso eu tomar sendo que contraí o vírus
1347500431484854272;Fri Jan 08 11:08:32 +0000 2021;Rio de Janeiro;@JosCarv41775661 @Sgt_Pimenta2 @pfizer @BioNTech_Group @exercitooficial @marmilbr @fab_oficial Estas farmacêuticas são agentes comerciais, como todas as outras.  Pedir humanidade a elas é estranho e descabido. São comerciantes da saúde, nada mais. E, como cobrar participação social, se nossos próprios governantes também desconhecem o que é isso?
1346928127126032389;Wed Jan 06 21:14:24 +0000 2021;Belo Horizonte, Brasil;@ChuretaJuliano @oalexsimoes E o presidente (O culpado) liberou novas verbas? Não, deixou vencer muitos testes. O presidente já comprou alguma vacina? Por que mesmo com a vacina da Pfizer liberada e aprovada mundialmente, com os artigos científicos publicados, ele nem planejou comprar (e nem estrutura teria)
1348054229060112387;Sat Jan 09 23:49:08 +0000 2021;Erechim, Rio Grande do Sul;@GarbinAne @ricardob_rib Eu só queria estar sem corona comemorando a formatura do nosso friend @ricardob_rib
1348765480190935043;Mon Jan 11 22:55:23 +0000 2021;;@mab_sp125 A vacina do Butantã padece da comparação com os resultados excelentes da Moderna e da Pfizer,mas li um artigo bem interessante questionando os números.O doutor leu? https://t.co/JusyYzMTot
1348418859594821636;Sun Jan 10 23:58:03 +0000 2021;;@ArthurWeint O Rito d Ciência Está Sendo Iguinorado,Tanto pelo Instituto Butantã como pela SinoVac,Pfizer, outras  Farmacêuticas,Governantes Mundiais,OMS,na Fabricação d Vacina d CONVID19,Ao Ignorar o Rito d Ciência Governantes Inescrupulosos Ganânciosos,não Estão Preocupados em Salvar Vidas.
1347327882029375488;Thu Jan 07 23:42:53 +0000 2021;;@ronnievcarvalho @carlosjordy Amigão se não entendeu, não quero de Oxford, sinovac, pfizer, não se deve ter vacina às pressas com pouco tempo de estudo! Vacina não acaba pandemia e sim imunidade de rebanho! Fique a vontade pra tomar!
1347321914482688000;Thu Jan 07 23:19:11 +0000 2021;São Paulo, Brasil;@projmandacaru @MiguelNicolelis 𝗠𝗮𝗿𝗰𝗮 𝘁𝗿𝗮́𝗴𝗶𝗰𝗮 𝗱 𝟮𝟬𝟬 𝗺𝗶𝗹 𝗺𝗼𝗿𝘁𝗲𝘀 𝗽𝗼𝗿 #COVID 𝗰𝗵𝗲𝗴𝗮 𝗰𝗼𝗺 𝗼́𝗯𝗶𝘁𝗼𝘀 𝗲𝗺 𝗮𝗹𝘁𝗮 𝗲 𝗺𝘂𝘁𝗮𝗰̧𝗮̃𝗼 𝗻𝗼 𝘃𝗶́𝗿𝘂𝘀 2o especialistas,mo/o difere do marco de 100 mil vítimas,qdo pandemia arrefecia #coronavirus #COVID19 https://t.co/upBrLR0rpl https://t.co/7u3iHQFRa1
1347711957571424257;Sat Jan 09 01:09:04 +0000 2021;;@brasil247 Farmacêutica brasileira União Química começará produção de vacina russa na próxima semana Empresa prevê produzir até 8 milhões de doses da Sputnik V por mês Por Reuters Publicado em: 08/01/2021 às 20h46 access_time Tempo de leitura: 1 min
1348402099059621890;Sun Jan 10 22:51:27 +0000 2021;;"@RevistaISTOE Quando o jornalista consegue informar que alguém foi diagnosticado com Covid-19, sem apelar para a expressão imbecil/imbecilizante ""testou positivo"", ganha pontos em seu conceito profissional (pelo bom uso da língua). São poucos."
1346597047563132932;Tue Jan 05 23:18:49 +0000 2021;Porto Alegre, Brasil;@felipesleon @mab_sp125 Como explica o infectologista Ricardo Zimerman, a Coronavac é uma vacina nati-morta. De 16 a 17:10 min.  https://t.co/M9jPa6U6AF
1346604619984723969;Tue Jan 05 23:48:54 +0000 2021;;"@Dida_CRF É muito complicado, abandonei essa discussão faz tempo. No meio médico há pessoas conceituadas que defendem uso de ivermectina e hxcq. No estado do ES, por exemplo, a própria SESA (secretaria estadual de saúde) tem o ""pack covid-19"" no protocolo."
1346968751934222341;Wed Jan 06 23:55:50 +0000 2021;;@jairbolsonaro SE É A SERINGA,,,,,,,,,,,, ESTOU COMPRANDO A MINHA ,,,,,,,,,,,,,, SOLTA A VACINA RRRRRRRRRRRSSSSSSSSSSSSS
1346590749756895232;Tue Jan 05 22:53:47 +0000 2021;;"@Junior_84_sccp @EmilioCR_11 @guga_92 @UOL Distorção é algo incrível que pessoal da foice e martelo faz como ninguém, esperar uma vacina confiável agora é ""dizer que não presta"".  Desses 10% a coronavac não representa 1"
1346606243100692480;Tue Jan 05 23:55:21 +0000 2021;;@ElielOlivetree @andretrig Melhor  é  ignorar os retardados, pobres de direita que comem ovo e arrotam caviar e ainda aplaudem um governo que vai permitir que apenas os ricos tenham acesso a vacina na rede privada. Acorda rapaz.
1348781474959536132;Mon Jan 11 23:58:57 +0000 2021;toy chica supremacy🛐;@SeraphimLaura meu pai acha q o corona é golpe do comunismo KGKSKGKSGKSKF
1348776219710525443;Mon Jan 11 23:38:04 +0000 2021;ZO, Carapicuíba - SP;@oiregoRRR Coronavac da Indonésia não é feita pelo @butantanoficial. A burrice é tanta que chega a ser incompreensível...
1346587366778155010;Tue Jan 05 22:40:21 +0000 2021;;@DCM_online *Fonte:*  https://t.co/imffZ4bxjc  Reflexões É esse tipo de notícia que temos que compartilhar.... Se o vírus está proliferando, então vamos proliferar, boas coisas, boas ideias e boas dicas também!
1347324195303280645;Thu Jan 07 23:28:14 +0000 2021;Brazil;"@RodrigoMaia Pfizer + BioNTech: 95% Moderna: 94,5%  Sputnik V: 92%  Sinovac: 78% AstraZeneca + Universidade de Oxford: 70% Ainda falta falar de valores, mas a nota pelo comportamento do brasileiro foi ""7,8"" o suficiente para passar de ano."
1348746154067034112;Mon Jan 11 21:38:36 +0000 2021;;@CNNBrasil Doria tinha de estar preso por genocídio provocado por interesse particulares e políticos  na pandemia , a China rejeitou esta vacina da sinovac , porque essa insistência,se nem eles querem ??? Um homem de inteligência mediana não engole essa história !🤔
1348415457594929156;Sun Jan 10 23:44:32 +0000 2021;;@CNNBrasil Porque não oferecem vacina da moderna, ah coronav é da china terra da pirataria.😂😂😂😂😂😂😂😂😂😂😂😂
1346601495417024512;Tue Jan 05 23:36:29 +0000 2021;Rio de Janeiro, Brasil;❌ A assessoria de imprensa do prefeito confirmou a informação. Bruno tem apenas um irmão, chamado Gustavo, que é presidente da Fundação Mário Covas. Confira: https://t.co/9NACmaI3zx. #dimascovas #butantan #covid19 https://t.co/SxWO2r1lEQ
