tweet_id;created_at;time_shift;user_screen_name;user_id;user_location;state_location;region_location;tweet_text_lenght;tweet_text
1346594454371753984;2021-01-05 23:08:31+00:00;noite;MariasilvaD1;850725756632260608;brasilia brasil;undefinedstate;undefinedregion;238;@carlostgarzi @dehluuis @douglas12626875 os primeiros coronavírus humanos foram detectados em 1960 , são grupos de vírus, portanto faz tempo que têm pesquisas , não especificamente o covid19, mas da mesma família. senhor pesquise um pouco
1346828301579542531;2021-01-06 14:37:44+00:00;tarde;ottulab;1539458966;mzanzi;invalidstate;invalidregion;58;@zilevandamme pfizer @ 95% moderna @ 94% astrazeneca @ 90%
1348775765832314883;2021-01-11 23:36:16+00:00;noite;Fe_Toso;854021657907908611;americonha brasil;invalidstate;invalidregion;29;@maamalfi caraio ta d corona?
1348406434510336002;2021-01-10 23:08:40+00:00;noite;Tal_la_essa;3317066891;alcantara lisboa portugal;notbrazilstate;notbrazilregion;188;@joaomigueljorge quando se soube que estava internado devido a complicações com o covid 19, o grupo atlético 1942 (goa do atlético) deixou uma mensagem de melhoras. https://t.co/azyrwbm9m2
1347644502123679751;2021-01-08 20:41:01+00:00;noite;PistelliRoberto;1068978717916057600;sao paulo;São Paulo;Sudeste;305;@bbcbrasil @gkellygbernardo @miguelnicolelis fazer um mês de lockdown acaba a covid19,  lei marcial imposta e toque de recolher 24 horas e só médicos, enfermeiros e militares trabalhando.  no final o covid19 acaba mas também todo o povo morre de fome, o pib cai 90% no mês e hiperinflação daqui a 3 meses.
1348759125400944647;2021-01-11 22:30:08+00:00;noite;RobsonMarc2;1315463465750933504;belo horizonte minas gerais;Minas Gerais;Sudeste;289;@7u15exe eficácia da coronavac já era contestada por pesquisador da unicamp.uma projeção feita c/ os dados anunciados no evento indicava q esse resultado, na vdd, poderia ser de apenas 63,75%. na china, a vacinação está sendo feita com vacinas da sinopharm e não com a coronavac da sinovac
1346540563915485184;2021-01-05 19:34:22+00:00;noite;limatss;4034674163;invalidlocation;invalidstate;invalidregion;244;@yagoyagora @oatila você confundiu oferta com demanda.  um laboratório vamos supor, a rede sabin vai chegar para a astrazeneca e comprar 100.000 doses.  o governo brasileiro 10 milhões.   quem você acha que consegue negociar melhores condições?
1346602901251227648;2021-01-05 23:42:04+00:00;noite;FernandaTrudes;1194256526220955648;vargem grande paulista brasil;São Paulo;Sudeste;292;@alessandroloio2 hoje a irmã da minha cunhada foi diagnosticada com covid-19 e o médico que a atendeu disse que o hospital não segue este protocolo. voltou pra casa com zero de medicação. a orientação foi ficar isolada e voltar se piorar. procurou outro médico e este receitou o tto completo.
1346605703151161344;2021-01-05 23:53:13+00:00;noite;Xablau95773706;1346154087319019523;invalidlocation;invalidstate;invalidregion;214;@marinasilva @nilmoretto ele está fazendo propaganda do tratamento precoce, não está ofuscando a vacina, ele só não está apoiando. ele tem que ser neutro sobre isso. pelo menos oq eu vejo, essa e minha visão sobre.
1348232023413051392;2021-01-10 11:35:37+00:00;manhã;LauraPaulon;45440078;brasil;undefinedstate;undefinedregion;159;@josluizmatheus1 @o_antagonista não. o governo tá implorando pra índia mandar 2mi de doses da vacina de oxford/astrazeneca para fazer a foto antes que o dória.
1347688780598226945;2021-01-08 23:36:58+00:00;noite;calcarneiro85;81240247;brasil;undefinedstate;undefinedregion;70;@rodrigomaia tu também é culpado por mais 200 mil mortes por covid-19!
1346607195870400514;2021-01-05 23:59:08+00:00;noite;ronaldfar;141723734;brasil;undefinedstate;undefinedregion;149;mais um 😢, 36 anos bixo. conhecido por defender o uso da cloroquina e da ivermectina, pastor thiago andrade morre de covid-19 https://t.co/dumx9mtw3o
1348407657380655104;2021-01-10 23:13:32+00:00;noite;elias_ssq;170285120;salvador brasil;Bahia;Nordeste;218;@rosa_riscala @butantanoficial @jdoriajr precisamos torcer por todas as vacinas, mas claramente essa questão da coronavac tá estranha. eu estou torcendo muito pra q a vacina da oxford se torne realidade o quanto antes.
1347685670978990080;2021-01-08 23:24:37+00:00;noite;jack_falando;1343899246874021888;invalidlocation;invalidstate;invalidregion;61;@folha quer a foto! cretino! vai retardar a vacina coronavac!
1348021048269131776;2021-01-09 21:37:17+00:00;noite;Hjlagos;280569414;invalidlocation;invalidstate;invalidregion;148;@robertoelleryjr tambem nao esquecerei os milhões de profissionais de saude expostos sem proteçao por que nao lhes foi oferecido a vacina da pfizer!
1347694342941650944;2021-01-08 23:59:04+00:00;noite;Amarild07908241;1199087938858033153;invalidlocation;invalidstate;invalidregion;80;@crf_cavalinho vem ser feliz novamente jj! toma a vacina da pfizer e volta logo!
1346603847859449863;2021-01-05 23:45:50+00:00;noite;wonderl3ddy;3215219177;10 03 20 07;notbrazilstate;notbrazilregion;64;@mikadgg cuidado q isso pode ser corona fiquei assim quando tive
1346606233990561792;2021-01-05 23:55:19+00:00;noite;luiboonen;82158439;brasil;undefinedstate;undefinedregion;158;@metropoles @jairbolsonaro @minsaude paguem minha passagem que eu vou. fiquem com seu mito. lá ja tem vacina confiável.  aqui vira jacaré gado da terra plana.
1347678468243419139;2021-01-08 22:56:00+00:00;noite;invalid_user;invalid_user;porto alegre brasil;Rio Grande do Sul;Sul;268;@silvanzanini1 @fernandoholiday o butantan é um órgão público então ele se responsabiliza pela vacina  foi a pfizer que não tinha essa responsabilidade porém todos os governos competentes para dar segurança e confiança a população se prontificaram a se responsabilizar
1347651448302166016;2021-01-08 21:08:38+00:00;noite;Indignado72;3386617823;roubolandia;invalidstate;invalidregion;241;a charge de hoje foi inspirada por uma ideia do seguidor @wjuniorif ! obrigado! 😃👍👍  #astirasdocaos #brasil #vacina #covid19 #coronavírus #campanhadevacinação #defendaosus #virarjacaré #bolaonaro #biroliro #bozonero #bolsomimions #antivacina
1346595202035806208;2021-01-05 23:11:29+00:00;noite;FmalacoF;1309246346394828800;invalidlocation;invalidstate;invalidregion;288;@n_p_junior o min.da saúde estima que terá 61,4 milhões de vacinas entre astrazeneca, coronavac e pfizer-biontech. mas, lembre-se: são 2 doses. nas últimas semanas, o reino unido imunizou 944.539 pessoas, alemanha (265.610), a itália (128.880) e a  espanha (82.834). vacinar é complexo...
1348028443649335296;2021-01-09 22:06:40+00:00;noite;brunacancio;26818259;sao paulo brasil;São Paulo;Sudeste;35;@marylarys a galera da pfizer, não.
1347940656497483779;2021-01-09 16:17:50+00:00;tarde;RoaMarta2;4809859910;en un pais sin memoria ;invalidstate;invalidregion;55;@euricsanti pfizer para ellos astrazeneca para ustedes.
1347973474954977280;2021-01-09 18:28:15+00:00;noite;JlioPrestes3;1282918979430907904;invalidlocation;invalidstate;invalidregion;308;@valderifs @arturzalewska @cambricoli @ekallas você já leu a fase 3 da astrazeneca aqui no brasil? é 62% de eficácia para qualquer sintoma, mas 100% para hospitalizações e mortes. semelhante à vacina do butantan e também conta com logística excelente. pfizer não é realidade nossa, no máximo moderna (-20⁰c).
1347631466184896514;2021-01-08 19:49:13+00:00;noite;opovoonline;19351269;fortaleza ceara;Ceará;Nordeste;141;a astrazeneca disse em dezembro que sua vacina tem uma eficácia de 70%, mas que poderia alcançar 100% com duas doses. https://t.co/jtroul6tdh
1346579217367101443;2021-01-05 22:07:58+00:00;noite;phernando;18389761;rio de janeiro;Rio de Janeiro;Sudeste;87;@alexr_q @thetoddys @correio complicado demais o ódio no mundo  https://t.co/kirzargwmz
1346921763465277443;2021-01-06 20:49:07+00:00;noite;FlviaFeij2;1320288428802572288;invalidlocation;invalidstate;invalidregion;185;@schrarstzhaupt @analise_covid19 excelente. passei um longo 2020 explicando isso e a invariável queda ao final de todos os gráficos a pessoas variadas. seu artigo ajuda muito. obrigada.
1347653879320743936;2021-01-08 21:18:17+00:00;noite;fabiobaea55;1629133554;salvador brasil;Bahia;Nordeste;145;@costa_rui cadê a vacina sputnik rui costa? o sr não iria comprar 50 milhões de doses.... agora vai esperar o governo federal... aí, é sacanagem!
1348781465786527751;2021-01-11 23:58:55+00:00;noite;Nahbarroso;751915995388846080;manaus brasil;Amazonas;Norte;76;@lidperesss que academia amg, tô doida pra começar mas tô com medo do corona
1348617503757520900;2021-01-11 13:07:23+00:00;tarde;farias_leonidas;1168948105309544448;invalidlocation;invalidstate;invalidregion;206;@vilma98662022 @dinahmrib1 por logica simples... a eficacia de sua vacina teria que ser muito superior as outras....  pergunta simples  pfizer e moderna tiveram as mesma diferença gritante no dado eficacia?
1346599435959197703;2021-01-05 23:28:18+00:00;noite;IzabelLula;1134942145763258368;sao paulo brasil;São Paulo;Sudeste;225;@laurojardim @leonelradde @lilian_tahan @lucianohuck  é preço do golpe!!!golpistas que paguem as contas do brasil quebrado!!!!!!!!!!!!!!!!!!!!!!!!e as mortes da covid-19!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/hhmwla2w4p
1348311860093853698;2021-01-10 16:52:52+00:00;tarde;rebeccaparica;104509669;em algum lugar;invalidstate;invalidregion;269;@casperchief @bollemdb @anvisa_oficial @butantanoficial se ainda fosse dirigida por técnicos e não por um militar, não teríamos o que duvidar destas análises, mas está parecendo uma guerra política, e só  vão liberar a vacina sinovac depois que chegar aqui a de oxford.
1347330573984026626;2021-01-07 23:53:35+00:00;noite;BrasileirosR;1184297982335823872;invalidlocation;invalidstate;invalidregion;120;@acmneto_ outro publicitário do coronavac? porque tanto lobby a vacina chinesa e  nenhuma linha para a vacina de oxford?
1347329753309728769;2021-01-07 23:50:20+00:00;noite;denio_vale;708296222105329666;sao paulo brasil;São Paulo;Sudeste;265;@projmandacaru @miguelnicolelis 200 mil mortes por covid-19: janeiro e fevereiro podem ser os meses piores virologista afirma que curva de casos do país volta a crescer e cenário pode ser dramático nas próximas semanas #coronavirus #covid19  https://t.co/kgvibwxgjv
1347875725240639495;2021-01-09 11:59:49+00:00;manhã;leandrotessler;70938727;campinas brasil;São Paulo;Sudeste;295;@divamercedes3 @luizacaires3 mas o milico da saúde, general zolpidem, especialista em logística e que só faz bons negócios pagou $3.75 por dose. você tem razão. é um mercado bilionário, o que é mais um motivo para ter clareza. eu não tomaria a sputnik justamente devido à falta de transparência.
1346901870518923269;2021-01-06 19:30:04+00:00;noite;babaloo_sputnik;275040361;brasil;undefinedstate;undefinedregion;240;@rodrigomaia @reverendwarnock o senhor é indiretamente responsável pelo genocidio que está acontecendo no brasil por não ter dado inicio ao impeachment do bolsonaro. enquanto vcs ficam fazendo politicagem, quase 200,000 pessoas já morreram.
1346953758211653632;2021-01-06 22:56:15+00:00;noite;dbs2311;55615714;curitiba parana;Paraná;Sul;78;@renatobacon @cardoso se c*rdoso fosse bom não começaria com c de coronavírus.
1348606423660453892;2021-01-11 12:23:21+00:00;tarde;professorgerman;902883199247929344;beberibe brasil;Ceará;Nordeste;94;@camilosantanace nobre governador por gentileza luta para trazer a vacina sputnik urgetemente!
1348582198379753473;2021-01-11 10:47:06+00:00;manhã;vale_neto43;874007535262498821;salvador brasil;Bahia;Nordeste;25;@sputnik_brasil concordo.
1346861562557042689;2021-01-06 16:49:54+00:00;tarde;rapho_;792899151788900352;invalidlocation;invalidstate;invalidregion;252;@jairbolsonaro já que trouxe o porcentual dos vacinados, mas não colocou o total de pessoas vacinadas (vale lembrar que a vacinação ainda está no inicio), seguem os números completos.  fontes: ibge países/ universidade de oxford https://t.co/ggxfmpbmkw
1347332027113213952;2021-01-07 23:59:22+00:00;noite;ivanbssb;3749911575;invalidlocation;invalidstate;invalidregion;89;@rodolfo_schutte @danilogentili então, a vacina ainda não foi aprovada pela anvisa, e aí?
1348053360725909509;2021-01-09 23:45:41+00:00;noite;ANDREREIS250;1129596446271950851;invalidlocation;invalidstate;invalidregion;276;@samydana seria interessante vc ver a última live do presidente com ministro da saúde está no pingo nós is  lá vc vai ver que as vacina da moderna e pfizer elas só poderia entregar vacina apatir de julho e 3 m e 8 milhões de doses  sendo que o brasil precisa de 30 milhões mês
1346969362641674240;2021-01-06 23:58:16+00:00;noite;lartbursin;171707670;invalidlocation;invalidstate;invalidregion;129;@tirulacra amiga precisamos da vacina 😭😭 vc viu como está a situação ne? as pessoas agem como se não estivéssemos em uma pandemia
1347625399979814916;2021-01-08 19:25:07+00:00;noite;AdrielL15216245;1099714416927559680;macapa brasil;Amapá;Norte;33;@sputnik_brasil errado ele não tá
1348742990987145221;2021-01-11 21:26:02+00:00;noite;rone_sbo;3092232629;invalidlocation;invalidstate;invalidregion;164;@veja @radaronline acho que a sinovac está gastando mais do que planejava o desespero da bandidagem passou de todos os limites era caso da cassar o registro da rede
1347278774774202386;2021-01-07 20:27:45+00:00;noite;Adriano64926605;1310997503316299779;invalidlocation;invalidstate;invalidregion;279;@cnnbrasil pfizer - 95% moderna - 94,5% sputnik - 91,4%  pra nós brasileiros:  coronavac - 78% astrazeneca/oxford - 70,4%  fonte: própria cnn!  conclusão: vão empurrar as piores vacinas pra nós, é uma é desenvolvida com a china, que foi quem desenvolveu o vírus!  estamos fudido!
1347329921878794245;2021-01-07 23:51:00+00:00;noite;FernandaAiub;750530388;sao paulo;São Paulo;Sudeste;206;com essa notícia, eu firmo minha certeza que se tentarem forçar uma volta presencial nos curso eu vou trancar, porque mais do que não querer morrer, não quero trazer corona vairus e mata a minha mãe... #pas
1348043326826688512;2021-01-09 23:05:49+00:00;noite;mafaldamquerido;744522950817292288;lisboa portugal;notbrazilstate;notbrazilregion;212;@andremiguelaa se isso acontecer é um atentado à saúde pública e um possível potencializar da propagação da covid-19. os meus pais vão estar em mesas de voto, têm mais de 60 anos os dois. contacto com infectados?
1347238840763875333;2021-01-07 17:49:04+00:00;tarde;melo_livi;906929686344863744;brasil;undefinedstate;undefinedregion;210;@o_antagonista tabela de eficácia das vacinas pfizer/biontech = 95% de eficácia moderna = 94,5% de eficácia sputnik v = 91,4% de eficácia sinopharm,chinesa = 79% de eficácia coronavac = 78% de eficácia e agora?
1348300351494123521;2021-01-10 16:07:08+00:00;tarde;bollemdb;539421221;washington dc;notbrazilstate;notbrazilregion;276;sobre a coronavac, ela á produto do laboratório sinovac. desconhecemos as causas dos dados ausentes exigidos pela @anvisa_oficial . mas, dada a relação entre o @butantanoficial e o laboratório — isto é, do @butantanoficial  como “subsidiária” na vacina — é possível que ...  +
1348407787555057665;2021-01-10 23:14:03+00:00;noite;ruyaguia;359645754;invalidlocation;invalidstate;invalidregion;109;@cludiatanaka2 vergonhoso. enquanto isso milhares e milhares de brasileiros continuam morrendo pela covid-19.
1348038217254252544;2021-01-09 22:45:30+00:00;noite;block30601;64825682;rio de janeiro brasil;Rio de Janeiro;Sudeste;269;@minsaude ranking de países vacinando contra o coronavírus:  🇺🇲 5,9 milhões de pessoas 🇨🇳 4,5 mi 🇮🇱  1,7 mi 🇬🇧 1,3 mi 🇦🇪 887 mil 🇷🇺 800 mil 🇩🇪 417 mil 🇮🇹 413 mil 🇨🇦 230 mil 🇪🇸 200 mil 🇵🇱 160 mil 🇧🇷 0 pessoas 🤡57 milhões de pessoas não tomarão a vacina contra o covid-19
1348353092748767233;2021-01-10 19:36:43+00:00;noite;aspasia_maria;1192933854992117767;invalidlocation;invalidstate;invalidregion;327;@danielavergasta @_fernandalucas @octavio_guedes os resultados dos estudos da vacina de oxford foram publicados na renomada revista científica lancet. os da coronavac não foram publicados em nenhuma revista científica, nem fornecidos a anvisa ou a outra agência séria. portanto, a não aprovação da coronavac segue sendo técnica
1346606048317231107;2021-01-05 23:54:35+00:00;noite;invalid_user;invalid_user;lisboa portugal;notbrazilstate;notbrazilregion;28;@beatrizzbento profundo, né?
1348397707531079683;2021-01-10 22:34:00+00:00;noite;GaionSilvia;1113547547572867072;invalidlocation;invalidstate;invalidregion;208;@carlosjordy muito boa a entrevista! excelente! e os repórteres, que vexame! uma afirma que a vicina é produzida no butantã, o outro fala que a china já está usando a coronavac. sofrível!😮 que mal informados!
1347681796448808969;2021-01-08 23:09:13+00:00;noite;socioambiental;17871562;brasil;undefinedstate;undefinedregion;270;de braços dados com nossos parceiros, desenhamos ações para atender as urgências enfrentadas pelas comunidades tradicionais com a pandemia. distribuímos itens de higiene, testes de #covid19 e, no campo e na cidade, entregamos cestas emergenciais. https://t.co/dtyasng9sh
1346603027801772033;2021-01-05 23:42:35+00:00;noite;luciano_acex;951078769812475904;invalidlocation;invalidstate;invalidregion;192;@cnnbrasil o brasil está quebrado sim. por outro lado, o toma lá dá cá está mais forte do que nunca! a aliança entre pt, centrão e jair bolsonaro é inquebrável. #pedeprasairbolsonaro  #covid19
1348325880821673984;2021-01-10 17:48:35+00:00;tarde;21_pensante;1159951804102303748;invalidlocation;invalidstate;invalidregion;166;@38licia @cnnbrasil já entregaram lícia, o problema é que são dois pesos, duas medidas. a sinovac erra por não ter publicado o estudo em uma revista científica ainda.
1346599722384031746;2021-01-05 23:29:27+00:00;noite;ricardoojima;104527953;natal brasil;Rio Grande do Norte;Nordeste;243;@obscovid19br doutor em demografia. professor na @ufrnbr e da pós-grad em demografia (@ppgdem). coord do observatório do nordeste para análise sociodemografica (onas-covid19) e do podcast rasgaí. https://t.co/15ngbistdr https://t.co/wb06019b2q
1348497778813661186;2021-01-11 05:11:39+00:00;manhã;CissoMartir;1210062659024015362;invalidlocation;invalidstate;invalidregion;129;@sputnik_brasil esse micail gorbashov só fala merda e sempre quis quebrar a rússia financeiramente como fez com a união soviética
1347327257732411393;2021-01-07 23:40:25+00:00;noite;invalid_user;invalid_user;invalidlocation;invalidstate;invalidregion;141;@sadjiulia bom eu nao acho que a mulher que lambeu a tampa do aviao quando estouro o corona virus seria capaz de inventar uma mentira squer..
1347250624572878854;2021-01-07 18:35:54+00:00;noite;masednem;1110350916534837249;invalidlocation;invalidstate;invalidregion;151;@deckerjdoe @lima_isabel_ vem aí! estaremos em breve dançando essa música exaltando a vacina nos rolês @ssfilg @brenogasj1 @giuliaab__ @estelin_moderna
1347510643558129667;2021-01-08 11:49:07+00:00;manhã;EDirectPorto;1159924520;porto portugal;notbrazilstate;notbrazilregion;279;@eu_commission propôs hoje aos estados-membros 🇪🇺adquirir mais 200 milhões de doses da vacina biontech/pfizer contra a #covid19 com a opção de adquirir 100 milhões de doses adicionais. +info em https://t.co/1lzeanwvam #safevaccines #vaccineswork @ce_ptrep https://t.co/eildo3glwp
1348001135601332232;2021-01-09 20:18:10+00:00;noite;geraldo78015349;805028993758089217;belo horizonte brasil;Minas Gerais;Sudeste;40;@sputnik_brasil pensa num sujeito otário
1348739592246190080;2021-01-11 21:12:31+00:00;noite;travellist_br;388441186;rio de janeiro brasil;Rio de Janeiro;Sudeste;325;@carloselcastro_ @vbonecker @butantanoficial que artigo? publicado onde? nenhum cientista sabe qual a eficácia global até agora, estão pedindo isso desde 5a feira. a da oxford foi publicada na revista lancet há semanas. a bula tbm já foi divulgada. da pfizer  não acompanhei, mas a fda não aprovaria a vacina sem esses dados.
1348402695430922242;2021-01-10 22:53:49+00:00;noite;bruno_marinho;60666383;rio de janeiro brasil;Rio de Janeiro;Sudeste;279;"o primeiro caso da covid-19 no brasil foi registrado em 26 de fevereiro de 2020. quantas pessoas teremos vacinadas 13 meses depois, em março agora, logo ali? lidamos pior com a pandemia hoje do que há dez anos. como diria adriano imperador: ""que deus perdoe essas pessoas ruins""."
1346598111385423873;2021-01-05 23:23:02+00:00;noite;JeaneCunhaChag2;795662562444636160;rio de janeiro brasil;Rio de Janeiro;Sudeste;165;@afpchecamos eu e minha família tomamos e até agora ninguém pegou #covid19! é um soldado com escudo na batalha!! #ivermectinaprofilaxia  #tratamentoprecocesalvavidas
1347492119938740224;2021-01-08 10:35:31+00:00;manhã;invalid_user;invalid_user;invalidlocation;invalidstate;invalidregion;125;@patricckjulian1 @emersonfloress @kimpkat governo comprou 325 milhoes de doses, astra zeneca, sputnik e coronavac. decide ai.
1346605667315032065;2021-01-05 23:53:04+00:00;noite;barbaradelgadoa;228716861;invalidlocation;invalidstate;invalidregion;47;@ixxxtephanie coronavac, sem eficácia garantida
1346466973601861633;2021-01-05 14:41:57+00:00;tarde;bionic_erotica;810562598802485248;invalidlocation;invalidstate;invalidregion;59;@g1 e nada da vacina da moderna ou pfizer, tnc esse governo
1346968664654946309;2021-01-06 23:55:29+00:00;noite;invalid_user;invalid_user;jaehyun ;invalidstate;invalidregion;110;@hipnosart o presidente do brasil disse q o corona é uma gripizinha presidentes realmente sempre estão certos?
1346850185561993216;2021-01-06 16:04:42+00:00;tarde;rafainbox1;1336749202651688966;invalidlocation;invalidstate;invalidregion;193;"@rafael_soaresdi @desesquerdizada quem escolhe não sou eu indivíduo e a anvisa, ""então vou tomar na rede particular pq só confio na da pfizer e o no  sus e a astrazeneca"" , anvisa que libera tb"
1348051061005836289;2021-01-09 23:36:33+00:00;noite;Souza_Ronaldoo;3708467956;dourados brasil;Mato Grosso do Sul;Centro-Oeste;72;@lguilherme_0 mas eu já sai do isolamento faz 4 dias né, n tô com corona
1346929604842450947;2021-01-06 21:20:17+00:00;noite;DocRS;138505285;porto alegre rio grande do sul brasil;Rio Grande do Sul;Sul;206;""" - por volta de 44 países estão vacinando, contudo a pfizer vendeu para muitos desses apenas 10.000 doses. daí a falácia da mídia como se estivessem vacinando toda a população.""  #midialixo #midiacomunista"
1347691472108326912;2021-01-08 23:47:40+00:00;noite;voualicematar;1171897077158334465;natal brasil;Rio Grande do Norte;Nordeste;46;@ciboqs devo estar pq nem corona quer me pegar
1348756826523922439;2021-01-11 22:21:00+00:00;noite;Nimpas_54d;338092183;diadema sao paulo brasil;São Paulo;Sudeste;118;@caioaprado @andreoofi @felipeneto o @stf deixou à cargo de governadores e prefeitos o combate contra o #coronavirus..
1346843647363473409;2021-01-06 15:38:43+00:00;tarde;negrosorgulho;3003479379;sao paulo brasil;São Paulo;Sudeste;241;@kimpkat o brasileiro não tem um pingo de paz, e nem um momento de esperança com esse lixo de presidente. quando está todo mundo liberando uma vacina, a nossa está aquela incógnita. quando libera a de oxford, não temos seringa! está difícil!
1348398565572435969;2021-01-10 22:37:24+00:00;noite;AlexAlm96368145;1184253388302753795;invalidlocation;invalidstate;invalidregion;137;@taoquei1 só mesmo os desesperados para aceitar uma vachina dessas. está mais do que comprovado que a coronavac não tem eficácia nenhuma.
1347683475827154944;2021-01-08 23:15:54+00:00;noite;betaloe;49992784;brasil;undefinedstate;undefinedregion;117;@drpannibal @taoquei1 não posso, já tive coronavírus, e segundo estudos é perigoso eu tomar sendo que contraí o vírus
1347500431484854272;2021-01-08 11:08:32+00:00;manhã;CarlosM86898782;1174651377064304640;rio de janeiro;Rio de Janeiro;Sudeste;347;@joscarv41775661 @sgt_pimenta2 @pfizer @biontech_group @exercitooficial @marmilbr @fab_oficial estas farmacêuticas são agentes comerciais, como todas as outras.  pedir humanidade a elas é estranho e descabido. são comerciantes da saúde, nada mais. e, como cobrar participação social, se nossos próprios governantes também desconhecem o que é isso?
1346928127126032389;2021-01-06 21:14:24+00:00;noite;GuiAlmeidaDiniz;80013756;belo horizonte brasil;Minas Gerais;Sudeste;309;@churetajuliano @oalexsimoes e o presidente (o culpado) liberou novas verbas? não, deixou vencer muitos testes. o presidente já comprou alguma vacina? por que mesmo com a vacina da pfizer liberada e aprovada mundialmente, com os artigos científicos publicados, ele nem planejou comprar (e nem estrutura teria)
1348054229060112387;2021-01-09 23:49:08+00:00;noite;_poerthal;1689159500;erechim rio grande do sul;Rio Grande do Sul;Sul;108;@garbinane @ricardob_rib eu só queria estar sem corona comemorando a formatura do nosso friend @ricardob_rib
1348765480190935043;2021-01-11 22:55:23+00:00;noite;KellenDomingue2;1079428055368642560;invalidlocation;invalidstate;invalidregion;199;@mab_sp125 a vacina do butantã padece da comparação com os resultados excelentes da moderna e da pfizer,mas li um artigo bem interessante questionando os números.o doutor leu? https://t.co/jusyyzmtot
1348418859594821636;2021-01-10 23:58:03+00:00;noite;SILVASO39432334;1255854351425421313;invalidlocation;invalidstate;invalidregion;293;@arthurweint o rito d ciência está sendo iguinorado,tanto pelo instituto butantã como pela sinovac,pfizer, outras  farmacêuticas,governantes mundiais,oms,na fabricação d vacina d convid19,ao ignorar o rito d ciência governantes inescrupulosos ganânciosos,não estão preocupados em salvar vidas.
1347327882029375488;2021-01-07 23:42:53+00:00;noite;Vitin1900;1321648232;invalidlocation;invalidstate;invalidregion;233;@ronnievcarvalho @carlosjordy amigão se não entendeu, não quero de oxford, sinovac, pfizer, não se deve ter vacina às pressas com pouco tempo de estudo! vacina não acaba pandemia e sim imunidade de rebanho! fique a vontade pra tomar!
