tweet_id,created_at,time_shift,user_screen_name,user_id,user_location,location_treated,state_location,region_location,tweet_text,tweet_text_spellchecked,tweet_text_spellchecked_lower,tweet_text_spellchecked_stemmed,tweet_text_spellchecked_lemmatized,label_A,label_B,pct_certainty_A,pct_certainty_B
1349475124781735938,2021-01-13 21:55:16+00:00,noite,WagnerASantos1,1229377878103592965,RibPreto-SP,ribpreto sao paulo,invalidstate,invalidregion,"@LucasCosta1505 @chefetgomu @Desesquerdizada @vinihgoncalves Quem não quiz comprar a da Pfizer foi seu amado líder, meu caro. Temos a Oxford e a Sinovac e nada mais. O motivo de não se comprar uma melhor, é a burrice do mito! Se temos só  essas duas, que se use imediatamente. O resto é polêmica de chato. Se tivesse melhor, mas não tem!","@LucasCosta1505 @chefetgomu @Desesquerdizada @vinihgoncalves Quem não quiz comprar a da Pfizer foi seu amado líder, meu caro. Temos a Oxford e a Sinovac e nada mais. O motivo de não se comprar uma melhor, é a burrice do mito! Se temos só  essas duas, que se use imediatamente. O resto é polêmica de chato. Se tivesse melhor, mas não tem!","@lucascosta1505 @chefetgomu @desesquerdizada @vinihgoncalves quem não quiz comprar a da pfizer foi seu amado líder, meu caro. temos a oxford e a sinovac e nada mais. o motivo de não se comprar uma melhor, é a burrice do mito! se temos só  essas duas, que se use imediatamente. o resto é polêmica de chato. se tivesse melhor, mas não tem!",quiz compr vacin am lid car vacin vacin nad motiv compr melhor burr mit dua use imediat rest polem chat melhor,quiz comprar vacina amar lider caro vacina vacina nada motivo comprar melhor burro mito dois usar imediato resto polemica chato melhor,-1,-1.0,50,50.0
1346969428618059778,2021-01-06 23:58:31+00:00,noite,Mikaemaize,1312430027183722497,"Marte ou Jupiter, n sei dizer",marte ou jupiter n sei dizer,invalidstate,invalidregion,"@IBarbosa01 @kimpkat Quanto mais demorar pra adquirir a vacina mais cara ela vai ficar, não temos tempo pra esperar o preço diminuir enquanto pessoas morrem","@IBarbosa01 @kimpkat Quanto mais demorar pra adquirir a vacina mais cara ela vai ficar, não temos tempo pra esperar o preço diminuir enquanto pessoas morrem","@ibarbosa01 @kimpkat quanto mais demorar pra adquirir a vacina mais cara ela vai ficar, não temos tempo pra esperar o preço diminuir enquanto pessoas morrem",quant demor adquir vacin car vai fic temp esper prec diminu enquant pesso morr,quanto demorar adquirir vacina cara ir ficar tempo esperar preco diminuir enquanto pessoa morrer,-1,-1.0,25,25.0
1346600865835184128,2021-01-05 23:33:59+00:00,noite,nathaIyf,438569537,pg,pg,notbrazilstate,notbrazilregion,a cura do corona,a cura do corona,a cura do corona,cur covid,cura covid,0,0.0,25,100.0
1349136724061016068,2021-01-12 23:30:35+00:00,noite,gerbelga,1214668421469749249,"Brasília, Brasil",brasilia brasil,statenotdefined,regionnotdefined,"@avriltime A mutação do corona n sofre tanta mutação como o vírus da gripe, passou no jornal isso...","@avriltime A mutação do corona n sofre tanta mutação como o vírus da gripe, passou no jornal isso...","@avriltime a mutação do corona n sofre tanta mutação como o vírus da gripe, passou no jornal isso...",mutaca covid sofr tant mutaca covid grip pass jorn,mutacao covid sofrer tanto mutacao covid gripe passar jornal,1,1.0,100,100.0
1346923128165965832,2021-01-06 20:54:33+00:00,noite,GiLia,24891898,nO aZuL dO mAr,no azul do mar,invalidstate,invalidregion,@CatiaAraujoN @Mmacedo_tweets A Pfizer disse isso publicamente.,@CatiaAraujoN @Mmacedo_tweets A Pfizer disse isso publicamente.,@catiaaraujon @mmacedo_tweets a pfizer disse isso publicamente.,vacin diss public,vacina dizer publicamente,0,0.0,75,100.0
1347271109130002434,2021-01-07 19:57:18+00:00,noite,invalid_user,invalid_user,Salvador,salvador,notbrazilstate,notbrazilregion,"@allisonamorim @costa_rui Ele já fez acordo pra comprar a vacina Sputnik,cara.","@allisonamorim @costa_rui Ele já fez acordo pra comprar a vacina Sputnik,cara.","@allisonamorim @costa_rui ele já fez acordo pra comprar a vacina sputnik,cara.",fez acord compr vacin vacin car,fazer acordo comprar vacina vacina cara,0,0.0,75,50.0
1346603847859449863,2021-01-05 23:45:50+00:00,noite,wonderl3ddy,3215219177,10.03 | 20.07,10 03 20 07,invalidstate,invalidregion,@mikadgg cuidado q isso pode ser corona fiquei assim quando tive,@mikadgg cuidado q isso pode ser corona fiquei assim quando tive,@mikadgg cuidado q isso pode ser corona fiquei assim quando tive,cuid pod covid fiq assim,cuidado poder covid ficar assim,0,0.0,75,100.0
1349504074929082368,2021-01-13 23:50:18+00:00,noite,invalid_user,invalid_user,"Caxias, Brasil",caxias brasil,Rio Grande do Sul,Sul,"@brunogagliasso Não liberaram a coronavac simplesmente por que ainda não estão em posse da vacina que vem Índia, por conta de embate político com Dória. Enquanto isso, milhares de vidas se perdem. Bolsonaro é um patriota que coloca interesses pessoais acima dos interesses da nação. Que tempos!!!","@brunogagliasso Não liberaram a coronavac simplesmente por que ainda não estão em posse da vacina que vem Índia, por conta de embate político com Dória. Enquanto isso, milhares de vidas se perdem. Bolsonaro é um patriota que coloca interesses pessoais acima dos interesses da nação. Que tempos!!!","@brunogagliasso não liberaram a coronavac simplesmente por que ainda não estão em posse da vacina que vem índia, por conta de embate político com dória. enquanto isso, milhares de vidas se perdem. bolsonaro é um patriota que coloca interesses pessoais acima dos interesses da nação. que tempos!!!",liber vacin simples aind poss vacin vem ind cont embat poli dor enquant milh vid perd bolsonar patriot coloc inter pessoal acim inter naca temp,liberar vacina simples ainda posse vacina vir india conta embate politico doria enquanto milhares vida perder bolsonaro patriota colocar interesse pessoal acima interesse nacao tempo,0,0.0,25,25.0
1347633387549425664,2021-01-08 19:56:52+00:00,noite,eshoje,52396205,"Vitória, Brasil",vitoria brasil,São Paulo,Sudeste,"SAÚDE | A Anvisa recebeu nesta sexta-feira (8) pedido de autorização temporária de uso emergencial, em caráter experimental da vacina de Oxford. A solicitação foi enviada pela Fiocruz, que conduz os estudos da vacina desenvolvida pela empresa AstraZeneca. https://t.co/pPjn9ulaAA","SAÚDE | A Anvisa recebeu nesta sexta-feira (8) pedido de autorização temporária de uso emergencial, em caráter experimental da vacina de Oxford. A solicitação foi enviada pela Fiocruz, que conduz os estudos da vacina desenvolvida pela empresa AstraZeneca. https://t.co/pPjn9ulaAA","saúde | a anvisa recebeu nesta sexta-feira (8) pedido de autorização temporária de uso emergencial, em caráter experimental da vacina de oxford. a solicitação foi enviada pela fiocruz, que conduz os estudos da vacina desenvolvida pela empresa astrazeneca. https://t.co/ppjn9ulaaa",saud anvis receb nest sext feir ped autorizaca tempor uso emerg carat experiment vacin vacin solicitaca envi vacin conduz estud vacin desenvolv empr vacin,saude anvisa receber em este sexta feira pedido autorizacao temporaria uso emergencial carater experimental vacina vacina solicitacao enviar vacina conduzir estudo vacina desenvolver empresa vacina,-1,-1.0,100,75.0
1346602134373068800,2021-01-05 23:39:02+00:00,noite,katia_wt,360607592,Rio de Janeiro,rio de janeiro,Rio de Janeiro,Sudeste,@GloboNews  A Pfizer declarou que a distância entre a 1a e 2a dose tem de ser no máximo 42 dias. Não entendi essas 12 semanas,@GloboNews  A Pfizer declarou que a distância entre a 1a e 2a dose tem de ser no máximo 42 dias. Não entendi essas 12 semanas,@globonews  a pfizer declarou que a distância entre a 1a e 2a dose tem de ser no máximo 42 dias. não entendi essas 12 semanas,vacin declar distanc dos max dia entend seman,vacina declarar distanciar dose maximo dia entender semana,-1,-1.0,50,75.0
1346966783018881024,2021-01-06 23:48:01+00:00,noite,dw030461,1108717829862367233,invalidlocation,invalidlocation,invalidstate,invalidregion,"@ailtonlopespsol Quase 200 mil pessoas morrendo pela COVID-19 em nosso país e o presidente do PSOL fazendo um jogo de vaidade de projetos progressistas para a nação.  "" Pequenos 20 anos de história e o mesmo pensamento de uma dita esquerda velha e mofada""","@ailtonlopespsol Quase 200 mil pessoas morrendo pela COVID-19 em nosso país e o presidente do PSOL fazendo um jogo de vaidade de projetos progressistas para a nação.  "" Pequenos 20 anos de história e o mesmo pensamento de uma dita esquerda velha e mofada""","@ailtonlopespsol quase 200 mil pessoas morrendo pela covid-19 em nosso país e o presidente do psol fazendo um jogo de vaidade de projetos progressistas para a nação.  "" pequenos 20 anos de história e o mesmo pensamento de uma dita esquerda velha e mofada""",quas mil pesso morr covid pal presid psol faz jog vaidad projet progress naca pequen ano hist pens dit esquerd velh mof,quase mil pessoa morrer covid pai presidente psol fazer jogo vaidade projeto progressista nacao pequeno ano historiar pensar dita esquerda velha mofar,0,0.0,50,75.0
1349489164694282240,2021-01-13 22:51:03+00:00,noite,joseeuclides30,702402689162997760,"Pernambuco, Brasil",pernambuco brasil,Pernambuco,Nordeste,"@leonardolanna Eu gostaria de lhe perguntar já que está se falando muito nos números da eficácia da vacina do Butantã, já saiu os números da AstraZeneca da Fiocruz? Vcs  já tiveram acesso a eles? O povo brasileiro também vai ter o mesmo acesso aos dados como teve na coronavac?","@leonardolanna Eu gostaria de lhe perguntar já que está se falando muito nos números da eficácia da vacina do Butantã, já saiu os números da AstraZeneca da Fiocruz? Vcs  já tiveram acesso a eles? O povo brasileiro também vai ter o mesmo acesso aos dados como teve na coronavac?","@leonardolanna eu gostaria de lhe perguntar já que está se falando muito nos números da eficácia da vacina do butantã, já saiu os números da astrazeneca da fiocruz? vcs  já tiveram acesso a eles? o povo brasileiro também vai ter o mesmo acesso aos dados como teve na coronavac?",gost pergunt fal numer eficac vacin butant saiu numer vacin vacin acess pov brasil vai acess dad vacin,gostar perguntar falar numeros eficacia vacina butanta sair numeros vacina vacina acesso povo brasileiro ir acesso dado vacina,0,0.0,25,100.0
1348766993403555841,2021-01-11 23:01:24+00:00,noite,invalid_user,invalid_user,Bauru - SP - Brasil,bauru sao paulo brasil,São Paulo,Sudeste,@yagoaleixo Está com Covid-19,@yagoaleixo Está com Covid-19,@yagoaleixo está com covid-19,covid,covid,0,0.0,75,100.0
1348049393606414339,2021-01-09 23:29:55+00:00,noite,AdilsonLuizDa12,1297632009775386631,invalidlocation,invalidlocation,invalidstate,invalidregion,"@binerighetti OMS ainda não reconheceu a vacina chinesa Coronavac-Sinovac para ser distribuída em todos os países!. Já da Fiocruz Manguinhos-RJ, Oxford AstraZenica tudo ok?!?. BOLSODÓRIA não é o dono do Butantan, Butantan é do Brasil 🇧🇷! Vacinas são compradas com dinheiro público!!!","@binerighetti OMS ainda não reconheceu a vacina chinesa Coronavac-Sinovac para ser distribuída em todos os países!. Já da Fiocruz Manguinhos-RJ, Oxford AstraZenica tudo ok?!?. BOLSODÓRIA não é o dono do Butantan, Butantan é do Brasil 🇧🇷! Vacinas são compradas com dinheiro público!!!","@binerighetti oms ainda não reconheceu a vacina chinesa coronavac-sinovac para ser distribuída em todos os países!. já da fiocruz manguinhos-rj, oxford astrazenica tudo ok?!?. bolsodória não é o dono do butantan, butantan é do brasil 🇧🇷! vacinas são compradas com dinheiro público!!!",om aind reconhec vacin chin vacin vacin distribu tod pais vacin mang rio jan vacin astrazen tud ok bolsod don vacin vacin brasil vacin compr dinh publ,oms ainda reconhecer vacina chinês vacina vacina distribuida todo paises vacina manguinhos rio janeiro vacina astrazenica tudo ok bolsodoria dono vacina vacina brasil vacina comprar dinheiro publicar,1,1.0,75,75.0
1348052178674581506,2021-01-09 23:40:59+00:00,noite,invalid_user,invalid_user,invalidlocation,invalidlocation,invalidstate,invalidregion,@great2801 Otakus não merecem vacina de corona mesmo não,@great2801 Otakus não merecem vacina de corona mesmo não,@great2801 otakus não merecem vacina de corona mesmo não,otaku merec vacin covid,otakus merecer vacina covid,1,1.0,50,75.0
1349118821098000385,2021-01-12 22:19:27+00:00,noite,BauleriCris,825698519398875138,"Rio de Janeiro, Brasil",rio de janeiro brasil,Rio de Janeiro,Sudeste,@RomuloSalgado4 @ChromusMaster @folha A África  do Sul fechou  suas fronteiras  por causa  do covid19  q esta matando  em massa.. Vi essa  reportagem  hoje na TV portuguesa.. Vc q tem q se informar.. No  países  da África  o covid19  esta matando  em massa,@RomuloSalgado4 @ChromusMaster @folha A África  do Sul fechou  suas fronteiras  por causa  do covid19  q esta matando  em massa.. Vi essa  reportagem  hoje na TV portuguesa.. Vc q tem q se informar.. No  países  da África  o covid19  esta matando  em massa,@romulosalgado4 @chromusmaster @folha a áfrica  do sul fechou  suas fronteiras  por causa  do covid19  q esta matando  em massa.. vi essa  reportagem  hoje na tv portuguesa.. vc q tem q se informar.. no  países  da áfrica  o covid19  esta matando  em massa,afric sul fech fronteir caus covid mat mass vi report hoj tv portugu inform pais afric covid mat mass,africa sul fechar fronteiro causa covid matar massa ver reportagem hoje tv português informar paises africa covid matar massa,-1,-1.0,25,75.0
1348417142216077313,2021-01-10 23:51:13+00:00,noite,luttyshimanutri,1103317623255781386,Isolado.,isolado,Paraná,Sul,@kure_se E agora todos viramos Corona. rs,@kure_se E agora todos viramos Corona. rs,@kure_se e agora todos viramos corona. rs,agor tod vir covid ris,agora todo virar covid risada,1,1.0,100,50.0
1347248418679377920,2021-01-07 18:27:08+00:00,noite,GilsonRicardoRG,1330887060606038017,"Cametá, Brasil",cameta brasil,Pará,Norte,"@VEJA O cara suspendeu a compra de seringas, seu ministério (saúde) não respondeu a Pfizer/BioNTech quando procuram o Brasil pra oferecer a vacina.  Me digam a neutralidade desse sujeito em relação a vacina no país.  Imagina quando ele for contra!!!","@VEJA O cara suspendeu a compra de seringas, seu ministério (saúde) não respondeu a Pfizer/BioNTech quando procuram o Brasil pra oferecer a vacina.  Me digam a neutralidade desse sujeito em relação a vacina no país.  Imagina quando ele for contra!!!","@veja o cara suspendeu a compra de seringas, seu ministério (saúde) não respondeu a pfizer/biontech quando procuram o brasil pra oferecer a vacina.  me digam a neutralidade desse sujeito em relação a vacina no país.  imagina quando ele for contra!!!",car suspend compr sering ministeri saud respond vacin biontech procur brasil oferec vacin dig neutral dess sujeit relaca vacin pal imagin contr,cara suspender compra seringar ministerio saude responder vacina biontech procurar brasil oferecer vacina dizer neutralidade de esse sujeito relacao vacina pai imaginar contra,-1,-1.0,100,100.0
1349423246547025926,2021-01-13 18:29:07+00:00,noite,MariaSo92340189,1359815930,"Texas, USA",texas usa,notbrazilstate,notbrazilregion,@senadorhumberto Eficácia das vacinas Covid : Pfizer/BioNTech - 95% Moderna- 94.5% Sputnik V - 91.4% AstraZeneca/Oxford - 70.4% Coronavac ( Sinovac ) 50.38%.  Então o Doria quer derrubar o governo Bolsonaro empurrando a pior vacina aos brasileiros? Por @Paulogeneroso,@senadorhumberto Eficácia das vacinas Covid : Pfizer/BioNTech - 95% Moderna- 94.5% Sputnik V - 91.4% AstraZeneca/Oxford - 70.4% Coronavac ( Sinovac ) 50.38%.  Então o Doria quer derrubar o governo Bolsonaro empurrando a pior vacina aos brasileiros? Por @Paulogeneroso,@senadorhumberto eficácia das vacinas covid : pfizer/biontech - 95% moderna- 94.5% sputnik v - 91.4% astrazeneca/oxford - 70.4% coronavac ( sinovac ) 50.38%.  então o doria quer derrubar o governo bolsonaro empurrando a pior vacina aos brasileiros? por @paulogeneroso,eficac vacin covid vacin biontech vacin vacin vacin vacin vacin vacin enta dor qu derrub govern bolsonar empurr pi vacin brasil,eficacia vacina covid vacina biontech vacina vacina vacina vacina vacina vacina entao doria querer derrubar governo bolsonaro empurrar pior vacina brasileiro,1,1.0,50,75.0
1348056354985037826,2021-01-09 23:57:35+00:00,noite,d_heisler,774226322,invalidlocation,invalidlocation,invalidstate,invalidregion,@VEJA Se é que terão acesso a alguma vacina !!!,@VEJA Se é que terão acesso a alguma vacina !!!,@veja se é que terão acesso a alguma vacina !!!,acess algum vacin,acesso algum vacina,0,0.0,100,100.0
1348056074352553986,2021-01-09 23:56:28+00:00,noite,invalid_user,invalid_user,invalidlocation,invalidlocation,invalidstate,invalidregion,@maaaaaduds Amiga sim!!! A dessa pessoa é que ela não confiava em coisas de graça vindas do governo e que a vacina ia deixar todo mundo mais doente,@maaaaaduds Amiga sim!!! A dessa pessoa é que ela não confiava em coisas de graça vindas do governo e que a vacina ia deixar todo mundo mais doente,@maaaaaduds amiga sim!!! a dessa pessoa é que ela não confiava em coisas de graça vindas do governo e que a vacina ia deixar todo mundo mais doente,amig sim dess pesso conf cois grac vind govern vacin ia deix tod mund doent,amigo sim de esse pessoa confiar coisa graca vir governo vacina ir deixar todo mundo doente,1,1.0,75,100.0
1348767468311949319,2021-01-11 23:03:17+00:00,noite,brasil_io,2416561764,"GS ZZ9 Plural Z α, Earth",gs zz9 plural z earth,invalidstate,invalidregion,"MUITO OBRIGADO às pessoas voluntárias (https://t.co/sGwmP9afbb) que trabalham diariamente na coleta dos dados! &lt;3 Em especial a @jessfranca @flamenani @dneumann28 @bmenani @turicas Para outras novidades, acompanhe nosso canal no @Telegram: https://t.co/g2P24Lc2vm","MUITO OBRIGADO às pessoas voluntárias (https://t.co/sGwmP9afbb) que trabalham diariamente na coleta dos dados! &lt;3 Em especial a @jessfranca @flamenani @dneumann28 @bmenani @turicas Para outras novidades, acompanhe nosso canal no @Telegram: https://t.co/g2P24Lc2vm","muito obrigado às pessoas voluntárias (https://t.co/sgwmp9afbb) que trabalham diariamente na coleta dos dados! &lt;3 em especial a @jessfranca @flamenani @dneumann28 @bmenani @turicas para outras novidades, acompanhe nosso canal no @telegram: https://t.co/g2p24lc2vm",obrig pesso volunt trabalh di colet dad espec outr novidad acompanh canal,obrigar pessoa voluntariar trabalhar diário coleta dado especial outro novidade acompanhar canal,0,0.0,100,100.0
1348248281634246661,2021-01-10 12:40:14+00:00,tarde,thiguilherme,140301695,"Brancaleone, Calabria",brancaleone calabria,notbrazilstate,notbrazilregion,"@tbaghdadi Ou ele fechou um acordo bem fechado com a Rússia pra fornecimento da Sputnik V. A religião, desde que o mundo é mundo, se vale do medo pra dirigir bovinamente seus seguidores (voluntários e compulsórios).","@tbaghdadi Ou ele fechou um acordo bem fechado com a Rússia pra fornecimento da Sputnik V. A religião, desde que o mundo é mundo, se vale do medo pra dirigir bovinamente seus seguidores (voluntários e compulsórios).","@tbaghdadi ou ele fechou um acordo bem fechado com a rússia pra fornecimento da sputnik v. a religião, desde que o mundo é mundo, se vale do medo pra dirigir bovinamente seus seguidores (voluntários e compulsórios).",fech acord bem fech russ fornec vacin religia desd mund mund val med dirig bovin segu voluntari compulsori,fechar acordo bem fechar russia fornecer vacina religiao desde mundo mundo valer medo dirigir bovinamente seguir voluntarios compulsorios,0,0.0,100,25.0
1348781519536590848,2021-01-11 23:59:08+00:00,noite,GadoDecider,1262500154436878338,Brasil,brasil,statenotdefined,regionnotdefined,"@guntherfsb_ Se tomar vacina, vira um jacagado. 🐊🐮","@guntherfsb_ Se tomar vacina, vira um jacagado. 🐊🐮","@guntherfsb_ se tomar vacina, vira um jacagado. 🐊🐮",tom vacin vir jacag,tomar vacina vira jacagado,1,1.0,100,100.0
1348052956562804740,2021-01-09 23:44:05+00:00,noite,allyquerler,222815590,invalidlocation,invalidlocation,invalidstate,invalidregion,@BwayMeme @mary_lessa corona não chegue perto por favor,@BwayMeme @mary_lessa corona não chegue perto por favor,@bwaymeme @mary_lessa corona não chegue perto por favor,covid cheg pert favor,covid chegar perto favor,0,0.0,75,100.0
